chrom	lend	rend	gene	strand
chr22	40769630	40819399	SLC25A17	-
chr22	40788777	40789267	RP3-408N23.4	-
chr22	40798039	40798285	JTBP1	+
chr22	40813883	40813958	MIR4766	-
chr22	40824535	40857022	ST13	-
chr22	40857077	40932815	XPNPEP3	+
chr22	40859549	40862126	DNAJB7	-
chr22	40917111	40917381	Metazoa_SRP	+
chr22	40917743	40917846	RNU6-379P	+
chr22	40951347	40973309	RBX1	+
chr22	41045497	41045591	Y_RNA	+
chr22	41060632	41060701	AL080243.1	-
chr22	41064052	41064633	RP11-12M9.3	+
chr22	41074180	41075239	RP11-12M9.4	-
chr22	41091786	41180077	EP300	+
chr22	41092513	41092566	MIR1281	+
chr22	41168217	41168316	RNU6-375P	+
chr22	41169190	41183144	RP1-85F18.6	-
chr22	41174591	41197456	EP300-AS1	-
chr22	41189727	41190188	LRRC37A14P	-
chr22	41205205	41231271	L3MBTL2	+
chr22	41209122	41217627	RP4-756G23.5	-
chr22	41229510	41240934	CHADL	-
chr22	41245611	41286251	RANGAP1	-
chr22	41252992	41253050	MIR6889	-
chr22	41301522	41360147	ZC3H7B	+
chr22	41367333	41399326	TEF	+
chr22	41377177	41377283	RNU6-495P	-
chr22	41430934	41431375	CTA-223H9.9	+
chr22	41433492	41447023	TOB2	-
chr22	41459717	41468725	PHF5A	-
chr22	41469125	41528989	ACO2	+
chr22	41525804	41544606	POLR3H	-
chr22	41560763	41577741	CSDC2	+
chr22	41576894	41589890	PMM1	-
