chrom	lend	rend	gene	strand
chr4	85100496	85100823	RN7SKP48	+
chr4	85246157	85246912	RP11-218C23.1	+
chr4	85475114	86002670	ARHGAP24	+
chr4	85722443	85722550	AC097108.1	+
chr4	85910478	85910543	AC098870.1	-
chr4	86000327	86000766	RP13-514E23.2	-
chr4	86012296	86013874	RP13-514E23.1	-
chr4	86015123	86594131	MAPK10	-
chr4	86117912	86219926	RP11-778J15.1	+
chr4	86336318	86336614	RN7SKP96	-
chr4	86542482	86542552	MIR4452	-
chr4	86594315	86815171	PTPN13	+
chr4	86823468	86849263	SLC10A6	-
chr4	86870191	86871404	RP11-397E7.1	+
chr4	86876205	86936202	C4orf36	-
chr4	86876338	86876652	RP11-397E7.2	+
chr4	86913266	86914817	RP11-397E7.4	-
chr4	86935002	87141054	AFF1	+
chr4	86949669	86950113	TECRP1	-
chr4	87160103	87240314	KLHL8	-
chr4	87166844	87167734	RP11-476C8.2	+
chr4	87207092	87208086	GAPDHP60	+
