chrom	lend	rend	gene	strand
chr15	19972782	19973218	IGHV1OR15-2	-
chr15	20012741	20014208	RP11-1360M22.11	+
chr15	20046296	20047994	RP11-1360M22.2	-
chr15	20073699	20074334	BCAR1P1	-
chr15	20095733	20096029	RN7SL584P	-
chr15	20128745	20147953	RP11-173D3.1	-
chr15	20141794	20146430	RP11-173D3.4	+
chr15	20153776	20160826	BMS1P15	+
chr15	20228620	20277503	RP11-492D6.3	-
chr15	20282744	20291586	CHEK2P2	+
chr15	20344736	20359166	RP11-509A17.3	+
chr15	20358108	20358181	AC026495.1	+
chr15	20379495	20506180	HERC2P3	-
chr15	20516252	20520627	RP11-467L19.8	+
chr15	20531856	20541800	GOLGA6L6	-
chr15	20545576	20549444	RP11-467L19.6	-
chr15	20562375	20575696	GOLGA8CP	+
chr15	20570886	20571175	Metazoa_SRP	+
chr15	20572047	20572129	AC023310.1	+
chr15	20593494	20599195	SPATA31E2P	-
chr15	20626819	20627365	RP11-467L19.11	-
chr15	20639464	20639890	IGHV1OR15-6	-
chr15	20642799	20643448	RP11-467L19.16	-
chr15	20657638	20688408	NBEAP1	-
chr15	20658900	20664970	RP11-467L19.14	+
chr15	20729747	20756183	RP11-403B2.7	-
chr15	20738679	20738785	RNU6-498P	+
chr15	20755375	20755460	AC012414.1	-
chr15	20759307	20774794	RP11-116P24.2	-
chr15	20759311	20774794	RP11-403B2.6	-
chr15	20773084	20774871	RP11-403B2.5	+
chr15	20775464	20775998	RP11-403B2.3	-
chr15	20803505	20826173	RP11-403B2.10	-
chr15	20813299	20814958	GRAMD4P5	+
chr15	20826454	20826640	RP11-810K23.7	-
chr15	20832795	20832869	MIR3118-4	+
chr15	20835372	20866314	POTEB2	-
chr15	20855251	20855357	RNU6-749P	-
chr15	20890206	20890606	RP11-810K23.9	-
chr15	20893383	20893980	RP11-810K23.10	-
chr15	20901441	20901609	ZNF519P2	-
chr15	20916686	20935658	NF1P1	-
chr15	20940252	20940333	MIR5701-1	+
chr15	20940438	20993303	LINC01193	+
chr15	20960675	20961581	OR11J2P	+
chr15	20969282	20970215	OR11J5P	-
chr15	21019388	21020851	KIAA0125P2	+
chr15	21053004	21054702	RP11-810K23.6	-
chr15	21080812	21081447	BCAR1P2	-
chr15	21102843	21103138	RN7SL400P	-
chr15	21127698	21130095	RP11-854K16.3	-
chr15	21148334	21152970	RP11-854K16.4	+
chr15	21160305	21167357	BMS1P16	+
chr15	21250180	21260147	RP11-32B5.2	-
chr15	21293653	21295201	RP11-32B5.1	-
chr15	21298233	21325241	RP11-32B5.7	-
chr15	21307749	21307855	RNU6-1235P	+
chr15	21324433	21324518	AC068446.1	-
chr15	21328380	21343881	RP11-275E15.2	-
chr15	21342171	21343958	RP11-275E15.3	+
chr15	21344548	21345085	RP11-32B5.4	-
chr15	21368459	21370621	RP11-32B5.8	+
chr15	21372793	21373881	CXADRP2	-
chr15	21382383	21382842	RP11-32B5.5	+
chr15	21383821	21384064	GRAMD4P6	+
chr15	21406385	21406459	MIR3118-3	+
chr15	21408243	21440451	POTEB3	-
chr15	21428879	21428985	U6	-
chr15	21490364	21509404	NF1P2	-
chr15	21513959	21514040	MIR5701-2	+
chr15	21514144	21567053	RP11-11H9.2	+
chr15	21574225	21575207	AC135068.1	-
chr15	21637909	21638992	OR4M2	+
chr15	21651844	21653039	RP11-294C11.3	+
