sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-EA-A44S-TP	chr13~73497733~+~HPV16~2442~-	chr13	73497733	HPV16	2442	24	chr13:74032201	15	SNORA68;uc_338;SNORA9;RPL21P110;RNU6-80P;MZT1;BORA;DIS3;AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347;RIOK3P1;RNU6-38P;SSR1P2;CTAGE11P;LINC01078;RP11-182M20.2;TBC1D4;COMMD6;UCHL3;LMO7-AS1
CESC-EA-A44S-TP	chr13~73477207~+~HPV16~881~-	chr13	73477207	HPV16	881	38	chr13:74032201	15	SNORA68;uc_338;SNORA9;RPL21P110;RNU6-80P;MZT1;BORA;DIS3;AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347;RIOK3P1;RNU6-38P;SSR1P2;CTAGE11P;LINC01078;RP11-182M20.2;TBC1D4;COMMD6;UCHL3;LMO7-AS1
CESC-ZJ-AAXF-TP	HPV16~227~+~chr13~73474430~+	chr13	73474430	HPV16	227	58	chr13:74032201	15	SNORA68;uc_338;SNORA9;RPL21P110;RNU6-80P;MZT1;BORA;DIS3;AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347;RIOK3P1;RNU6-38P;SSR1P2;CTAGE11P;LINC01078;RP11-182M20.2;TBC1D4;COMMD6;UCHL3;LMO7-AS1
CESC-ZJ-AAXF-TP	HPV16~881~+~chr13~73474430~+	chr13	73474430	HPV16	881	607	chr13:74032201	15	SNORA68;uc_338;SNORA9;RPL21P110;RNU6-80P;MZT1;BORA;DIS3;AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347;RIOK3P1;RNU6-38P;SSR1P2;CTAGE11P;LINC01078;RP11-182M20.2;TBC1D4;COMMD6;UCHL3;LMO7-AS1
CESC-EA-A44S-TP	chr13~73456963~+~HPV16~881~-	chr13	73456963	HPV16	881	35	chr13:74032201	15	SNORA68;uc_338;SNORA9;RPL21P110;RNU6-80P;MZT1;BORA;DIS3;AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347;RIOK3P1;RNU6-38P;SSR1P2;CTAGE11P;LINC01078;RP11-182M20.2;TBC1D4;COMMD6;UCHL3;LMO7-AS1
CESC-C5-A8YR-TP	chr13~73420390~+~HPV45~2255~-	chr13	73420390	HPV45	2255	36	chr13:74032201	15	SNORA68;uc_338;SNORA9;RPL21P110;RNU6-80P;MZT1;BORA;DIS3;AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347;RIOK3P1;RNU6-38P;SSR1P2;CTAGE11P;LINC01078;RP11-182M20.2;TBC1D4;COMMD6;UCHL3;LMO7-AS1
CESC-JX-A3PZ-TP	HPV45~3578~+~chr13~73415962~+	chr13	73415962	HPV45	3578	433	chr13:74032201	15	SNORA68;uc_338;SNORA9;RPL21P110;RNU6-80P;MZT1;BORA;DIS3;AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347;RIOK3P1;RNU6-38P;SSR1P2;CTAGE11P;LINC01078;RP11-182M20.2;TBC1D4;COMMD6;UCHL3;LMO7-AS1
CESC-JX-A3PZ-TP	HPV45~3578~+~chr13~73413479~+	chr13	73413479	HPV45	3578	1255	chr13:74032201	15	SNORA68;uc_338;SNORA9;RPL21P110;RNU6-80P;MZT1;BORA;DIS3;AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347;RIOK3P1;RNU6-38P;SSR1P2;CTAGE11P;LINC01078;RP11-182M20.2;TBC1D4;COMMD6;UCHL3;LMO7-AS1
CESC-EA-A44S-TP	chr13~73413637~+~HPV16~881~-	chr13	73413637	HPV16	881	96	chr13:74032201	15	SNORA68;uc_338;SNORA9;RPL21P110;RNU6-80P;MZT1;BORA;DIS3;AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347;RIOK3P1;RNU6-38P;SSR1P2;CTAGE11P;LINC01078;RP11-182M20.2;TBC1D4;COMMD6;UCHL3;LMO7-AS1
CESC-C5-A8YR-TP	chr13~73413637~+~HPV45~930~-	chr13	73413637	HPV45	930	3519	chr13:74032201	15	SNORA68;uc_338;SNORA9;RPL21P110;RNU6-80P;MZT1;BORA;DIS3;AL391384.1;RNU6-79P;PIBF1;PSMD10P3;KLF5;FABP5P1;RNU6-66P;AL354720.1;RNU4-10P;RNY1P8;RP11-309J13.1;MARK2P12;LINC00393	LINC00392;RP11-552M6.1;RP11-157H4.1;KLF12;LINC00402;RNY1P5;RPL21P108;RP11-512C24.3;LINC00381;LINC00347;RIOK3P1;RNU6-38P;SSR1P2;CTAGE11P;LINC01078;RP11-182M20.2;TBC1D4;COMMD6;UCHL3;LMO7-AS1
