chrom	lend	rend	gene	strand
chr21	27143344	27143949	GPX1P2	-
chr21	27302659	27302710	AP001604.1	+
chr21	27358885	27448579	AP001604.3	-
chr21	27361164	27395787	AP001605.4	+
chr21	27367014	27367947	EIF4A1P1	-
chr21	27420380	27421023	RPL10P1	-
chr21	27492118	27492261	NCSTNP1	+
chr21	27638693	27653491	AP001607.1	+
chr21	27722379	27751233	LINC00113	+
chr21	27954922	27985295	AJ006995.3	+
chr21	28013363	28023233	LINC00314	+
chr21	28048404	28137611	AL035610.1	+
chr21	28116094	28228667	AL035610.2	-
chr21	28150606	28150677	AL035610.3	+
chr21	28439346	28674848	AF131217.1	-
chr21	28539318	28540355	LINC00161	+
chr21	28872191	28885371	N6AMT1	-
chr21	28887280	28889272	HSPD1P7	-
chr21	28901779	28903697	THUMPD1P1	-
chr21	28928144	28992956	LTN1	-
chr21	28997613	28998033	RPL23P2	-
chr21	29004384	29019378	RWDD2B	-
chr21	29024255	29024890	RP1-100J12.1	-
chr21	29024629	29054488	USP16	+
