chrom	lend	rend	sample_name	CN	copy_number
chr18	48133	62423353	LGG-S9-A7R7-TP	0.0658	2.0933303466277353
chr18	48133	63092250	LIHC-2Y-A9GU-TP	0.0077	2.0107030033864266
chr18	48133	63211396	KIRC-B2-5635-TP	0.0139	2.0193626187916407
chr18	48133	63251311	LGG-DB-A4XF-TP	0.0436	2.061365026608612
chr18	48133	63653064	KIRC-DV-A4VX-TP	-0.0905	1.8783943837194323
chr18	48133	63708396	BLCA-GC-A3WC-TP	0.0012	2.001664245277546
chr18	48133	63708396	BLCA-BT-A2LB-TP	0.1658	2.243575913837507
chr18	48133	63708396	KIRC-BP-4981-TP	0.0377	2.052952147653413
chr18	48133	64056882	SARC-DX-A7EQ-TP	0.0224	2.0312953183198292
chr18	48133	64102225	CESC-LP-A7HU-TP	-0.3198	1.602361874305846
chr18	48133	64321246	LIHC-DD-A3A1-TP	-0.0161	1.9778047370328247
chr18	48133	64350086	LUSC-60-2710-TP	0.0361	2.0506766129222815
chr18	48133	64363130	LUSC-85-8584-TP	-0.2149	1.7232117592217597
chr18	48133	64372329	BLCA-CF-A47W-TP	0.0005	2.0006932673076907
chr18	48133	64388614	SARC-DX-A3UA-TP	-0.1474	1.805752290047445
chr18	48133	64419296	KIRC-CZ-4859-TP	0.0059	2.008195884122107
chr18	48133	64423736	LGG-E1-A7YD-TP	-0.0455	1.9379078897774806
chr18	48133	64532959	UCEC-NF-A4WX-TP	-0.0674	1.9087127473651757
chr18	48133	64694054	PAAD-LB-A8F3-TP	0.0287	2.040185029833896
chr18	48133	64995297	LGG-DU-7290-TP	0.0658	2.0933303466277353
chr18	48133	65157761	KIRC-CZ-5456-TP	-0.3332	1.5875477657561903
chr18	48133	65410569	LGG-HT-8564-TP	-0.4654	1.4485404781739326
chr18	48133	65487565	LGG-FG-A4MX-TP	0.0641	2.0908651231141353
chr18	48133	65527982	LGG-CS-6290-TP	0.0046	2.0063871312606403
chr18	48133	65527982	LIHC-DD-A1EH-TP	0.0848	2.121081418032963
chr18	48133	65532714	KIRC-A3-3383-TP	0.0233	2.032562901619026
chr18	48133	65532809	KIRC-B0-5104-TP	0.0297	2.0415996685549276
chr18	48133	65532809	LGG-HT-8558-TP	-0.0041	1.9943242618892076
chr18	48133	65532829	KIRC-CZ-5988-TP	-0.3718	1.5456353550022564
