chrom	lend	rend	gene	strand
chr6	25754699	25781191	SLC17A4	+
chr6	25782897	25832059	SLC17A1	-
chr6	25833066	25882286	SLC17A3	-
chr6	25846628	25846728	AL138726.1	-
chr6	25882026	25882395	HIST1H2APS2	-
chr6	25885419	25885751	RP1-139G21.4	+
chr6	25912754	25930726	SLC17A2	-
chr6	25962802	25991226	TRIM38	+
chr6	25983812	25999167	U91328.21	-
chr6	25992662	26001775	U91328.19	+
chr6	26013241	26013757	U91328.22	+
chr6	26016379	26016601	HIST1H1PS2	+
chr6	26017085	26017732	HIST1H1A	-
chr6	26020490	26020900	HIST1H3A	+
chr6	26021679	26021990	HIST1H4A	+
chr6	26026815	26027252	HIST1H4B	-
chr6	26031650	26032060	HIST1H3B	-
chr6	26033176	26033568	HIST1H2AB	-
chr6	26043227	26123904	HIST1H2BB	-
chr6	26043989	26044357	U91328.2	+
chr6	26045411	26045821	HIST1H3C	+
chr6	26055787	26056428	HIST1H1C	-
chr6	26087281	26098343	HFE	+
chr6	26103876	26104310	HIST1H4C	+
chr6	26107419	26108136	HIST1H1T	-
chr6	26114873	26123926	HIST1H2BC	-
chr6	26124145	26139116	HIST1H2AC	+
chr6	26124436	26124576	U91328.1	-
chr6	26156391	26157050	HIST1H1E	+
chr6	26158146	26171349	HIST1H2BD	+
chr6	26164072	26164363	LARP1P1	+
chr6	26183795	26184180	HIST1H2BE	+
chr6	26188765	26189076	HIST1H4D	-
chr6	26195566	26195771	HIST1H1PS1	+
chr6	26196840	26197250	HIST1H3D	-
chr6	26198851	26199243	HIST1H2AD	-
chr6	26198861	26198997	AL031777.2	+
chr6	26199559	26199939	HIST1H2BF	+
