chrom	lend	rend	gene	strand
chr1	161034834	161035006	RP11-544M22.3	+
chr1	161037631	161038990	TSTD1	-
chr1	161039251	161045977	USF1	-
chr1	161046946	161069970	ARHGAP30	-
chr1	161065865	161066153	AL591806.1	+
chr1	161070995	161089599	PVRL4	-
chr1	161084465	161087571	RP11-544M22.8	+
chr1	161098361	161100346	KLHDC9	+
chr1	161100556	161118111	PFDN2	-
chr1	161118086	161125445	NIT1	+
chr1	161120974	161132688	DEDD	-
chr1	161141208	161141336	ACA64	-
chr1	161152776	161158856	UFC1	+
chr1	161153760	161159349	RP11-297K8.2	-
chr1	161159450	161165723	USP21	+
chr1	161166410	161178013	PPOX	+
chr1	161171310	161177968	B4GALT3	-
chr1	161184308	161199056	ADAMTS4	-
chr1	161197104	161214395	NDUFS2	+
chr1	161215234	161220699	FCER1G	+
chr1	161222292	161223631	APOA2	-
chr1	161225939	161230744	TOMM40L	+
chr1	161227186	161227261	MIR5187	+
chr1	161229666	161238302	NR1I3	-
chr1	161258727	161285450	PCP4L1	+
chr1	161304735	161309972	MPZ	-
chr1	161314257	161375340	SDHC	+
chr1	161364731	161367874	CFAP126	-
chr1	161378707	161379358	RRM2P2	-
chr1	161401289	161401395	RNU6-481P	+
chr1	161406068	161407082	RP11-122G18.7	+
chr1	161411597	161411802	RP11-122G18.9	-
chr1	161505430	161524013	FCGR2A	+
chr1	161524540	161526910	HSPA6	+
chr1	161536571	161538158	RPS23P10	-
chr1	161541759	161550737	FCGR3A	-
chr1	161556290	161557078	RP11-5K23.5	-
chr1	161581311	161678654	FCGR2B	+
chr1	161581339	161605662	FCGR2C	+
chr1	161606291	161608217	HSPA7	+
chr1	161617992	161619585	RPS23P9	-
chr1	161623196	161631963	FCGR3B	-
