chrom	lend	rend	gene	strand
chr4	190057902	190063005	CLUHP4	-
chr4	190060380	190060475	U85056.1	-
chr4	190064502	190067864	DBET	+
chr4	190067935	190069209	DUX4L8	+
chr4	190069302	190069385	AC126281.1	+
chr4	190071232	190072506	DUX4L7	+
chr4	190072599	190072682	AC126281.3	+
chr4	190074525	190075799	DUX4L6	+
chr4	190075892	190075975	AC126281.8	+
chr4	190077818	190079092	DUX4L5	+
chr4	190079185	190079268	AC126281.2	+
chr4	190081118	190082386	DUX4L4	+
chr4	190082479	190082562	AC126281.5	+
chr4	190084412	190085686	DUX4L1	+
chr4	190085779	190085862	AC126281.7	+
chr4	190087705	190088979	DUX4L3	+
chr4	190089072	190089155	AC126281.6	+
chr4	190091005	190092279	DUX4L2	+
chr4	190092372	190092455	AC126281.4	+
chr4	190163774	190185942	DUX4	+
chr4	190175141	190175224	AC215524.1	+
chr4	190195727	190196190	ABC7-42391500H16.2	+
