chrom	lend	rend	gene	strand
chr10	45825594	45853875	AGAP4	-
chr10	45854093	45972154	PARPG1	-
chr10	45856307	45856422	RNA5SP310	+
chr10	45940522	45940851	RPL35AP25	+
chr10	45972449	46003734	TIMM23	+
chr10	45984610	45984810	SNORA74	+
chr10	46005088	46030714	NCOA4	-
chr10	46033307	46046269	MSMB	-
chr10	46063228	46063766	AL589822.1	+
chr10	46109621	46131358	AGAP7P	+
chr10	46233885	46273557	ANTXRLP1	-
chr10	46286345	46330207	ANTXRL	+
chr10	46337224	46358714	AC244230.1	+
chr10	46369087	46373563	FAM25BP	+
chr10	46375627	46537864	ANXA8L1	+
chr10	46415853	46416413	HNRNPA1P33	+
chr10	46461099	46465881	NPY4R	-
chr10	46549044	46555530	GPRIN2	-
chr10	46578217	46594173	SYT15	+
chr10	46582782	46598145	RP11-38L15.3	-
chr10	46597918	46612154	RP11-38L15.2	+
chr10	46610474	46652025	FAM35BP	-
chr10	46632387	46635472	RP11-38L15.8	+
chr10	46634911	46635466	RHEBP1	-
chr10	46648948	46649276	Metazoa_SRP	+
chr10	46753605	46759740	CTSLP2	+
chr10	46759019	46786770	GLUD1P7	-
chr10	46774421	46776180	DUSP8P3	-
chr10	46786674	46811989	BMS1P1	+
chr10	46807458	46807573	RNA5SP311	-
chr10	46816516	46832476	CTGLF8P	+
