chrom	lend	rend	gene	strand
chr16	69311356	69326939	VPS4A	+
chr16	69320140	69339583	COG8	-
chr16	69328621	69330595	PDF	-
chr16	69339430	69343111	NIP7	+
chr16	69343248	69351809	TMED6	-
chr16	69355561	69408571	TERF2	-
chr16	69424525	69466266	CYB5B	+
chr16	69443240	69444290	RP11-343C2.10	-
chr16	69463844	69466264	RP11-140H17.1	+
chr16	69565094	69704666	NFAT5	+
chr16	69565808	69565868	MIR1538	-
chr16	69632141	69632571	RP11-140H17.2	+
chr16	69703065	69704652	RP11-311C24.1	+
chr16	69706996	69726951	NQO1	-
chr16	69709874	69710583	CTD-2033A16.1	+
chr16	69727013	69742563	CTD-2033A16.3	+
chr16	69741867	69754940	NOB1	-
chr16	69756536	69757937	CTD-2033A16.2	-
chr16	69762306	69941741	WWP2	+
chr16	69785994	69786113	SNORA62	-
chr16	69933073	69933182	MIR140	+
chr16	69950705	69964452	CLEC18A	+
chr16	69975238	69975344	RP11-419C5.3	+
chr16	69976388	69996188	RP11-419C5.2	-
chr16	70010751	70065945	PDXDC2P	-
chr16	70030346	70030422	MIR1972-2	+
chr16	70052395	70052769	AC009022.1	-
chr16	70079129	70079624	RP11-106J23.1	-
chr16	70113626	70162537	PDPR	+
chr16	70156340	70173448	RP11-296I10.3	-
chr16	70173322	70187361	CLEC18C	+
chr16	70202354	70202459	RP11-296I10.5	+
chr16	70205400	70205780	AC009060.2	-
chr16	70216895	70217003	AC009060.1	-
chr16	70219574	70245616	SMG1P7	-
chr16	70224358	70224738	FKSG63	+
chr16	70246778	70251930	EXOSC6	-
chr16	70252295	70289543	AARS	-
chr16	70276069	70276352	RN7SL279P	+
chr16	70289663	70335283	DDX19B	+
chr16	70299224	70373383	DDX19A	+
chr16	70315640	70346747	RP11-529K1.2	-
