chrom	lend	rend	sample_name	CN	copy_number
chr9	46587	123891812	LGG-E1-A7YO-TP	0.0468	2.0659423550918565
chr9	46587	133307114	LGG-HT-8019-TP	-0.0014	1.9980601292778069
chr9	46587	136243382	LIHC-ZS-A9CD-TP	-0.0606	1.9177305110811445
chr9	46587	138200944	CESC-C5-A2LS-TP	-0.0197	1.9728756142862345
chr9	46587	138200944	HNSC-CN-5374-TP	0.0881	2.1259387024519207
chr9	46587	138200944	HNSC-P3-A5Q5-TP	-0.0393	1.9462539940941999
chr9	46587	138200944	HNSC-CV-A45P-TP	-0.0114	1.9842585198177436
chr9	46587	138200944	KIRC-A3-A6NN-TP	0.0545	2.0769982491032115
chr9	46587	138200944	KIRC-BP-5010-TP	-0.2479	1.684242645975072
chr9	46587	138200944	KIRC-B0-4710-TP	-0.3229999999999999	1.5988116607049447
chr9	46587	138200944	LGG-HT-8558-TP	0.0022	2.0030521741695173
chr9	46587	138200944	LGG-CS-6669-TP	0.0131	2.0182431567965016
chr9	46587	138200944	LGG-S9-A6WI-TP	0.0194	2.027075747147766
chr9	46587	138200944	LGG-DH-A7US-TP	0.0451	2.063509385216978
chr9	46587	138200944	LGG-HT-A74H-TP	0.0082	2.011399980715288
chr9	46587	138200944	LGG-HT-7879-TP	0.0274	2.0383474648135658
chr9	46587	138200944	LGG-HT-7482-TP	0.0038	2.0052748624090326
chr9	46587	138200944	LIHC-DD-AAW3-TP	-0.0191	1.9736962808289986
chr9	46587	138200944	LIHC-DD-A4NK-TP	-0.0819	1.8896250562831447
chr9	46587	138200944	PAAD-3A-A9IO-TP	-0.1281	1.8300714809707126
chr9	46587	138200944	PAAD-FB-AAPY-TP	-0.1744	1.7722719521412418
chr9	46587	138200944	UCEC-N9-A4Q7-TP	-0.1009	1.8649022335663006
chr9	245706	138200944	KIRC-A3-3374-TP	0.1448	2.2111547542556975
chr9	518103	138124208	KIRC-A3-A8OX-TP	0.0003	2.0004159315521046
chr9	526887	138200944	CESC-VS-A9V0-TP	-0.5262	1.3887625990437915
chr9	607307	138200944	LUSC-77-A5G1-TP	-0.1208	1.839355063384906
chr9	1760175	138200944	KIRC-B0-5104-TP	0.0175	2.0244078867983117
chr9	4051387	138200944	SARC-PC-A5DL-TP	-0.0423	1.942211077649246
chr9	4537834	138200944	LIHC-DD-AAW1-TP	-0.0343	1.9530108984973102
chr9	6715049	138200944	CESC-C5-A3HL-TP	-0.0055	1.9923898962661084
chr9	10407943	135334785	KIRC-BP-4163-TP	0.0073	2.0101455954160534
chr9	12044550	138200944	KIRC-B2-5633-TP	-0.3993	1.516452175220976
chr9	12594967	138200944	LIHC-G3-A5SK-TP	0.0014	2.0019417540981554
chr9	12617803	124029680	KIRC-CZ-5985-TP	-0.3945	1.5215059756636662
chr9	12617803	138200944	LGG-FG-8189-NT	0.0047	2.00652620823894
chr9	12619065	138200944	KIRC-BP-4801-TP	0.0235	2.032844694199862
chr9	12619365	116638835	KIRC-B0-4842-TP	-0.2224	1.7142767089448985
chr9	12671059	138200944	LGG-HT-A4DV-TP	0.025	2.0349593842053726
chr9	14505938	125984543	CESC-VS-A954-TP	-0.0764	1.8968426409152617
chr9	14685581	138200944	LUSC-85-8664-TP	-0.3638	1.5542299846604613
chr9	15752828	126207186	KIRC-B8-A54E-TP	-0.0125	1.9827461749253241
chr9	17635578	138200944	LGG-CS-4941-TP	0.0058	2.008056691414705
chr9	21963431	138200944	LGG-DU-7290-TP	0.0629	2.089126713480583
chr9	22041999	131582991	LIHC-DD-AACP-TP	0.0078	2.0108423795285537
chr9	22125348	138200944	LIHC-2Y-A9H7-TP	0.0819	2.1168220577408734
chr9	22280645	138200944	BLCA-XF-AAN3-TP	0.0028	2.0038853934008
chr9	22374033	135322259	PAAD-FZ-5922-TP	-0.258	1.6724927998281256
chr9	22509341	124459960	LGG-P5-A781-TP	0.0528	2.074552259185928
chr9	22509341	138200944	BLCA-S5-AA26-TP	-0.8185	1.1340623807492265
chr9	23373486	138200944	KIRC-A3-3352-TP	-0.1635	1.7857127165818538
chr9	23373486	138200944	KIRC-CZ-4859-TP	-0.0147	1.9797249422595673
chr9	23378490	121431421	LIHC-G3-A7M6-TP	-0.0533	1.9274587700223698
chr9	23378490	122011328	LIHC-K7-AAU7-TP	-0.0125	1.9827461749253241
chr9	23378490	131383392	LIHC-DD-AADD-TP	0.0014	2.0019417540981554
chr9	23378490	138070139	CESC-VS-A94Z-TP	0.026	2.0363703995292415
chr9	23378490	138200944	HNSC-BB-7861-TP	-0.0175	1.975886394281032
chr9	23378490	138200944	SARC-DX-A1L4-TP	-0.016	1.977941832761863
chr9	23391638	135334785	LIHC-MI-A75G-TP	-0.2074	1.7321933802319416
chr9	24519686	138200944	LUSC-56-A5DS-TP	-0.1634	1.7858364970451872
