chrom	lend	rend	gene	strand
chr2	143799467	143819599	AC079584.2	+
chr2	143897263	143897361	Y_RNA	+
chr2	143937073	143964156	AC016910.1	+
chr2	143938068	144332568	GTDC1	-
chr2	144384081	144524583	ZEB2	-
chr2	144494265	144496878	RP11-107E5.3	-
chr2	144518097	144521477	ZEB2-AS1	+
chr2	144518447	144518574	ZEB2_AS1_1	+
chr2	144520456	144520555	ZEB2_AS1_3	+
chr2	144521039	144521116	ZEB2_AS1_4	+
chr2	144566435	144579434	LINC01412	+
chr2	144667967	145262988	TEX41	+
chr2	144688413	144690185	AC023128.1	-
chr2	144705217	144705419	VIS1	+
chr2	144754776	144755998	AC023128.2	-
chr2	144877734	144882033	RP11-514A9.1	-
chr2	145294277	145331847	AC064865.1	-
chr2	145337230	145338057	RPL6P5	+
chr2	145569294	145588024	AC092484.1	-
chr2	145600907	145603423	AC079163.1	-
chr2	145826285	145827830	AC079248.1	-
chr2	145874520	145874845	RP11-24J11.1	-
chr2	145915090	145931146	AC062031.1	+
chr2	146145156	146145217	RNU7-2P	+
chr2	146194296	146194821	RPL17P12	+
chr2	146477427	146478113	AC093084.1	+
chr2	146587506	146589310	PABPC1P2	+
chr2	146833501	146834038	RP11-638D14.1	-
chr2	146837749	146850310	AC103881.1	+
chr2	146879909	146898218	AC062032.1	+
chr2	147408342	147408448	RNU6-692P	+
chr2	147466630	147466714	AC013406.1	-
chr2	147495438	147495540	RNU6-715P	-
chr2	147713455	147713554	RNA5SP106	-
chr2	147810346	147810777	AC009480.4	+
chr2	147844517	147930826	ACVR2A	+
chr2	147877422	147877528	RNU6-1275P	+
chr2	147899401	147902956	AC009480.3	-
chr2	147930397	148021604	ORC4	-
chr2	147940980	147941071	AC009480.1	-
