chrom	lend	rend	gene	strand
chr4	42408373	42657105	ATP8A1	-
chr4	42445990	42446072	AC084010.1	+
chr4	42471810	42472380	RPS7P7	+
chr4	42561457	42562425	CCNL2P1	-
chr4	42657496	42657928	RP11-109E24.2	+
chr4	42706107	42707335	RP11-109E24.1	+
chr4	42892396	42892618	RN7SKP82	+
chr4	42893267	43030658	GRXCR1	+
chr4	43133867	43234956	RP11-395F4.1	+
chr4	43340875	43345600	RP11-1E6.1	+
chr4	43388157	43388437	RP11-324J13.3	+
chr4	43410041	43410937	RP11-324J13.1	-
chr4	43457527	43492543	RP11-324J13.2	-
chr4	43586328	43588097	RP11-466J24.1	+
chr4	43598544	43598844	RN7SL691P	-
chr4	43863274	43863549	RN7SL193P	+
chr4	43898962	43899351	RP11-663P9.2	+
chr4	43980006	43981620	RP11-663P9.1	-
chr4	44016861	44022063	RP11-328N19.1	+
chr4	44173909	44448807	KCTD8	-
chr4	44299628	44299915	Metazoa_SRP	-
chr4	44448005	44448110	AC131951.1	+
chr4	44533615	44533880	RP11-500G9.1	+
chr4	44622065	44678556	YIPF7	-
chr4	44678427	44700926	GUF1	+
chr4	44682200	44726595	GNPDA2	-
chr4	44693946	44694386	RP11-700J17.1	-
chr4	44704405	44704965	RP11-700J17.2	+
chr4	44840380	44841402	RP11-55C6.1	-
chr4	44944015	44944961	PRDX4P1	-
