chrom	lend	rend	sample_name	CN	copy_number
chr10	45792	33216046	LIHC-G3-A25T-TP	-0.0136	1.981234982698775
chr10	45792	33323833	SARC-DX-AB2V-TP	-0.1841	1.7603960015447522
chr10	45792	33359331	SARC-DX-A7EL-TP	-0.2388	1.6948998166124378
chr10	45792	33485803	LIHC-DD-AADE-TP	-0.0136	1.981234982698775
chr10	45792	33583283	LIHC-2Y-A9H4-TP	0.0655	2.092895096074884
chr10	45792	33906642	PAAD-HZ-8636-TP	-0.026	1.964279190526783
chr10	45792	34227037	LIHC-ED-A627-TP	0.0132	2.01838305560035
chr10	45792	34286351	LIHC-DD-A73B-TP	0.207	2.3085708350336764
chr10	45792	34512387	HNSC-CV-6942-TP	-0.2562	1.6745808127311688
chr10	45792	34802936	LUSC-77-8130-TP	-0.3115	1.6116070257540351
chr10	45792	34886157	LUSC-77-8143-TP	0.2755	2.42082702778314
chr10	45792	34887126	PAAD-FZ-5926-TP	-0.0138	1.9809603442472448
chr10	45792	34916714	LGG-HT-7855-TP	0.0506	2.071391135925908
chr10	45792	34925700	HNSC-CR-7394-TP	-0.0019	1.9973677743880978
chr10	45792	34936058	HNSC-CQ-7065-TP	0.0632	2.089561180338823
chr10	45792	36102376	BLCA-FD-A6TC-TP	-0.0234	1.9678223722132575
chr10	45792	36175843	SARC-QQ-A5VA-TP	0.094	2.13465067607992
chr10	45792	36356044	KIRC-BP-4338-TP	0.2204	2.3301131279224006
chr10	45792	36412441	LGG-DU-7300-TP	0.0571	2.0807447542815765
chr10	45792	36839307	KIRC-BP-4967-TP	-0.0726	1.9018454328864687
chr10	45792	37029806	LUSC-85-8664-TP	-0.0292	1.9599271082599745
chr10	45792	37166217	HNSC-CQ-5325-TP	-0.0026	1.9963988805732606
chr10	45792	37166217	KIRC-A3-3358-TP	-0.0227	1.9687773972554414
chr10	45792	37166217	KIRC-CJ-4876-TP	0.0736	2.104678687676124
chr10	45792	37315483	LUSC-46-3767-TP	-0.087	1.8829569290824124
chr10	45792	37884007	LGG-CS-6188-TP	-0.5345	1.3807958178443032
chr10	45792	38030753	BLCA-CF-A3MH-TP	0.0436	2.061365026608612
chr10	45792	38178353	LIHC-DD-AACI-TP	-0.1983	1.7431539627074912
chr10	45792	38420575	KIRC-AK-3443-TP	-0.8085	1.1419504084059693
chr10	45792	38420575	LUSC-21-1079-TP	-0.436	1.478362431273842
chr10	45792	38619590	LGG-FG-A60L-TP	0.5713	2.9717237296536814
chr10	45792	38628272	HNSC-BB-A5HU-TP	-0.2998	1.6247300125065318
chr10	45792	38651086	LGG-TM-A7CA-TP	0.3814	2.6052105967647727
chr10	45792	38663748	BLCA-FD-A5BY-TP	-0.4571	1.4568981259152405
chr10	45792	38675107	SARC-K1-A6RU-TP	-0.1055	1.8589655052208767
chr10	45792	38675121	HNSC-CV-5444-TP	-0.4512	1.4628684100240985
chr10	45792	38702193	LGG-DH-A7UV-TP	0.3335	2.5201332201796833
chr10	45792	38702233	BLCA-E7-A7XN-TP	-0.0002	1.9997227603450085
chr10	45792	38706905	LGG-DB-A75L-TP	0.0218	2.0304507019913642
chr10	45792	38706914	HNSC-HD-7229-TP	-0.0942	1.873583141966166
chr10	45792	38777539	UCEC-N5-A4RD-TP	0.1868	2.2764724501818905
chr10	45792	38777677	KIRC-CW-6088-TP	0.0517	2.0729710949969364
chr10	45792	38777677	LGG-P5-A5F1-TP	0.355	2.5579711625548573
chr10	45792	38781507	LUSC-66-2734-TP	0.1266	2.1834356306599587
chr10	45792	38781690	LGG-P5-A72X-TP	0.3338	2.520657321640573
chr10	45792	38783075	KIRC-CJ-4637-TP	0.0339	2.047551870457403
chr10	45792	38783090	CESC-C5-A1MN-TP	-0.4862	1.427806030019737
chr10	45792	38783090	KIRC-B0-5402-TP	0.0908	2.129921116555998
chr10	45792	38783090	UCEC-N5-A4RN-TP	-0.6061	1.313940548574198
chr10	45792	41715085	HNSC-F7-A61V-TP	-0.5054	1.4089300626228334
chr10	45792	41715085	HNSC-QK-AA3K-TP	-0.1442	1.8097620220862762
chr10	45792	41715085	LIHC-NI-A4U2-TP	0.0231	2.0322811481002296
chr10	45792	41715085	SARC-DX-A8BO-TP	-0.0581	1.9210565657977317
chr10	45792	41715085	SARC-DX-A48V-TP	0.1611	2.2362787035875473
chr10	45792	41715085	UCEC-NA-A4QX-TP	0.1843	2.2725310399887113
chr10	45792	41717270	PAAD-LB-A9Q5-TP	-0.0286	1.96074238855051
chr10	45792	41762350	BLCA-FD-A43U-TP	0.0731	2.1039493880122513
chr10	45792	41766216	KIRC-BP-4170-TP	-0.0277	1.9619659449105031
chr10	45792	41766336	LGG-DB-A75M-TP	0.3305	2.5148981953215426
chr10	45792	41776663	LIHC-DD-AACE-TP	0.1779	2.26247209764106
chr10	45792	41796253	BLCA-XF-AAN0-TP	0.0972	2.1393907377455017
chr10	45792	41796253	HNSC-CN-A6V6-TP	-0.0812	1.8905421305448114
chr10	45792	41796253	KIRC-BP-4331-TP	0.0184	2.0256711721536833
chr10	45792	41798237	KIRC-BP-4167-TP	0.0041	2.005691890951992
chr10	45792	41798237	KIRC-CJ-4905-TP	-0.0216	1.9702790874257237
chr10	45792	41806669	KIRC-B0-5705-TP	-0.0042	1.9941860306560675
chr10	45792	41806669	UCEC-NF-A4WX-TP	0.6366	3.1093219369149296
chr10	45792	42131500	SARC-RN-A68Q-TP	-0.001	1.998614185980905
chr10	45792	42157337	LGG-HT-7695-TP	0.0376	2.0528098527857375
chr10	45792	42190201	PAAD-PZ-A5RE-TP	0.0467	2.06579915984282
chr10	45792	42195114	CESC-EX-A69L-TP	-0.0295	1.9595195952466593
chr10	45792	42195114	CESC-VS-A8EI-TP	0.0715	2.101617326882411
chr10	45792	42272195	BLCA-FD-A62N-TP	0.0443	2.0623654498425847
chr10	45792	42288046	LGG-E1-5302-TP	0.0957	2.137167524719184
chr10	45792	42324454	HNSC-BA-6872-TP	-0.196	1.7459351822675258
chr10	45792	42368653	LUSC-18-3408-TP	-0.0123	1.9830210609627152
chr10	45792	42431295	LGG-HT-7611-TP	0.1583	2.231942715838007
chr10	45792	42707086	KIRC-B4-5378-TP	-0.0014	1.9980601292778069
chr10	45792	43029180	LGG-S9-A6WI-TP	0.0158	2.0220238302485694
chr10	45792	43157064	BLCA-KQ-A41N-TP	0.0696	2.098851361405292
chr10	45792	43469227	LUSC-43-3920-TP	-0.054	1.926523788040296
chr10	45792	43879451	LGG-FG-6692-TP	-0.7155	1.2179880680208333
chr10	45792	43880187	LGG-CS-4938-NT	0.01	2.0139111001134378
chr10	45792	44308477	KIRC-B0-4810-TP	0.0497	2.07009933786745
chr10	45792	44310606	KIRC-BP-4166-TP	-0.2417	1.6914962749489386
chr10	45792	44753870	LIHC-2Y-A9GT-TP	0.0014	2.0019417540981554
chr10	45792	44813332	CESC-C5-A1BF-NT	0.054	2.0762785410861144
chr10	45792	44829493	KIRC-B8-5545-TP	0.0252	2.035241509032267
chr10	45792	44830033	KIRC-G6-A8L6-TP	0.0055	2.0076391711764385
chr10	45792	44830033	PAAD-3A-A9IB-TP	0.0395	2.0555151425877236
chr10	45792	44830626	BLCA-XF-A9T4-TP	-0.0134	1.981509659225918
chr10	45792	44859572	LIHC-CC-5259-TP	0.1264	2.1831329631894882
chr10	45792	44965666	KIRC-A3-3343-TP	-0.0033	1.995430456754604
chr10	45792	45233172	KIRC-MW-A4EC-TP	0.0232	2.0324220199772114
chr10	45792	45233172	LIHC-K7-A5RG-TP	-0.1625	1.7869509073913026
chr10	45792	45256993	LGG-DB-5280-TP	0.0184	2.0256711721536833
chr10	45792	45564697	LUSC-56-7582-TP	-0.3954	1.5205571068425126
chr10	45792	45569813	LIHC-5C-AAPD-TP	0.1153	2.166400534543426
chr10	45792	45574604	HNSC-CV-6956-TP	0.0512	2.072252782443267
chr10	45792	45574604	KIRC-B0-5119-TP	0.0435	2.061222148624813
chr10	45792	45574604	LUSC-22-5480-TP	0.0124	2.0172641366398074
chr10	45792	45574604	SARC-DX-A48K-TP	-0.4904	1.4236554197759286
chr10	45792	45577424	LIHC-DD-A119-TP	-0.0797	1.8925087886765748
chr10	45792	45577437	KIRC-DV-A4VZ-TP	0.0076	2.010563636904782
chr10	45792	45712353	KIRC-BP-4983-TP	-0.0752	1.8984210466189573
chr10	45792	45798061	CESC-MU-A5YI-TP	0.0611	2.086521808718343
chr10	45792	45798061	KIRC-BP-4335-TP	-0.0176	1.9757494410191951
chr10	45792	45798061	KIRC-BP-5190-TP	0.0265	2.037076274041413
chr10	45792	45798061	KIRC-B0-5120-TP	0.0301	2.0421657986552337
chr10	45792	45798061	PAAD-FB-A4P5-TP	0.0029	2.0040242969658353
chr10	45792	45817039	SARC-3B-A9HO-TP	0.0413	2.058081337276612
chr10	45792	46077320	LIHC-2Y-A9GU-TP	-0.0119	1.9835709473725944
chr10	45792	46088693	LIHC-ZP-A9CZ-TP	0.0385	2.0540908617371936
chr10	45792	46092447	LGG-DH-A66F-TP	0.0532	2.0751275269510403
chr10	45792	46097207	UCEC-NF-A4WU-TP	0.0996	2.142952690051854
chr10	45792	46099040	HNSC-H7-A6C5-TP	0.1129	2.162799607926463
chr10	45792	46102743	LUSC-85-A4PA-TP	0.0109	2.0151678351895974
