chrom	lend	rend	sample_name	CN	copy_number
chr2	12784	43294028	SARC-DX-A3M2-TP	-0.1786	1.7671199847418113
chr2	12784	43932953	LIHC-ED-A7PX-TP	0.163	2.239225777308479
chr2	12784	44144582	SARC-IS-A3K6-TP	0.0768	2.1093521955608616
chr2	12784	46261047	LGG-DB-A4XC-TP	0.0094	2.0130737121748687
chr2	12784	46262656	KIRC-A3-3316-TP	0.0372	2.0522407719360665
chr2	12784	46262656	PAAD-IB-7649-TP	-0.0597	1.918927226864558
chr2	12784	46262993	LGG-TM-A84J-TP	0.0545	2.0769982491032115
chr2	12784	46398991	LIHC-DD-AAEI-TP	-0.0109	1.984946330598642
chr2	12784	47119429	LIHC-DD-AACZ-TP	-0.1897	1.7535760506103208
chr2	12784	48914699	LIHC-DD-AAVZ-TP	0.0587	2.0830536541466995
chr2	12784	48992184	LGG-DU-7299-TP	0.0276	2.038630059360722
chr2	12784	49391966	BLCA-KQ-A41Q-TP	0.0881	2.1259387024519207
chr2	12784	49418363	CESC-DS-A0VN-TP	-0.1003	1.8656779859034127
chr2	12784	50275764	LIHC-DD-AADB-TP	0.0241	2.0336903063687615
chr2	12784	50636075	KIRC-CJ-4869-TP	0.0353	2.0495397915752265
chr2	12784	50710995	LIHC-ED-A627-TP	0.0083	2.0115394051698767
chr2	12784	51567189	LIHC-DD-AADR-TP	0.5027	2.833725475098885
chr2	12784	52312430	LGG-HT-8558-TP	-0.0092	1.98728667111766
chr2	12784	52417404	KIRC-B0-4697-TP	0.0171	2.0238466795541354
chr2	12784	52417404	KIRC-CW-5588-TP	0.0726	2.1032203410605876
chr2	12784	52425224	KIRC-B0-4844-TP	0.0686	2.0973970525849763
chr2	12784	52510045	BLCA-GC-A3OO-TP	-0.0981	1.8685251729820185
chr2	12784	52511902	CESC-EK-A2RJ-TP	0.2972	2.457514621144151
chr2	12784	52514599	BLCA-CF-A3MH-TP	0.0636	2.0901406100374276
chr2	12784	52514599	KIRC-A3-3357-TP	0.0173	2.0241272637262626
chr2	12784	52514599	KIRC-B4-5836-TP	0.0411	2.0577960463966667
chr2	12784	52514599	KIRC-B0-4838-TP	-0.0384	1.9474685093036133
chr2	12784	52514599	LGG-QH-A65X-TP	0.0143	2.0199225826178204
chr2	12784	52514599	LGG-HT-8106-TP	0.0372	2.0522407719360665
chr2	12784	52514599	LGG-CS-6665-TP	-0.067	1.9092420282794338
chr2	12784	52514599	LGG-P5-A735-TP	0.0171	2.0238466795541354
chr2	12784	52514599	LIHC-DD-AAE7-TP	0.0027	2.0037464994634924
chr2	12784	52514599	LUSC-85-6175-TP	0.0595	2.0842090646787756
chr2	12784	52514599	LUSC-66-2763-TP	0.2799	2.428221451471441
chr2	12784	52514599	PAAD-FB-AAPY-TP	0.025	2.0349593842053726
chr2	12784	52514599	SARC-DX-A6B9-TP	-0.6905	1.2392781244345832
chr2	12784	52514599	SARC-QQ-A8VB-TP	0.1743	2.256833521460512
chr2	12784	52516787	HNSC-CQ-5325-TP	0.0005	2.0006932673076907
chr2	12784	52516787	LGG-DU-5870-TP	0.0345	2.048403600441032
chr2	12784	52527330	BLCA-FD-A62N-TP	0.0282	2.039478078095748
chr2	12784	52527330	BLCA-XF-AAMH-TP	-0.0819999999999999	1.8894940819944124
chr2	12784	52527330	HNSC-BB-A6UO-TP	0.0217	2.0303099667509974
chr2	12784	52527330	HNSC-D6-A6EQ-TP	0.0522	2.073689656541911
chr2	12784	52527330	KIRC-CW-5581-TP	0.0067	2.0093097731812617
chr2	12784	52527330	KIRC-B0-5104-TP	0.0106	2.0147488363842885
chr2	12784	52527330	KIRC-CJ-4643-TP	0.0408	2.057368184225609
chr2	12784	52527330	LGG-S9-A7R2-TP	0.0251	2.0351004417299694
chr2	12784	52527330	LGG-E1-A7YV-TP	0.3112	2.481478577563134
chr2	12784	52527330	LGG-DU-A5TR-TP	-0.0015	1.997921639103046
chr2	12784	52527330	LIHC-DD-AACE-TP	-0.3182	1.6041399362751725
chr2	12784	52527330	LIHC-DD-AADI-TP	-0.0783	1.894346182024679
chr2	12784	52527330	LIHC-DD-AAE9-TP	-0.128	1.8301983362558567
chr2	12784	52527330	LIHC-DD-AAVX-TP	-0.044	1.9399238206834697
chr2	12784	52527330	LIHC-RC-A6M5-TP	-0.0709	1.9040877937296212
chr2	12784	52527330	PAAD-US-A77J-TP	0.003	2.0041632101592657
chr2	12784	52527330	PAAD-XD-AAUG-TP	0.0147	2.020482701720464
chr2	12784	52527330	PAAD-RB-A7B8-TP	-0.0413	1.9435577824601733
chr2	12784	52527330	SARC-DX-A6BK-TP	0.0346	2.048545589879984
chr2	12784	52527330	SARC-WK-A8XY-TP	-0.6136	1.307127616385516
chr2	12784	52527330	UCEC-QN-A5NN-TP	0.0136	2.0189427477962902
chr2	12784	52527342	KIRC-AK-3453-TP	-0.2404	1.6930211545097198
chr2	12784	52527342	LUSC-60-2720-TP	0.094	2.13465067607992
chr2	12784	52527342	SARC-QQ-A5VA-TP	-0.0699	1.9054080643334461
chr2	12784	52527423	HNSC-CV-A6JE-TP	-0.0458	1.9375049550558974
chr2	12784	52527423	KIRC-BP-4994-TP	-0.2365	1.6976040462003623
chr2	12784	52527423	KIRC-CJ-4904-TP	0.0289	2.0404678791393125
chr2	12784	52527423	KIRC-CZ-5454-TP	-0.0246	1.9661862641108463
chr2	12784	52527423	LGG-DU-8164-TP	0.0492	2.069382020416511
chr2	12784	52527423	LGG-TM-A84O-TP	0.0289	2.0404678791393125
chr2	12784	52527423	LIHC-DD-A4NV-TP	-0.1316	1.82563708100093
chr2	12784	52527590	KIRC-A3-3382-TP	0.2885	2.442739467639941
chr2	12784	52527727	PAAD-FB-A78T-TP	0.027	2.0377823932334453
chr2	12784	52527727	SARC-QQ-A5VD-TP	-0.002	1.9972293322020578
chr2	12784	52527743	CESC-EA-A5ZD-TP	-0.0482	1.9342844918719606
chr2	12784	52527743	HNSC-CQ-A4CE-TP	-0.0583	1.9207902692679713
chr2	12784	52527743	KIRC-BP-4776-TP	0.0133	2.018522964101581
chr2	12784	52527743	LGG-CS-4944-TP	0.0418	2.058794737530463
chr2	12784	52527743	LGG-DU-7294-TP	0.0763	2.108621276463225
chr2	12784	52527743	LIHC-2Y-A9H2-TP	0.2258	2.338851072023431
chr2	12784	52531615	LIHC-DD-AAVQ-TP	0.0843	2.1203464346009198
chr2	12784	52531630	LIHC-LG-A6GG-TP	0.2655	2.404105154042581
chr2	12784	52537675	LIHC-DD-AAW1-TP	-0.0329	1.95490703195526
chr2	12784	52537675	SARC-DX-AB35-TP	-0.4134	1.5017035085945487
chr2	12784	53736793	PAAD-FZ-5923-TP	0.0148	2.020622755763118
chr2	12784	57187976	LIHC-DD-AACC-TP	0.0082	2.011399980715288
chr2	12784	63582612	KIRC-B2-4098-TP	0.0004	2.000554594624035
chr2	12784	69478790	LIHC-DD-A4NI-TP	0.0338	2.047409949895446
chr2	12784	70708468	KIRC-BP-4345-TP	-0.0041	1.9943242618892076
chr2	12784	75640282	LGG-TQ-A7RP-TP	0.0086	2.0119577365233328
chr2	12784	78003396	HNSC-CN-4735-TP	0.1074	2.1545700432404926
chr2	12784	86704145	LIHC-BC-A10W-TP	-0.0408	1.944231484995767
chr2	12784	86710564	BLCA-BT-A3PK-TP	0.0741	2.1054082401398033
chr2	12784	86710564	HNSC-CV-7183-TP	0.0053	2.0073608725808563
chr2	12784	87070602	LGG-S9-A6U5-TP	0.0384	2.0539484879426073
chr2	12784	87221597	LIHC-FV-A3I0-TP	0.1284	2.1861615268612757
chr2	12784	87286164	KIRC-CZ-5464-TP	-0.0824	1.8889702756145033
chr2	12784	87476397	KIRC-A3-A8OW-TP	0.0059	2.008195884122107
chr2	12784	87521665	PAAD-IB-AAUT-TP	0.0013	2.0018029948789895
chr2	12784	88331751	HNSC-BB-A5HU-TP	-0.0198	1.9727388697085315
chr2	12784	88878450	KIRC-CZ-5982-TP	0.063	2.089271525728463
chr2	12784	88957049	LIHC-DD-AAW3-TP	-0.0175	1.975886394281032
chr2	12784	89305244	LGG-CS-6186-TP	-0.0605	1.917863442637831
chr2	12784	89305244	PAAD-HZ-7289-TP	-0.1599	1.790174222977108
chr2	12784	89936810	KIRC-B0-4712-TP	0.0792	2.1128641355657085
chr2	12784	89984682	HNSC-CR-7397-TP	-0.052	1.9291963691682765
