chrom	lend	rend	gene	strand
chr22	28687743	28742422	CHEK2	-
chr22	28742031	28757515	HSCB	+
chr22	28772674	28789301	CCDC117	+
chr22	28784360	28809287	CTA-292E10.9	+
chr22	28794555	28800597	XBP1	-
chr22	28798628	28798725	Z93930.1	-
chr22	28800683	28848559	CTA-292E10.6	+
chr22	28814914	28815662	CTA-292E10.8	+
chr22	28835893	28836137	CTA-292E10.7	-
chr22	28883592	29057487	ZNRF3	+
chr22	28930201	29197572	chr22-38_28785274-29006793.1	+
chr22	28992721	29018620	ZNRF3-IT1	+
chr22	29024999	29031476	ZNRF3-AS1	-
chr22	29058672	29061844	C22orf31	-
chr22	29073078	29168333	KREMEN1	+
chr22	29099041	29111683	CTA-747E2.10	-
chr22	29126261	29126404	Z95116.1	-
chr22	29134014	29134120	RNU6-810P	+
chr22	29191697	29191808	RNU6-1219P	-
chr22	29205851	29259597	EMID1	+
chr22	29259852	29268209	RHBDD3	-
chr22	29260889	29262037	CTA-984G1.5	+
chr22	29268009	29300525	EWSR1	+
chr22	29306582	29312785	GAS2L1	+
chr22	29312933	29319679	RASL10A	-
chr22	29316744	29317220	AC002059.10	-
chr22	29327680	29423179	AP1B1	-
chr22	29333158	29333267	MIR3653	-
chr22	29333163	29333258	SNORD125	-
chr22	29419155	29423193	AC000041.8	-
chr22	29432944	29435005	RFPL4AP6	+
chr22	29436534	29478175	RFPL1S	-
chr22	29437583	29437733	AC000041.10	+
chr22	29438583	29442455	RFPL1	+
chr22	29480230	29491390	NEFH	+
chr22	29505879	29555216	THOC5	-
chr22	29513889	29535390	CTA-256D12.11	-
chr22	29554808	29581337	NIPSNAP1	-
chr22	29603556	29698598	NF2	+
chr22	29608900	29609501	RPEP4	+
chr22	29705256	29719859	RP1-76B20.11	-
chr22	29711820	29719714	RP1-76B20.12	-
chr22	29720084	29731839	CABP7	+
chr22	29730956	29767011	ZMAT5	-
chr22	29758758	29758859	Y_RNA	+
chr22	29767369	29770413	UQCR10	+
chr22	29788608	29838304	ASCC2	-
