chrom	lend	rend	gene	strand
chr6	87151159	87155285	RP11-393I2.4	-
chr6	87152833	87264196	ZNF292	+
chr6	87173368	87174303	RP11-393I2.2	-
chr6	87282978	87329278	GJB7	-
chr6	87298772	87300447	HSPD1P10	+
chr6	87322583	87399749	SMIM8	+
chr6	87344849	87365463	C6orf163	+
chr6	87356831	87358605	RP1-102H19.7	+
chr6	87407983	87464465	C6orf165	+
chr6	87425795	87426088	RP3-382I10.2	-
chr6	87441165	87442146	RP3-382I10.3	-
chr6	87444395	87445175	ST13P16	-
chr6	87470623	87512336	SLC35A1	+
chr6	87488445	87488552	RNU6-444P	+
chr6	87514378	87590003	RARS2	-
chr6	87590067	87667453	ORC3	+
chr6	87675072	87702209	AKIRIN2	-
chr6	87720915	87721018	snoU13	+
chr6	87826173	87826285	Y_RNA	-
chr6	87845650	87845947	RN7SL183P	+
chr6	87847542	87847638	AL138919.1	+
chr6	87891424	87891869	RP11-453D21.1	+
chr6	88047789	88066832	SPACA1	+
chr6	88139864	88166359	CNR1	-
chr6	88172261	88175762	RP4-570O12.3	+
chr6	88265158	88265511	RP4-570O12.2	+
chr6	88275882	88276989	ACTBP8	-
chr6	88276125	88276208	AL139042.1	-
chr6	88298950	88421033	RP11-459O1.2	-
chr6	88610272	88963721	RNGTT	-
chr6	88714242	88714430	SNORA73	-
chr6	88964527	88966587	RP1-72A23.4	+
chr6	89001548	89001814	RP1-72A23.3	+
chr6	89059628	89060109	RP1-72A23.1	+
chr6	89063500	89063690	RNU2-61P	-
chr6	89080164	89080667	RP11-63L7.5	-
chr6	89080751	89085160	PNRC1	+
chr6	89090946	89091242	RN7SL336P	+
chr6	89095959	89118081	SRSF12	-
chr6	89146050	89165565	PM20D2	+
chr6	89176543	89176677	AL353135.1	-
chr6	89177501	89231278	GABRR1	-
