chrom	lend	rend	gene	strand
chr6	29722775	29738528	HLA-F	+
chr6	29722981	29723971	HCG4P11	-
chr6	29726669	29727139	RPL23AP1	-
chr6	29735028	29748993	HLA-F-AS1	-
chr6	29741731	29748969	MICE	-
chr6	29748289	29748513	HCG9P5	+
chr6	29750371	29750472	Y_RNA	+
chr6	29750729	29751148	IFITM4P	-
chr6	29751965	29752207	XXbac-BPG170G13.32	-
chr6	29763258	29763392	XXbac-BPG170G13.31	-
chr6	29790954	29797811	HLA-V	+
chr6	29791753	29792750	HCG4	-
chr6	29800415	29802425	HLA-P	+
chr6	29803195	29803991	RPL7AP7	-
chr6	29812565	29812696	MICG	-
chr6	29826967	29831125	HLA-G	+
chr6	29827385	29828364	HCG4P8	-
chr6	29852363	29852491	MICF	-
chr6	29871895	29873783	HCP5B	-
chr6	29887294	29888268	HCG4P7	-
chr6	29887752	29890482	HLA-H	+
chr6	29896654	29897786	HLA-T	+
chr6	29906543	29906909	DDX39BP1	+
chr6	29907783	29908645	MCCD1P1	-
chr6	29925983	29926973	HCG4B	-
chr6	29926459	29929232	HLA-K	+
chr6	29934101	29934286	HLA-U	+
chr6	29941260	29945884	HLA-A	+
chr6	29942075	29943067	HCG4P5	-
chr6	29956596	29958570	HLA-W	+
chr6	29970801	29972464	MICD	-
chr6	29975112	29978410	HCG9	+
chr6	29993209	29993605	DDX39BP2	+
chr6	29994437	29995314	MCCD1P2	-
chr6	30001011	30061640	ZNRD1-AS1	-
chr6	30006121	30007116	HCG4P3	-
chr6	30006583	30009956	HLA-J	+
chr6	30031713	30033003	ETF1P1	+
chr6	30035916	30035983	ZNRD1-AS1_1	+
chr6	30058115	30058190	ZNRD1-AS1_2	+
chr6	30058899	30064909	ZNRD1	+
chr6	30061080	30061183	ZNRD1-AS1_3	+
chr6	30066709	30070333	PPP1R11	+
chr6	30070266	30075887	RNF39	-
chr6	30088821	30088953	AL669914.1	-
chr6	30102897	30113106	TRIM31	-
chr6	30105240	30114724	TRIM31-AS1	+
