chrom	lend	rend	strand	virus	virus_brkpt	virus_strand	read_support	sample_name	insertion_name
chr11	120306225	120306226	+	NC_003977_3182nt_Hepatitis_B_virus	1807	-	10	LIHC-BC-A10W-NT	chr11~120306225~+~NC_003977_3182nt_Hepatitis_B_virus~1807~-
chr11	120495386	120495387	+	HPV16	3682	+	14	CESC-JX-A5QV-TP	chr11~120495386~+~HPV16~3682~+
chr11	120795593	120795594	+	HPV16	5638	+	11	CESC-JX-A5QV-TP	chr11~120795593~+~HPV16~5638~+
chr11	120804742	120804743	+	HPV16	1191	+	20	CESC-JX-A5QV-TP	HPV16~1191~+~chr11~120804742~+
chr11	120815377	120815378	+	HPV16	881	+	173	CESC-JX-A5QV-TP	HPV16~881~+~chr11~120815377~+
chr11	120815377	120815378	+	HPV16	227	+	13	CESC-JX-A5QV-TP	HPV16~227~+~chr11~120815377~+
chr11	120815476	120815477	+	HPV16	3357	+	64	CESC-JX-A5QV-TP	chr11~120815476~+~HPV16~3357~+
chr11	120819754	120819755	+	HPV16	881	+	167	CESC-JX-A5QV-TP	HPV16~881~+~chr11~120819754~+
chr11	120819921	120819922	+	HPV16	3357	+	665	CESC-JX-A5QV-TP	chr11~120819921~+~HPV16~3357~+
chr11	120819921	120819922	+	HPV16	2708	+	32	CESC-JX-A5QV-TP	chr11~120819921~+~HPV16~2708~+
chr11	120827433	120827434	+	HPV16	3355	+	10	CESC-JX-A5QV-TP	chr11~120827433~+~HPV16~3355~+
chr11	120827433	120827434	+	HPV16	1191	+	46	CESC-JX-A5QV-TP	chr11~120827433~+~HPV16~1191~+
