sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
LIHC-CC-A9FS-TP	chr17~83247401~+~NC_003977_3182nt_Hepatitis_B_virus~1823~-	chr17	83247401	NC_003977_3182nt_Hepatitis_B_virus	1823	10	chr17:82279733	3	FN3KRP;RP11-388C12.5;FN3K;RP11-388C12.8;AC068014.1;AC068014.2;RP11-567O16.1;ZNF750;TBCD;RP11-497H17.1;RP11-1197K16.2;B3GNTL1;METRNL;AC144831.3;AC144831.1;AC139099.7;AC139099.4;AC139099.6;AC139099.5;FLJ43681	
LIHC-DD-A11A-TP	chr17~83247314~+~NC_003977_3182nt_Hepatitis_B_virus~485~-	chr17	83247314	NC_003977_3182nt_Hepatitis_B_virus	485	16	chr17:82279733	3	FN3KRP;RP11-388C12.5;FN3K;RP11-388C12.8;AC068014.1;AC068014.2;RP11-567O16.1;ZNF750;TBCD;RP11-497H17.1;RP11-1197K16.2;B3GNTL1;METRNL;AC144831.3;AC144831.1;AC139099.7;AC139099.4;AC139099.6;AC139099.5;FLJ43681	
LIHC-G3-AAV0-TP	NC_003977_3182nt_Hepatitis_B_virus~461~+~chr17~82321333~+	chr17	82321333	NC_003977_3182nt_Hepatitis_B_virus	461	15	chr17:82279733	3	RAC3;RP11-1182P23.5;DCXR;RP13-650J16.1;RFNG;GPS1;DUS1L;FASN;RP11-1376P16.2;CCDC57;RP11-1376P16.1;RP13-516M14.2;MIR6787;SLC16A3;RP13-516M14.10;RP13-516M14.8;CSNK1D;RP13-516M14.4;RP13-516M14.1;CD7;SECTM1	TEX19;RP13-20L14.2;UTS2R;RP13-20L14.1;RP13-20L14.4;OGFOD3;Y_RNA;HEXDC-IT1;HEXDC;C17orf62;RP13-20L14.6;RP13-20L14.10;NARF;RP13-991F5.2;NARF-IT1;RP13-638C3.6;RP13-638C3.2;FOXK2;RP13-638C3.3;RP13-638C3.4
LIHC-G3-AAV0-TP	chr17~82291564~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	chr17	82291564	NC_003977_3182nt_Hepatitis_B_virus	461	35	chr17:82279733	3	STRA13;AC137723.1;LRRC45;RAC3;RP11-1182P23.5;DCXR;RP13-650J16.1;RFNG;GPS1;DUS1L;FASN;RP11-1376P16.2;CCDC57;RP11-1376P16.1;RP13-516M14.2;MIR6787;SLC16A3;RP13-516M14.10;RP13-516M14.8;CSNK1D;RP13-516M14.4	RP13-516M14.1;CD7;SECTM1;TEX19;RP13-20L14.2;UTS2R;RP13-20L14.1;RP13-20L14.4;OGFOD3;Y_RNA;HEXDC-IT1;HEXDC;C17orf62;RP13-20L14.6;RP13-20L14.10;NARF;RP13-991F5.2;NARF-IT1;RP13-638C3.6;RP13-638C3.2
LIHC-G3-AAV0-TP	chr17~82285862~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	chr17	82285862	NC_003977_3182nt_Hepatitis_B_virus	461	13	chr17:82279733	3	STRA13;AC137723.1;LRRC45;RAC3;RP11-1182P23.5;DCXR;RP13-650J16.1;RFNG;GPS1;DUS1L;FASN;RP11-1376P16.2;CCDC57;RP11-1376P16.1;RP13-516M14.2;MIR6787;SLC16A3;RP13-516M14.10;RP13-516M14.8;CSNK1D	RP13-516M14.4;RP13-516M14.1;CD7;SECTM1;TEX19;RP13-20L14.2;UTS2R;RP13-20L14.1;RP13-20L14.4;OGFOD3;Y_RNA;HEXDC-IT1;HEXDC;C17orf62;RP13-20L14.6;RP13-20L14.10;NARF;RP13-991F5.2;NARF-IT1;RP13-638C3.6
LIHC-G3-AAV0-TP	NC_003977_3182nt_Hepatitis_B_virus~746~+~chr17~82298821~+	chr17	82298821	NC_003977_3182nt_Hepatitis_B_virus	746	20	chr17:82279733	3	LRRC45;RAC3;RP11-1182P23.5;DCXR;RP13-650J16.1;RFNG;GPS1;DUS1L;FASN;RP11-1376P16.2;CCDC57;RP11-1376P16.1;RP13-516M14.2;MIR6787;SLC16A3;RP13-516M14.10;RP13-516M14.8;CSNK1D;RP13-516M14.4;RP13-516M14.1	CD7;SECTM1;TEX19;RP13-20L14.2;UTS2R;RP13-20L14.1;RP13-20L14.4;OGFOD3;Y_RNA;HEXDC-IT1;HEXDC;C17orf62;RP13-20L14.6;RP13-20L14.10;NARF;RP13-991F5.2;NARF-IT1;RP13-638C3.6;RP13-638C3.2;FOXK2
HNSC-HD-7754-TP	HPV16~3357~-~chr17~81869541~+	chr17	81869541	HPV16	3357	259	chr17:82279733	3	TSPAN10;PDE6G;OXLD1;CCDC137;AC139530.1;ARL16;HGS;MIR6786;RP13-1032I1.11;RP13-1032I1.7;MRPL12;SLC25A10;Metazoa_SRP;GCGR;FAM195B;PPP1R27;RP11-498C9.2;P4HB;RP11-498C9.4;RP11-498C9.3;ARHGDIA	RP11-498C9.16;RP11-498C9.15;ALYREF;ANAPC11;NPB;PCYT2;SIRT7;MAFG;RP11-498C9.12;MAFG-AS1;RP11-498C9.13;PYCR1;MYADML2;AC137723.5;NOTUM;RP11-498C9.17;ASPSCR1;STRA13;AC137723.1;LRRC45
CESC-JX-A5QV-TP	HPV16~7128~-~chr17~81827043~+	chr17	81827043	HPV16	7128	117	chr17:82279733	3	ACTG1;RP13-766D20.2;FSCN2;C17orf70;Y_RNA;NPLOC4;TSPAN10;PDE6G;OXLD1;CCDC137;AC139530.1;ARL16;HGS;MIR6786;RP13-1032I1.11;RP13-1032I1.7;MRPL12;SLC25A10;Metazoa_SRP;GCGR;FAM195B	PPP1R27;RP11-498C9.2;P4HB;RP11-498C9.4;RP11-498C9.3;ARHGDIA;RP11-498C9.16;RP11-498C9.15;ALYREF;ANAPC11;NPB;PCYT2;SIRT7;MAFG;RP11-498C9.12;MAFG-AS1;RP11-498C9.13;PYCR1;MYADML2;AC137723.5
LIHC-G3-AAV0-TP	chr17~82279733~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	chr17	82279733	NC_003977_3182nt_Hepatitis_B_virus	461	24	chr17:82279733	3	STRA13;AC137723.1;LRRC45;RAC3;RP11-1182P23.5;DCXR;RP13-650J16.1;RFNG;GPS1;DUS1L;FASN;RP11-1376P16.2;CCDC57;RP11-1376P16.1;RP13-516M14.2;MIR6787;SLC16A3;RP13-516M14.10;RP13-516M14.8;CSNK1D	RP13-516M14.4;RP13-516M14.1;CD7;SECTM1;TEX19;RP13-20L14.2;UTS2R;RP13-20L14.1;RP13-20L14.4;OGFOD3;Y_RNA;HEXDC-IT1;HEXDC;C17orf62;RP13-20L14.6;RP13-20L14.10;NARF;RP13-991F5.2;NARF-IT1;RP13-638C3.6
HNSC-HD-7754-TP	HPV16~2708~-~chr17~81869541~+	chr17	81869541	HPV16	2708	39	chr17:82279733	3	TSPAN10;PDE6G;OXLD1;CCDC137;AC139530.1;ARL16;HGS;MIR6786;RP13-1032I1.11;RP13-1032I1.7;MRPL12;SLC25A10;Metazoa_SRP;GCGR;FAM195B;PPP1R27;RP11-498C9.2;P4HB;RP11-498C9.4;RP11-498C9.3;ARHGDIA	RP11-498C9.16;RP11-498C9.15;ALYREF;ANAPC11;NPB;PCYT2;SIRT7;MAFG;RP11-498C9.12;MAFG-AS1;RP11-498C9.13;PYCR1;MYADML2;AC137723.5;NOTUM;RP11-498C9.17;ASPSCR1;STRA13;AC137723.1;LRRC45
