multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV39|0,reads_R-HPV39,HPV39,left,10,2861,chr20,16912892,16912927,-,43,13
reads_R-HPV39|1,reads_R-HPV39,HPV39,right,10,4528,chr9,114895592,114895627,+,43,13
reads_R-HPV39|2,reads_R-HPV39,HPV39,left,10,5003,chr15,28875946,28875981,-,43,13
reads_R-HPV39|3,reads_R-HPV39,HPV39,right,10,5193,chrX,107222537,107222502,-,43,13
reads_R-HPV39|4,reads_R-HPV39,HPV39,right,10,6504,chr8,116942529,116942494,-,43,13
reads_R-HPV39|5,reads_R-HPV39,HPV39,right,10,4430,chr6,104010516,104010482,-,42,12
reads_R-HPV39|6,reads_R-HPV39,HPV39,right,10,5680,chr21,22457510,22457545,+,40,12
reads_R-HPV39|7,reads_R-HPV39,HPV39,left,10,5836,chr19,412878,412912,-,43,12
reads_R-HPV39|8,reads_R-HPV39,HPV39,left,10,5836,chr19,413213,413248,-,42,12
reads_R-HPV39|9,reads_R-HPV39,HPV39,right,10,7455,chr8,17364508,17364474,-,43,12
reads_R-HPV39|10,reads_R-HPV39,HPV39,right,10,1804,chr18,73301227,73301261,+,43,11
reads_R-HPV39|11,reads_R-HPV39,HPV39,left,10,4159,chr18,69589470,69589504,-,43,11
reads_R-HPV39|12,reads_R-HPV39,HPV39,right,10,5357,chr16,21023723,21023757,+,43,11
reads_R-HPV39|13,reads_R-HPV39,HPV39,right,10,7690,chr12,94586761,94586795,+,43,11
reads_R-HPV39|14,reads_R-HPV39,HPV39,left,10,5439,chr5,110648969,110648934,+,43,10
reads_R-HPV39|15,reads_R-HPV39,HPV39,right,10,5551,chr8,75041044,75041012,-,39,10
reads_R-HPV39|16,reads_R-HPV39,HPV39,right,10,1273,chr3,125199237,125199269,+,43,9
reads_R-HPV39|17,reads_R-HPV39,HPV39,right,10,1307,chr18,58814292,58814258,-,43,9
reads_R-HPV39|18,reads_R-HPV39,HPV39,right,10,1346,chr15,68506694,68506728,+,43,9
reads_R-HPV39|19,reads_R-HPV39,HPV39,left,10,1692,chr16,83830497,83830531,-,43,9
reads_R-HPV39|20,reads_R-HPV39,HPV39,left,10,2348,chr19,34907864,34907898,-,43,9
reads_R-HPV39|21,reads_R-HPV39,HPV39,left,10,4661,chr17,14718070,14718103,-,42,9
reads_R-HPV39|22,reads_R-HPV39,HPV39,left,10,5390,chr5,162319231,162319198,+,42,9
reads_R-HPV39|23,reads_R-HPV39,HPV39,left,10,5808,chr15,65881080,65881114,-,43,9
reads_R-HPV39|24,reads_R-HPV39,HPV39,left,10,5984,chr7,79349574,79349606,-,43,7
reads_R-HPV39|25,reads_R-HPV39,HPV39,left,10,6142,chr21,40755645,40755608,+,43,7
reads_R-HPV39|26,reads_R-HPV39,HPV39,right,10,7020,chr4,47981003,47980971,-,43,7
reads_R-HPV39|27,reads_R-HPV39,HPV39,left,10,431,chr8,128172157,128172122,+,39,6
reads_R-HPV39|28,reads_R-HPV39,HPV39,right,10,1083,chr12,69414400,69414368,-,37,6
reads_R-HPV39|29,reads_R-HPV39,HPV39,right,10,2237,chr3,173390943,173390912,-,37,6
reads_R-HPV39|30,reads_R-HPV39,HPV39,left,10,2995,chr11,56740971,56740940,+,37,6
reads_R-HPV39|31,reads_R-HPV39,HPV39,right,10,5947,chr8,94254282,94254250,-,37,6
reads_R-HPV39|32,reads_R-HPV39,HPV39,left,10,815,chr2,95199261,95199227,+,41,5
reads_R-HPV39|33,reads_R-HPV39,HPV39,left,10,991,chrY,7864283,7864251,+,43,5
reads_R-HPV39|34,reads_R-HPV39,HPV39,left,10,3118,chr11,25568717,25568746,-,37,5
reads_R-HPV39|35,reads_R-HPV39,HPV39,right,10,5551,chr13,39805436,39805401,-,37,5
reads_R-HPV39|36,reads_R-HPV39,HPV39,right,10,2648,chr6,79664104,79664139,+,41,4
reads_R-HPV39|37,reads_R-HPV39,HPV39,right,10,3486,chr1,189080875,189080908,+,37,4
reads_R-HPV39|38,reads_R-HPV39,HPV39,right,10,3702,chr5,98942707,98942740,+,37,4
reads_R-HPV39|39,reads_R-HPV39,HPV39,left,10,2572,chr7,155450458,155450422,+,42,3
reads_R-HPV39|40,reads_R-HPV39,HPV39,right,10,3028,chr9,126066909,126066947,+,43,3
reads_R-HPV39|41,reads_R-HPV39,HPV39,left,10,2500,chr16,79616491,79616454,+,37,2
reads_R-HPV39|42,reads_R-HPV39,HPV39,right,10,3027,chr9,126066908,126066936,+,32,2
reads_R-HPV39|43,reads_R-HPV39,HPV39,left,10,5390,chr8,118751512,118751474,+,37,2
reads_R-HPV39|44,reads_R-HPV39,HPV39,right,4,3530,chr1,146567157,146567192,+,42,14
reads_R-HPV39|45,reads_R-HPV39,HPV39,right,4,3530,chr16,71144007,71143972,-,42,14
reads_R-HPV39|46,reads_R-HPV39,HPV39,right,4,5252,chr9,5105053,5105088,+,42,14
reads_R-HPV39|47,reads_R-HPV39,HPV39,right,4,5252,chr9,15580925,15580960,+,41,14
reads_R-HPV39|48,reads_R-HPV39,HPV39,right,4,5252,chr8,89428820,89428854,+,41,14
reads_R-HPV39|49,reads_R-HPV39,HPV39,right,4,5252,chr6,84991772,84991806,+,41,14
reads_R-HPV39|50,reads_R-HPV39,HPV39,right,4,5252,chr5,68624575,68624610,+,41,14
reads_R-HPV39|51,reads_R-HPV39,HPV39,right,4,5252,chr3,41374781,41374816,+,41,14
reads_R-HPV39|52,reads_R-HPV39,HPV39,right,4,5252,chr22,39216966,39217000,+,41,14
reads_R-HPV39|53,reads_R-HPV39,HPV39,right,4,5252,chr21,17382142,17382176,+,42,14
reads_R-HPV39|54,reads_R-HPV39,HPV39,right,4,5252,chr2,102648488,102648522,+,41,14
reads_R-HPV39|55,reads_R-HPV39,HPV39,right,4,5252,chr17,31180740,31180774,+,42,14
reads_R-HPV39|56,reads_R-HPV39,HPV39,right,4,5252,chr15,58367053,58367088,+,41,14
reads_R-HPV39|57,reads_R-HPV39,HPV39,right,4,5252,chr14,87930466,87930500,+,42,14
reads_R-HPV39|58,reads_R-HPV39,HPV39,right,4,5252,chr13,76346729,76346764,+,42,14
reads_R-HPV39|59,reads_R-HPV39,HPV39,right,4,5252,chr13,57234064,57234098,+,41,14
reads_R-HPV39|60,reads_R-HPV39,HPV39,right,4,5252,chr12,43274635,43274670,+,41,14
reads_R-HPV39|61,reads_R-HPV39,HPV39,right,4,5252,chr12,98381687,98381722,+,42,14
reads_R-HPV39|62,reads_R-HPV39,HPV39,right,4,5252,chr11,108777688,108777722,+,43,14
reads_R-HPV39|63,reads_R-HPV39,HPV39,right,4,5252,chr11,86545313,86545348,+,41,14
reads_R-HPV39|64,reads_R-HPV39,HPV39,right,4,5252,chr10,53912438,53912472,+,43,14
reads_R-HPV39|65,reads_R-HPV39,HPV39,right,4,5252,chr10,100458586,100458620,+,42,14
reads_R-HPV39|66,reads_R-HPV39,HPV39,right,4,5252,chrY,11225338,11225304,-,42,14
reads_R-HPV39|67,reads_R-HPV39,HPV39,right,4,5252,chrX,22001455,22001420,-,42,14
reads_R-HPV39|68,reads_R-HPV39,HPV39,right,4,5252,chrX,55666438,55666404,-,41,14
reads_R-HPV39|69,reads_R-HPV39,HPV39,right,4,5252,chrX,65852702,65852668,-,41,14
reads_R-HPV39|70,reads_R-HPV39,HPV39,right,4,5252,chr9,84532154,84532120,-,42,14
reads_R-HPV39|71,reads_R-HPV39,HPV39,right,4,5252,chr8,54689330,54689296,-,42,14
reads_R-HPV39|72,reads_R-HPV39,HPV39,right,4,5252,chr7,33162847,33162812,-,42,14
reads_R-HPV39|73,reads_R-HPV39,HPV39,right,4,5252,chr6,68215271,68215236,-,41,14
reads_R-HPV39|74,reads_R-HPV39,HPV39,right,4,5252,chr5,34134939,34134904,-,42,14
reads_R-HPV39|75,reads_R-HPV39,HPV39,right,4,5252,chr5,82081376,82081342,-,42,14
reads_R-HPV39|76,reads_R-HPV39,HPV39,right,4,5252,chr4,44810626,44810592,-,41,14
reads_R-HPV39|77,reads_R-HPV39,HPV39,right,4,5252,chr3,4239788,4239754,-,42,14
reads_R-HPV39|78,reads_R-HPV39,HPV39,right,4,5252,chr20,5237774,5237740,-,41,14
reads_R-HPV39|79,reads_R-HPV39,HPV39,right,4,5252,chr2,6329502,6329468,-,42,14
reads_R-HPV39|80,reads_R-HPV39,HPV39,right,4,5252,chr2,17464945,17464910,-,41,14
reads_R-HPV39|81,reads_R-HPV39,HPV39,right,4,5252,chr19,56703210,56703176,-,42,14
reads_R-HPV39|82,reads_R-HPV39,HPV39,right,4,5252,chr17,56335733,56335698,-,42,14
reads_R-HPV39|83,reads_R-HPV39,HPV39,right,4,5252,chr15,75973384,75973350,-,41,14
reads_R-HPV39|84,reads_R-HPV39,HPV39,right,4,5252,chr14,42281748,42281714,-,42,14
reads_R-HPV39|85,reads_R-HPV39,HPV39,right,4,5252,chr14,104838968,104838934,-,42,14
reads_R-HPV39|86,reads_R-HPV39,HPV39,right,4,5252,chr14,89100795,89100760,-,41,14
reads_R-HPV39|87,reads_R-HPV39,HPV39,right,4,5252,chr13,35416252,35416218,-,42,14
reads_R-HPV39|88,reads_R-HPV39,HPV39,right,4,5252,chrX,26338123,26338158,+,43,13
reads_R-HPV39|89,reads_R-HPV39,HPV39,right,4,5252,chrX,72447582,72447617,+,41,13
reads_R-HPV39|90,reads_R-HPV39,HPV39,right,4,5252,chr8,48007254,48007289,+,42,13
