multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV45|0,reads_R-HPV45,HPV45,right,10,5879,chr12,112022691,112022722,+,41,18
reads_R-HPV45|1,reads_R-HPV45,HPV45,right,10,1815,chr19,15952395,15952426,+,41,17
reads_R-HPV45|2,reads_R-HPV45,HPV45,right,10,4538,chr20,11208976,11209007,+,41,17
reads_R-HPV45|3,reads_R-HPV45,HPV45,right,10,5440,chr19,35324476,35324445,-,41,17
reads_R-HPV45|4,reads_R-HPV45,HPV45,right,10,2417,chr10,98247273,98247236,-,43,15
reads_R-HPV45|5,reads_R-HPV45,HPV45,right,10,2915,chr18,58693881,58693914,+,41,14
reads_R-HPV45|6,reads_R-HPV45,HPV45,right,10,5351,chr8,106623645,106623612,-,41,14
reads_R-HPV45|7,reads_R-HPV45,HPV45,right,10,2200,chr5,144992021,144992056,+,39,12
reads_R-HPV45|8,reads_R-HPV45,HPV45,left,10,4426,chr2,55672008,55672042,-,39,12
reads_R-HPV45|9,reads_R-HPV45,HPV45,right,10,5279,chr16,1857507,1857472,-,39,12
reads_R-HPV45|10,reads_R-HPV45,HPV45,right,10,7242,chr12,115747365,115747400,+,39,12
reads_R-HPV45|11,reads_R-HPV45,HPV45,left,10,1850,chr22,43247273,43247238,+,42,11
reads_R-HPV45|12,reads_R-HPV45,HPV45,right,10,2868,chr14,77686486,77686521,+,42,11
reads_R-HPV45|13,reads_R-HPV45,HPV45,left,10,3288,chr10,86937794,86937759,+,42,11
reads_R-HPV45|14,reads_R-HPV45,HPV45,right,10,4856,chr22,39409420,39409455,+,42,11
reads_R-HPV45|15,reads_R-HPV45,HPV45,left,10,5518,chr16,64089055,64089090,-,42,11
reads_R-HPV45|16,reads_R-HPV45,HPV45,left,10,6726,chr1,58515653,58515618,+,42,11
reads_R-HPV45|17,reads_R-HPV45,HPV45,right,10,7399,chr6,151678198,151678163,-,42,11
reads_R-HPV45|18,reads_R-HPV45,HPV45,right,10,7523,chr2,25099355,25099320,-,42,11
reads_R-HPV45|19,reads_R-HPV45,HPV45,right,10,1316,chr17,47949115,47949146,+,36,10
reads_R-HPV45|20,reads_R-HPV45,HPV45,right,10,3037,chr16,30652070,30652034,-,41,9
reads_R-HPV45|21,reads_R-HPV45,HPV45,right,10,3159,chr1,33571187,33571153,-,43,9
reads_R-HPV45|22,reads_R-HPV45,HPV45,left,10,3909,chr10,37406327,37406365,-,43,9
reads_R-HPV45|23,reads_R-HPV45,HPV45,right,10,5599,chr7,77156554,77156520,-,43,9
reads_R-HPV45|24,reads_R-HPV45,HPV45,left,10,5732,chrX,3916263,3916298,-,42,9
reads_R-HPV45|25,reads_R-HPV45,HPV45,left,10,682,chr5,176515724,176515758,-,36,8
reads_R-HPV45|26,reads_R-HPV45,HPV45,left,10,1202,chr17,73518700,73518736,-,43,8
reads_R-HPV45|27,reads_R-HPV45,HPV45,right,10,2733,chr14,49328618,49328582,-,43,8
reads_R-HPV45|28,reads_R-HPV45,HPV45,left,10,5009,chr5,160705345,160705310,+,39,8
reads_R-HPV45|29,reads_R-HPV45,HPV45,left,10,5156,chr2,193991397,193991431,-,43,8
reads_R-HPV45|30,reads_R-HPV45,HPV45,left,10,1737,chr13,60213506,60213543,-,41,7
reads_R-HPV45|31,reads_R-HPV45,HPV45,right,10,3246,chr14,59724985,59725020,+,40,6
reads_R-HPV45|32,reads_R-HPV45,HPV45,right,10,6626,chr2,177230333,177230374,+,41,2
reads_R-HPV45|33,reads_R-HPV45,HPV45,right,10,7627,chr6,52152018,52151976,-,40,2
reads_R-HPV45|34,reads_R-HPV45,HPV45,left,9,2486,chrY,22251736,22251706,+,41,18
reads_R-HPV45|35,reads_R-HPV45,HPV45,left,9,4465,chr3,195027646,195027612,+,43,14
reads_R-HPV45|36,reads_R-HPV45,HPV45,left,9,3338,chr21,46273946,46273981,-,39,9
reads_R-HPV45|37,reads_R-HPV45,HPV45,left,9,3625,chr3,53872279,53872314,-,42,9
reads_R-HPV45|38,reads_R-HPV45,HPV45,left,9,6797,chr9,75619938,75619973,-,42,9
reads_R-HPV45|39,reads_R-HPV45,HPV45,left,9,6148,chr4,89693434,89693399,+,42,7
reads_R-HPV45|40,reads_R-HPV45,HPV45,left,9,1921,chr9,114207111,114207080,+,40,6
reads_R-HPV45|41,reads_R-HPV45,HPV45,right,4,5440,chr10,114020488,114020524,+,40,16
reads_R-HPV45|42,reads_R-HPV45,HPV45,right,4,5879,chr20,52110304,52110274,-,39,16
reads_R-HPV45|43,reads_R-HPV45,HPV45,left,4,2486,chr19,23556720,23556750,-,37,14
reads_R-HPV45|44,reads_R-HPV45,HPV45,right,4,5440,chr12,116671104,116671070,-,35,13
reads_R-HPV45|45,reads_R-HPV45,HPV45,left,4,2450,chrX,7592764,7592730,+,39,12
reads_R-HPV45|46,reads_R-HPV45,HPV45,left,4,2450,chrX,11940459,11940424,+,39,12
reads_R-HPV45|47,reads_R-HPV45,HPV45,left,4,2450,chrX,14109119,14109084,+,39,12
reads_R-HPV45|48,reads_R-HPV45,HPV45,left,4,2450,chrX,16235870,16235836,+,39,12
reads_R-HPV45|49,reads_R-HPV45,HPV45,left,4,2450,chrX,26181710,26181676,+,39,12
reads_R-HPV45|50,reads_R-HPV45,HPV45,left,4,2450,chrX,26319592,26319558,+,39,12
reads_R-HPV45|51,reads_R-HPV45,HPV45,left,4,2450,chrX,34253056,34253022,+,39,12
reads_R-HPV45|52,reads_R-HPV45,HPV45,left,4,2450,chrX,36470360,36470326,+,39,12
