sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV31,HPV31,left,10,496,chr8,121636414,121636446,-,43,15
reads_R-HPV31,HPV31,left,10,624,chr10,126835630,126835664,-,42,14
reads_R-HPV31,HPV31,left,9,689,chr22,34411473,34411439,+,42,13
reads_R-HPV31,HPV31,left,4,819,chrX,52993637,52993600,+,43,14
reads_R-HPV31,HPV31,left,4,819,chr19,44650785,44650748,+,42,14
reads_R-HPV31,HPV31,left,4,819,chr19,53848182,53848157,+,25,2
reads_R-HPV31,HPV31,left,3,819,chr18,24577237,24577198,+,41,12
reads_R-HPV31,HPV31,left,4,819,chr17,3486156,3486120,+,42,13
reads_R-HPV31,HPV31,left,4,819,chr15,90194074,90194034,+,41,10
reads_R-HPV31,HPV31,left,4,819,chr15,50760483,50760446,+,43,14
reads_R-HPV31,HPV31,left,4,819,chr13,51659149,51659110,+,41,12
reads_R-HPV31,HPV31,left,4,819,chr10,120782127,120782090,+,43,14
reads_R-HPV31,HPV31,left,4,819,chr1,204470390,204470350,+,40,12
reads_R-HPV31,HPV31,left,3,819,chrY,2579980,2580020,-,41,11
reads_R-HPV31,HPV31,left,4,819,chrX,2579980,2580020,-,41,11
reads_R-HPV31,HPV31,left,3,819,chr7,100637060,100637092,-,35,7
reads_R-HPV31,HPV31,left,4,819,chr2,70371066,70371104,-,42,14
reads_R-HPV31,HPV31,left,4,819,chr10,73118767,73118804,-,43,14
reads_R-HPV31,HPV31,left,4,819,chr10,118162734,118162773,-,41,13
reads_R-HPV31,HPV31,left,3,819,chrY,1848653,1848614,+,41,12
reads_R-HPV31,HPV31,left,4,819,chrX,65753616,65753576,+,41,12
reads_R-HPV31,HPV31,left,4,819,chrX,1848653,1848614,+,41,12
reads_R-HPV31,HPV31,left,4,819,chr9,30069549,30069508,+,40,8
reads_R-HPV31,HPV31,left,3,819,chr6,87522713,87522678,+,39,6
reads_R-HPV31,HPV31,left,3,819,chr6,36949344,36949308,+,33,3
reads_R-HPV31,HPV31,left,4,819,chr5,16752505,16752465,+,41,10
reads_R-HPV31,HPV31,left,1,819,chr5,80185097,80185063,+,31,1
reads_R-HPV31,HPV31,left,4,819,chr4,15259722,15259682,+,41,12
reads_R-HPV31,HPV31,left,4,819,chr3,194516195,194516163,+,32,3
reads_R-HPV31,HPV31,left,4,819,chr21,33214724,33214692,+,31,3
reads_R-HPV31,HPV31,left,4,819,chr20,12632360,12632320,+,41,12
reads_R-HPV31,HPV31,left,4,819,chr2,155428894,155428854,+,42,12
reads_R-HPV31,HPV31,left,4,819,chr2,56129293,56129257,+,38,5
reads_R-HPV31,HPV31,left,4,819,chr19,8230412,8230376,+,37,10
reads_R-HPV31,HPV31,left,4,819,chr17,48112960,48112920,+,41,12
reads_R-HPV31,HPV31,left,4,819,chr16,60257948,60257908,+,41,11
reads_R-HPV31,HPV31,left,4,819,chr15,56987337,56987299,+,38,9
reads_R-HPV31,HPV31,left,4,819,chr15,75476537,75476497,+,41,11
reads_R-HPV31,HPV31,left,4,819,chr15,90835738,90835703,+,34,5
reads_R-HPV31,HPV31,left,4,819,chr15,28588510,28588470,+,40,12
reads_R-HPV31,HPV31,left,4,819,chr13,98153783,98153746,+,39,11
reads_R-HPV31,HPV31,left,4,819,chr12,116181727,116181686,+,41,10
reads_R-HPV31,HPV31,left,3,819,chr11,81730181,81730142,+,40,12
reads_R-HPV31,HPV31,left,3,819,chr11,130175885,130175846,+,41,6
reads_R-HPV31,HPV31,left,3,819,chr11,57956145,57956106,+,41,12
reads_R-HPV31,HPV31,left,3,819,chr11,47516825,47516784,+,40,9
reads_R-HPV31,HPV31,left,4,819,chr1,84747887,84747848,+,41,12
reads_R-HPV31,HPV31,left,4,819,chr1,1996207,1996168,+,40,12
reads_R-HPV31,HPV31,left,4,819,chr1,205738250,205738210,+,40,11
reads_R-HPV31,HPV31,left,4,819,chrX,136851945,136851981,-,34,3
reads_R-HPV31,HPV31,left,4,819,chr8,14263343,14263383,-,40,11
reads_R-HPV31,HPV31,left,3,819,chr7,51340824,51340864,-,41,12
reads_R-HPV31,HPV31,left,3,819,chr6,82184977,82185017,-,42,11
reads_R-HPV31,HPV31,left,3,819,chr6,24955799,24955840,-,42,10
reads_R-HPV31,HPV31,left,4,819,chr5,55537708,55537748,-,39,12
reads_R-HPV31,HPV31,left,4,819,chr4,11785560,11785600,-,42,12
reads_R-HPV31,HPV31,left,4,819,chr4,158942564,158942605,-,41,9
reads_R-HPV31,HPV31,left,4,819,chr20,36235450,36235490,-,42,10
reads_R-HPV31,HPV31,left,4,819,chr2,102960644,102960680,-,35,6
reads_R-HPV31,HPV31,left,4,819,chr2,32606800,32606840,-,41,12
reads_R-HPV31,HPV31,left,4,819,chr2,222657805,222657844,-,40,12
reads_R-HPV31,HPV31,left,4,819,chr19,46711862,46711902,-,43,10
reads_R-HPV31,HPV31,left,4,819,chr17,418063,418102,-,40,12
reads_R-HPV31,HPV31,left,4,819,chr16,8032915,8032956,-,41,10
reads_R-HPV31,HPV31,left,4,819,chr15,65167670,65167710,-,42,12
reads_R-HPV31,HPV31,left,4,819,chr15,52181410,52181448,-,38,11
reads_R-HPV31,HPV31,left,4,819,chr14,100163238,100163275,-,39,11
reads_R-HPV31,HPV31,left,3,819,chr11,76273478,76273518,-,41,11
