group	truth_insertion_name	ref_chr	truth_ref_pos	vir_chr	pred_insertion_name	pred_chr_pos	total_reads
subset.insertion_seqs.fa	chr18~1875685~1876684~-~HPV18~49~1048~-	chr18	1875685	HPV18	HPV18~1047~+~chr18~1875684~+	1875684	223
subset.insertion_seqs.fa	chr18~4607425~4608424~-~HPV18~2277~3276~-	chr18	4607425	HPV18	HPV18~3275~+~chr18~4607424~+	4607424	222
subset.insertion_seqs.fa	chr18~13542448~13543447~-~HPV18~4948~5947~-	chr18	13542448	HPV18	HPV18~5947~+~chr18~13542447~+	13542447	223
subset.insertion_seqs.fa	chr18~73407386~73408385~-~HPV18~3271~4270~+	chr18	73407386	HPV18	HPV18~3270~-~chr18~73407385~+	73407385	42
subset.insertion_seqs.fa	chr18~73440280~73441279~-~HPV18~2459~3458~-	chr18	73440280	HPV18	HPV18~3456~+~chr18~73440279~+	73440279	24
subset.insertion_seqs.fa	chr22~36753133~36754132~-~HPV18~3113~4112~+	chr22	36753133	HPV18	HPV18~3111~-~chr22~36753132~+	36753132	21
subset.insertion_seqs.fa	chr7~12455200~12456199~+~HPV18~2873~3872~-	chr7	12456199	HPV18	chr7~12456198~+~HPV18~3869~-	12456198	204
subset.insertion_seqs.fa	chr7~24415118~24416117~+~HPV18~4399~5398~-	chr7	24416117	HPV18	chr7~24416116~+~HPV18~5396~-	24416116	23
subset.insertion_seqs.fa	chr7~81153258~81154257~-~HPV18~4410~5409~-	chr7	81153258	HPV18	HPV18~5407~+~chr7~81153257~+	81153257	25
subset.insertion_seqs.fa	chr7~99076734~99077733~-~HPV18~1513~2512~-	chr7	99076734	HPV18	HPV18~2510~+~chr7~99076733~+	99076733	195
subset.insertion_seqs.fa	chr11~8621081~8622080~-~HPV18~5884~6883~-	chr11	8621081	HPV18	HPV18~6884~+~chr11~8621074~+	8621074	227
subset.insertion_seqs.fa	chr11~5009490~5010489~+~HPV18~4716~5715~+	chr11	5010489	HPV18	chr11~5010494~+~HPV18~4709~+	5010494	197
subset.insertion_seqs.fa	chr11~8621081~8622080~-~HPV18~5884~6883~-	chr11	8621081	HPV18	HPV18~2745~-~chr11~106090459~+	106090459	10
subset.insertion_seqs.fa	chr16~64210220~64211219~+~HPV18~473~1472~-	chr16	64211219	HPV18	chr16~64211222~+~HPV18~1470~-	64211222	180
subset.insertion_seqs.fa	chr16~64210220~64211219~+~HPV18~473~1472~-	chr16	64211219	HPV18	chr16~64211226~+~HPV18~1470~-	64211226	198
subset.insertion_seqs.fa	chr16~66297725~66298724~-~HPV18~3853~4852~+	chr16	66297725	HPV18	HPV18~3852~-~chr16~66297724~+	66297724	205
subset.insertion_seqs.fa	chr20~46237872~46238871~+~HPV18~4052~5051~+	chr20	46238871	HPV18	chr20~46238873~+~HPV18~4051~+	46238873	227
subset.insertion_seqs.fa	chr20~52025066~52026065~+~HPV18~2412~3411~+	chr20	52026065	HPV18	chr20~52026064~+~HPV18~2410~+	52026064	25
subset.insertion_seqs.fa	chr3~55192906~55193905~+~HPV18~1152~2151~+	chr3	55193905	HPV18	chr3~55193904~+~HPV18~1151~+	55193904	42
subset.insertion_seqs.fa	chr5~21697514~21698513~-~HPV18~4662~5661~-	chr5	21697514	HPV18	HPV18~5659~+~chr5~21697513~+	21697513	25
subset.insertion_seqs.fa	chr5~91403295~91404294~+~HPV18~6329~7328~+	chr5	91404294	HPV18	chr5~91404293~+~HPV18~6324~+	91404293	224
subset.insertion_seqs.fa	chrX~46685580~46686579~+~HPV18~3345~4344~-	chrX	46686579	HPV18	chrX~46686588~+~HPV18~4343~-	46686588	187
subset.insertion_seqs.fa	chrX~65805341~65806340~+~HPV18~5578~6577~-	chrX	65806340	HPV18	chrX~65806348~+~HPV18~6575~-	65806348	24
subset.insertion_seqs.fa	chr13~34247750~34248749~+~HPV18~5549~6548~-	chr13	34248749	HPV18	chr13~34248748~+~HPV18~6546~-	34248748	25
subset.insertion_seqs.fa	chr13~113182972~113183971~-~HPV18~2958~3957~-	chr13	113182972	HPV18	HPV18~3957~+~chr13~113182968~+	113182968	20
subset.insertion_seqs.fa	chr4~16110010~16111009~-~HPV18~5869~6868~-	chr4	16110010	HPV18	HPV18~6869~+~chr4~16110009~+	16110009	222
subset.insertion_seqs.fa	chr4~76161278~76162277~-~HPV18~4616~5615~+	chr4	76161278	HPV18	HPV18~4614~-~chr4~76161277~+	76161277	23
subset.insertion_seqs.fa	chr4~92530410~92531409~-~HPV18~740~1739~-	chr4	92530410	HPV18	HPV18~1738~+~chr4~92530409~+	92530409	222
subset.insertion_seqs.fa	chr12~60496740~60497739~+~HPV18~6691~7690~-	chr12	60497739	HPV18	chr12~60497738~+~HPV18~7690~-	60497738	200
subset.insertion_seqs.fa	chr12~98547125~98548124~+~HPV18~1358~2357~-	chr12	98548124	HPV18	chr12~98548123~+~HPV18~2354~-	98548123	200
subset.insertion_seqs.fa	chr6~50410600~50411599~-~HPV18~4641~5640~-	chr6	50410600	HPV18	HPV18~5639~+~chr6~50410595~+	50410595	42
subset.insertion_seqs.fa	chr14~32691412~32692411~+~HPV18~98~1097~-	chr14	32692411	HPV18	chr14~32692411~+~HPV18~1096~-	32692411	182
subset.insertion_seqs.fa	chr14~62374724~62375723~-~HPV18~4230~5229~-	chr14	62374724	HPV18	HPV18~5228~+~chr14~62374723~+	62374723	205
subset.insertion_seqs.fa	chr9~84934101~84935100~-~HPV18~348~1347~+	chr9	84934101	HPV18	chr9~84934088~-~HPV18~346~+	84934088	18
subset.insertion_seqs.fa	chr9~84934101~84935100~-~HPV18~348~1347~+	chr9	84934101	HPV18	chr9~84934100~-~HPV18~346~+	84934100	209
subset.insertion_seqs.fa	chr16~64210220~64211219~+~HPV18~473~1472~-	chr16	64211219	HPV18	HPV18~1474~+~chr16~64211225~-	64211225	195
