sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV58,HPV58,right,4,1576,chrX,121710444,121710474,+,30,2
reads_R-HPV58,HPV58,right,4,1576,chrX,73478040,73478076,+,40,11
reads_R-HPV58,HPV58,right,1,1576,chr7,119306042,119306070,+,27,1
reads_R-HPV58,HPV58,right,1,1576,chr7,16959633,16959661,+,27,1
reads_R-HPV58,HPV58,right,4,1576,chr6,6115921,6115957,+,41,12
reads_R-HPV58,HPV58,right,4,1576,chr6,112403113,112403150,+,39,8
reads_R-HPV58,HPV58,right,4,1576,chr5,96099056,96099093,+,36,8
reads_R-HPV58,HPV58,right,4,1576,chr5,45094916,45094953,+,38,8
reads_R-HPV58,HPV58,right,4,1576,chr4,71506422,71506458,+,41,12
reads_R-HPV58,HPV58,right,4,1576,chr2,66611367,66611402,+,40,4
reads_R-HPV58,HPV58,right,4,1576,chr2,195949026,195949063,+,40,8
reads_R-HPV58,HPV58,right,4,1576,chr2,129789130,129789166,+,40,12
reads_R-HPV58,HPV58,right,4,1576,chr18,1879953,1879990,+,39,8
reads_R-HPV58,HPV58,right,4,1576,chr15,52991299,52991334,+,38,2
reads_R-HPV58,HPV58,right,4,1576,chr14,61054607,61054644,+,39,8
reads_R-HPV58,HPV58,right,4,1576,chr1,176420913,176420949,+,40,12
reads_R-HPV58,HPV58,right,4,1576,chr1,171856606,171856643,+,36,8
reads_R-HPV58,HPV58,right,4,1576,chrX,144109363,144109330,-,39,9
reads_R-HPV58,HPV58,right,1,1576,chrX,117679454,117679426,-,27,1
reads_R-HPV58,HPV58,right,4,1576,chrX,109063847,109063809,-,39,5
reads_R-HPV58,HPV58,right,1,1576,chrX,83849086,83849058,-,27,1
reads_R-HPV58,HPV58,right,4,1576,chrX,79679107,79679076,-,32,5
reads_R-HPV58,HPV58,right,4,1576,chrX,36593229,36593191,-,36,5
reads_R-HPV58,HPV58,right,4,1576,chr9,78154188,78154151,-,39,8
reads_R-HPV58,HPV58,right,4,1576,chr9,32512999,32512962,-,40,8
reads_R-HPV58,HPV58,right,4,1576,chr9,7411945,7411907,-,39,5
reads_R-HPV58,HPV58,right,4,1576,chr8,97535000,97534965,-,40,12
reads_R-HPV58,HPV58,right,4,1576,chr7,29222140,29222104,-,41,12
reads_R-HPV58,HPV58,right,4,1576,chr7,127501200,127501164,-,36,7
reads_R-HPV58,HPV58,right,4,1576,chr7,97190370,97190333,-,34,3
reads_R-HPV58,HPV58,right,4,1576,chr6,127771195,127771159,-,41,12
reads_R-HPV58,HPV58,right,1,1576,chr5,156827871,156827843,-,27,1
reads_R-HPV58,HPV58,right,4,1576,chr4,161576098,161576062,-,40,11
reads_R-HPV58,HPV58,right,1,1576,chr4,127092583,127092555,-,27,1
reads_R-HPV58,HPV58,right,4,1576,chr20,71039,71002,-,35,4
reads_R-HPV58,HPV58,right,4,1576,chr2,71274656,71274620,-,41,12
reads_R-HPV58,HPV58,right,4,1576,chr12,91808895,91808857,-,40,5
reads_R-HPV58,HPV58,right,4,1576,chr12,91781967,91781929,-,40,5
reads_R-HPV58,HPV58,right,4,1576,chr4,462184,462148,-,42,11
reads_R-HPV58,HPV58,right,4,1576,chr15,46985248,46985216,-,32,4
reads_R-HPV58,HPV58,right,4,1576,chr14,81043366,81043330,-,41,11
reads_R-HPV58,HPV58,right,4,1576,chr1,209056350,209056314,-,40,11
reads_R-HPV58,HPV58,right,4,1576,chr10,32496126,32496160,+,40,10
reads_R-HPV58,HPV58,right,4,1576,chrX,70867302,70867265,-,40,8
reads_R-HPV58,HPV58,right,4,1576,chr6,93435331,93435294,-,40,8
reads_R-HPV58,HPV58,right,4,1576,chr3,169571270,169571233,-,41,8
reads_R-HPV58,HPV58,right,4,1576,chr3,41929767,41929730,-,41,8
reads_R-HPV58,HPV58,right,4,1576,chr2,184820845,184820808,-,40,8
reads_R-HPV58,HPV58,right,4,1576,chr2,183846256,183846219,-,41,8
reads_R-HPV58,HPV58,right,4,1576,chr15,54948487,54948450,-,41,8
reads_R-HPV58,HPV58,right,4,1576,chr12,107084109,107084072,-,40,8
reads_R-HPV58,HPV58,right,4,1576,chr1,85512779,85512742,-,41,8
reads_R-HPV58,HPV58,right,4,1576,chrX,142673925,142673963,+,41,7
reads_R-HPV58,HPV58,right,4,1576,chrX,84967111,84967148,+,37,6
reads_R-HPV58,HPV58,right,4,1576,chrX,78370125,78370163,+,41,7
reads_R-HPV58,HPV58,right,4,1576,chr9,65908170,65908208,+,40,7
reads_R-HPV58,HPV58,right,4,1576,chr8,60023918,60023955,+,40,7
reads_R-HPV58,HPV58,right,4,1576,chr7,54319879,54319917,+,39,7
reads_R-HPV58,HPV58,right,4,1576,chr6,9967769,9967807,+,40,7
reads_R-HPV58,HPV58,right,4,1576,chr6,147918296,147918331,+,32,3
reads_R-HPV58,HPV58,right,4,1576,chr5,6930306,6930344,+,35,7
reads_R-HPV58,HPV58,right,4,1576,chr4,86197296,86197334,+,40,7
reads_R-HPV58,HPV58,right,4,1576,chr4,5779574,5779612,+,40,7
reads_R-HPV58,HPV58,right,4,1576,chr21,17749807,17749845,+,40,7
reads_R-HPV58,HPV58,right,4,1576,chr2,219815242,219815280,+,40,7
reads_R-HPV58,HPV58,right,4,1576,chr2,137072340,137072378,+,40,7
reads_R-HPV58,HPV58,right,4,1576,chr2,195069257,195069295,+,39,7
reads_R-HPV58,HPV58,right,4,1576,chr14,37375115,37375153,+,42,7
