multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads-HPV35|0,reads-HPV35,HPV35,left,10,558,chrX,115098918,115098886,+,43,9
reads-HPV35|1,reads-HPV35,HPV35,left,10,599,chr4,5775494,5775526,-,43,9
reads-HPV35|2,reads-HPV35,HPV35,left,10,1915,chr1,209671319,209671351,-,43,9
reads-HPV35|3,reads-HPV35,HPV35,right,10,4908,chr4,83545509,83545477,-,43,9
reads-HPV35|4,reads-HPV35,HPV35,left,10,5320,chr18,56561238,56561270,-,43,9
reads-HPV35|5,reads-HPV35,HPV35,right,10,6159,chr22,27505456,27505488,+,43,9
reads-HPV35|6,reads-HPV35,HPV35,left,10,5656,chr15,43408942,43408910,+,43,8
reads-HPV35|7,reads-HPV35,HPV35,right,10,7420,chr11,128452704,128452736,+,43,8
reads-HPV35|8,reads-HPV35,HPV35,left,10,2797,chr8,56863278,56863319,-,41,7
reads-HPV35|9,reads-HPV35,HPV35,left,10,6011,chr2,4013589,4013621,-,43,7
reads-HPV35|10,reads-HPV35,HPV35,right,10,6813,chr10,49149296,49149333,+,40,7
reads-HPV35|11,reads-HPV35,HPV35,left,10,2150,chr3,88783088,88783126,-,40,6
reads-HPV35|12,reads-HPV35,HPV35,right,10,4551,chr15,40234959,40234998,+,41,6
reads-HPV35|13,reads-HPV35,HPV35,left,10,4894,chr12,38926998,38927038,-,41,6
reads-HPV35|14,reads-HPV35,HPV35,right,10,6247,chr19,50945415,50945376,-,40,6
reads-HPV35|15,reads-HPV35,HPV35,left,10,618,chr4,73870796,73870829,-,43,5
reads-HPV35|16,reads-HPV35,HPV35,right,10,1181,chr6,22528369,22528402,+,43,5
reads-HPV35|17,reads-HPV35,HPV35,right,10,1751,chr21,43032951,43032918,-,43,5
reads-HPV35|18,reads-HPV35,HPV35,left,10,1998,chr4,125920262,125920295,-,43,5
reads-HPV35|19,reads-HPV35,HPV35,right,10,3357,chr14,37564201,37564171,-,40,5
reads-HPV35|20,reads-HPV35,HPV35,left,10,3417,chr20,44049953,44049920,+,43,5
reads-HPV35|21,reads-HPV35,HPV35,right,10,4040,chr17,73060664,73060631,-,43,5
reads-HPV35|22,reads-HPV35,HPV35,left,10,4107,chr8,59404774,59404810,-,43,5
reads-HPV35|23,reads-HPV35,HPV35,right,10,1536,chr20,42501391,42501352,-,41,4
reads-HPV35|24,reads-HPV35,HPV35,left,10,2201,chr18,71026198,71026234,-,43,4
reads-HPV35|25,reads-HPV35,HPV35,left,10,2896,chr6,96980447,96980488,-,41,4
reads-HPV35|26,reads-HPV35,HPV35,right,10,3087,chr6,153100738,153100702,-,43,4
reads-HPV35|27,reads-HPV35,HPV35,left,10,3284,chrX,6420966,6421002,-,43,4
reads-HPV35|28,reads-HPV35,HPV35,right,10,3358,chr2,89061256,89061284,+,32,4
reads-HPV35|29,reads-HPV35,HPV35,left,10,4333,chr10,79938625,79938584,+,41,4
reads-HPV35|30,reads-HPV35,HPV35,right,10,4461,chr5,54848857,54848818,-,42,4
reads-HPV35|31,reads-HPV35,HPV35,right,10,6508,chr18,62716178,62716143,-,43,4
reads-HPV35|32,reads-HPV35,HPV35,right,10,2233,chr10,79625941,79625904,-,43,3
reads-HPV35|33,reads-HPV35,HPV35,right,10,4021,chrX,25005367,25005404,+,43,3
reads-HPV35|34,reads-HPV35,HPV35,right,10,4515,chr7,148919684,148919721,+,43,3
reads-HPV35|35,reads-HPV35,HPV35,right,10,7376,chr22,20841139,20841101,-,43,3
reads-HPV35|36,reads-HPV35,HPV35,left,10,3399,chr4,28637957,28637992,-,39,2
reads-HPV35|37,reads-HPV35,HPV35,left,10,4869,chr3,167056412,167056454,-,42,2
reads-HPV35|38,reads-HPV35,HPV35,left,4,264,chr15,20922597,20922565,+,43,9
reads-HPV35|39,reads-HPV35,HPV35,right,4,4040,chr5,7290798,7290830,+,42,9
reads-HPV35|40,reads-HPV35,HPV35,right,4,4040,chr15,28590164,28590196,+,43,9
reads-HPV35|41,reads-HPV35,HPV35,right,4,4040,chr15,23304434,23304466,+,42,9
reads-HPV35|42,reads-HPV35,HPV35,right,4,4040,chr15,20505486,20505454,-,42,9
reads-HPV35|43,reads-HPV35,HPV35,left,4,264,chr15,21933574,21933544,+,43,8
reads-HPV35|44,reads-HPV35,HPV35,left,4,264,chr17,31259699,31259728,-,41,7
reads-HPV35|45,reads-HPV35,HPV35,right,4,2990,chr13,112277643,112277675,+,43,6
reads-HPV35|46,reads-HPV35,HPV35,right,4,2990,chr13,112280975,112281007,+,42,6
reads-HPV35|47,reads-HPV35,HPV35,left,4,3592,chr1,108286247,108286208,+,41,6
reads-HPV35|48,reads-HPV35,HPV35,left,4,3592,chr1,108408131,108408170,-,41,6
reads-HPV35|49,reads-HPV35,HPV35,left,4,264,chr15,21496294,21496262,+,43,5
reads-HPV35|50,reads-HPV35,HPV35,left,4,558,chr20,55522714,55522746,-,41,5
reads-HPV35|51,reads-HPV35,HPV35,right,4,2990,chr13,112279785,112279818,+,42,5
reads-HPV35|52,reads-HPV35,HPV35,right,4,2990,chr13,112281484,112281517,+,42,5
reads-HPV35|53,reads-HPV35,HPV35,right,4,2990,chr13,112285087,112285120,+,42,5
reads-HPV35|54,reads-HPV35,HPV35,right,4,2990,chr13,112284781,112284812,+,36,5
reads-HPV35|55,reads-HPV35,HPV35,right,4,2990,chr13,112283217,112283250,+,42,5
reads-HPV35|56,reads-HPV35,HPV35,left,4,3815,chr9,102809045,102809008,+,40,5
reads-HPV35|57,reads-HPV35,HPV35,left,4,3815,chr6,129408959,129408922,+,41,5
reads-HPV35|58,reads-HPV35,HPV35,left,4,3815,chr4,113926172,113926135,+,40,5
reads-HPV35|59,reads-HPV35,HPV35,left,4,3815,chr3,166888951,166888914,+,40,5
reads-HPV35|60,reads-HPV35,HPV35,left,4,3815,chr19,22020711,22020674,+,40,5
reads-HPV35|61,reads-HPV35,HPV35,left,4,3815,chr17,70820956,70820919,+,40,5
reads-HPV35|62,reads-HPV35,HPV35,left,4,3815,chr13,82972382,82972345,+,39,5
reads-HPV35|63,reads-HPV35,HPV35,left,4,3815,chr12,81935907,81935870,+,39,5
reads-HPV35|64,reads-HPV35,HPV35,left,4,3815,chr1,91462754,91462717,+,40,5
reads-HPV35|65,reads-HPV35,HPV35,left,4,3815,chrX,139400956,139400993,-,40,5
reads-HPV35|66,reads-HPV35,HPV35,left,4,3815,chrX,86310765,86310802,-,39,5
reads-HPV35|67,reads-HPV35,HPV35,left,4,3815,chrX,75472565,75472602,-,40,5
reads-HPV35|68,reads-HPV35,HPV35,left,4,3815,chr7,26123584,26123620,-,39,5
reads-HPV35|69,reads-HPV35,HPV35,left,4,3815,chr5,92219570,92219607,-,40,5
reads-HPV35|70,reads-HPV35,HPV35,left,4,3815,chr21,28304499,28304535,-,39,5
reads-HPV35|71,reads-HPV35,HPV35,left,4,3815,chr14,44669958,44669995,-,40,5
reads-HPV35|72,reads-HPV35,HPV35,left,4,3815,chr12,5822314,5822351,-,39,5
reads-HPV35|73,reads-HPV35,HPV35,left,4,3815,chr11,38631859,38631896,-,42,5
reads-HPV35|74,reads-HPV35,HPV35,right,4,4040,KI270728.1,1002645,1002674,+,32,5
reads-HPV35|75,reads-HPV35,HPV35,right,4,4040,chr15,28833282,28833314,+,42,5
reads-HPV35|76,reads-HPV35,HPV35,right,4,4040,chr15,22495576,22495608,+,42,5
reads-HPV35|77,reads-HPV35,HPV35,right,4,4735,chr9,111481293,111481331,+,39,5
reads-HPV35|78,reads-HPV35,HPV35,right,4,4735,chr6,142211498,142211536,+,40,5
reads-HPV35|79,reads-HPV35,HPV35,right,4,4735,chr6,36072553,36072591,+,36,5
reads-HPV35|80,reads-HPV35,HPV35,right,4,4735,chr6,32423138,32423176,+,37,5
reads-HPV35|81,reads-HPV35,HPV35,right,4,4735,chr3,51803499,51803537,+,40,5
reads-HPV35|82,reads-HPV35,HPV35,right,4,4735,chr3,41501284,41501322,+,40,5
reads-HPV35|83,reads-HPV35,HPV35,right,4,4735,chr19,10482604,10482645,+,40,5
reads-HPV35|84,reads-HPV35,HPV35,right,4,4735,chr18,69835249,69835287,+,40,5
reads-HPV35|85,reads-HPV35,HPV35,right,4,4735,chr17,8764965,8765003,+,38,5
reads-HPV35|86,reads-HPV35,HPV35,right,4,4735,chr16,83584116,83584157,+,40,5
reads-HPV35|87,reads-HPV35,HPV35,right,4,4735,chr14,35852718,35852756,+,39,5
reads-HPV35|88,reads-HPV35,HPV35,right,4,4735,chr10,102428810,102428848,+,39,5
reads-HPV35|89,reads-HPV35,HPV35,left,4,5971,chr10,39573226,39573266,-,40,5
reads-HPV35|90,reads-HPV35,HPV35,left,4,5971,chr10,39602002,39602042,-,40,5
reads-HPV35|91,reads-HPV35,HPV35,left,4,5971,chr10,39612133,39612173,-,40,5
reads-HPV35|92,reads-HPV35,HPV35,left,4,5971,chr10,39628335,39628375,-,40,5
reads-HPV35|93,reads-HPV35,HPV35,left,4,5971,chr10,39947379,39947419,-,40,5
reads-HPV35|94,reads-HPV35,HPV35,left,4,5971,chr10,39955520,39955560,-,40,5
reads-HPV35|95,reads-HPV35,HPV35,left,4,5971,chr10,39977926,39977966,-,40,5
reads-HPV35|96,reads-HPV35,HPV35,left,4,5971,chr10,39980643,39980683,-,40,5
reads-HPV35|97,reads-HPV35,HPV35,left,4,558,chr5,39598883,39598914,-,32,4
reads-HPV35|98,reads-HPV35,HPV35,right,4,2542,chrY,4183828,4183866,+,41,4
reads-HPV35|99,reads-HPV35,HPV35,right,4,2542,chrX,90606091,90606129,+,42,4
reads-HPV35|100,reads-HPV35,HPV35,right,4,2990,chr13,112278391,112278422,+,33,4
reads-HPV35|101,reads-HPV35,HPV35,right,4,2990,chr13,112278595,112278626,+,33,4
reads-HPV35|102,reads-HPV35,HPV35,right,4,2990,chr13,112279037,112279069,+,36,4
reads-HPV35|103,reads-HPV35,HPV35,right,4,2990,chr13,112287160,112287190,+,36,4
reads-HPV35|104,reads-HPV35,HPV35,right,4,2990,chr13,112285325,112285356,+,36,4
reads-HPV35|105,reads-HPV35,HPV35,right,4,2990,chr13,112284237,112284272,+,42,4
reads-HPV35|106,reads-HPV35,HPV35,right,4,2990,chr13,112283115,112283147,+,36,4
reads-HPV35|107,reads-HPV35,HPV35,right,4,2990,chr13,112282470,112282504,+,42,4
reads-HPV35|108,reads-HPV35,HPV35,left,4,3417,chr6,110236347,110236313,+,40,4
reads-HPV35|109,reads-HPV35,HPV35,left,4,3417,chr22,45904993,45904959,+,40,4
reads-HPV35|110,reads-HPV35,HPV35,left,4,3417,chr5,23685253,23685288,-,41,4
reads-HPV35|111,reads-HPV35,HPV35,left,4,3815,chr6,159366511,159366474,+,41,4
reads-HPV35|112,reads-HPV35,HPV35,left,4,3815,chr4,149044601,149044638,-,40,4
reads-HPV35|113,reads-HPV35,HPV35,left,4,3913,chr7,57955755,57955722,+,39,4
reads-HPV35|114,reads-HPV35,HPV35,left,4,3913,chr5,49624778,49624744,+,41,4
