sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV97,HPV97,right,10,2831,chr13,24033416,24033378,-,43,2
reads_R-HPV97,HPV97,left,4,3547,chr7,60879086,60879058,+,40,5
reads_R-HPV97,HPV97,left,3,3547,chr5,50136318,50136290,+,39,5
reads_R-HPV97,HPV97,left,3,3547,chr5,50127122,50127094,+,39,5
reads_R-HPV97,HPV97,left,3,3547,chr5,50118266,50118238,+,39,5
reads_R-HPV97,HPV97,left,3,3547,chr5,50116056,50116028,+,39,5
reads_R-HPV97,HPV97,left,3,3547,chr3,90478929,90478901,+,39,5
reads_R-HPV97,HPV97,left,3,3547,chr3,90478075,90478040,+,40,2
reads_R-HPV97,HPV97,left,3,3547,chr3,90456422,90456394,+,40,5
reads_R-HPV97,HPV97,left,3,3547,chr3,90402501,90402474,+,27,3
reads_R-HPV97,HPV97,left,3,3547,chr22,15191222,15191195,+,28,3
reads_R-HPV97,HPV97,left,3,3547,chr22,15159146,15159118,+,40,5
reads_R-HPV97,HPV97,left,3,3547,chr22,15189178,15189152,+,27,3
reads_R-HPV97,HPV97,left,3,3547,chr20,29700466,29700438,+,40,5
reads_R-HPV97,HPV97,left,3,3547,chr20,30998301,30998274,+,35,4
reads_R-HPV97,HPV97,left,3,3547,chr20,30978730,30978703,+,28,3
reads_R-HPV97,HPV97,left,3,3547,chr20,30159518,30159490,+,39,5
reads_R-HPV97,HPV97,left,3,3547,chr20,29722763,29722735,+,40,5
reads_R-HPV97,HPV97,left,3,3547,chr20,29721905,29721877,+,40,5
reads_R-HPV97,HPV97,left,3,3547,chr20,29716624,29716596,+,39,5
reads_R-HPV97,HPV97,left,3,3547,chr20,29715940,29715913,+,28,3
reads_R-HPV97,HPV97,left,3,3547,chr20,29704214,29704187,+,27,3
reads_R-HPV97,HPV97,left,3,3547,chr20,29697892,29697865,+,39,5
reads_R-HPV97,HPV97,left,0,3547,chr2,94552750,94552722,+,28,1
reads_R-HPV97,HPV97,left,3,3547,chr2,94520492,94520464,+,40,5
reads_R-HPV97,HPV97,left,3,3547,chr2,94501851,94501824,+,38,4
reads_R-HPV97,HPV97,left,3,3547,chr15,19792181,19792154,+,38,4
reads_R-HPV97,HPV97,left,3,3547,chr15,19790849,19790823,+,27,3
reads_R-HPV97,HPV97,left,3,3547,chr11,55249628,55249600,+,29,3
reads_R-HPV97,HPV97,left,3,3547,chr11,48923369,48923341,+,40,5
reads_R-HPV97,HPV97,left,3,3547,chr11,48936759,48936730,+,40,5
reads_R-HPV97,HPV97,left,3,3547,KI270739.1,46888,46854,+,39,2
reads_R-HPV97,HPV97,left,3,3547,KI270739.1,50536,50509,+,39,5
reads_R-HPV97,HPV97,left,3,3547,KI270738.1,85935,85907,+,40,5
reads_R-HPV97,HPV97,left,3,3547,KI270442.1,125514,125487,+,27,3
reads_R-HPV97,HPV97,left,3,3547,GL000208.1,64504,64476,+,39,5
reads_R-HPV97,HPV97,left,3,3547,GL000208.1,63650,63622,+,40,5
reads_R-HPV97,HPV97,left,3,3547,GL000208.1,39540,39506,+,40,2
reads_R-HPV97,HPV97,left,3,3547,GL000208.1,18593,18566,+,36,4
