sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads-HPV39,HPV39,left,7,868,chr20,50687128,50687164,-,36,1
reads-HPV39,HPV39,left,10,869,chr20,50687127,50687158,-,42,10
reads-HPV39,HPV39,left,10,961,chr12,13199047,13199008,+,42,10
reads-HPV39,HPV39,left,10,986,chr5,139603200,139603164,+,42,11
reads-HPV39,HPV39,right,10,1114,chr14,94592465,94592430,-,41,12
reads-HPV39,HPV39,right,7,1113,chr14,94592465,94592439,-,26,1
reads-HPV39,HPV39,right,10,1114,chr21,30688736,30688771,+,41,7
reads-HPV39,HPV39,right,10,1494,chr10,72868098,72868064,-,43,13
reads-HPV39,HPV39,left,10,1618,chr2,42716666,42716631,+,41,12
reads-HPV39,HPV39,left,4,1618,chr8,14336251,14336217,+,37,6
reads-HPV39,HPV39,left,4,1618,chr4,176038593,176038558,+,39,10
reads-HPV39,HPV39,left,1,1618,chr7,90870169,90870197,-,27,1
reads-HPV39,HPV39,left,1,1618,chr4,66544780,66544808,-,27,1
reads-HPV39,HPV39,left,4,1618,chr13,37190279,37190314,-,39,9
reads-HPV39,HPV39,left,1,1618,chr1,188774700,188774729,-,28,1
reads-HPV39,HPV39,left,4,1618,chr8,86665572,86665606,-,39,8
reads-HPV39,HPV39,left,4,1618,chr1,186392463,186392498,-,40,9
reads-HPV39,HPV39,left,4,1618,chrX,145357043,145357002,+,39,2
reads-HPV39,HPV39,left,4,1618,chr18,57818955,57818914,+,39,2
reads-HPV39,HPV39,left,4,1618,chr14,60413679,60413639,+,38,2
reads-HPV39,HPV39,left,4,1618,chr12,32804636,32804596,+,39,2
reads-HPV39,HPV39,left,4,1618,chr10,133388460,133388420,+,39,2
reads-HPV39,HPV39,left,4,1618,chr2,88907185,88907226,-,38,2
reads-HPV39,HPV39,left,4,1618,chr17,66479681,66479722,-,38,2
reads-HPV39,HPV39,left,4,1618,chr11,78422788,78422828,-,39,2
reads-HPV39,HPV39,left,4,1618,chr10,98288227,98288268,-,38,2
reads-HPV39,HPV39,left,4,1618,chr8,136693600,136693564,+,36,2
reads-HPV39,HPV39,left,4,1618,chr7,21598922,21598884,+,39,3
reads-HPV39,HPV39,left,4,1618,chr5,158605517,158605477,+,39,2
reads-HPV39,HPV39,left,4,1618,chr4,104297006,104296971,+,37,4
reads-HPV39,HPV39,left,4,1618,chr15,38724855,38724815,+,39,2
reads-HPV39,HPV39,left,4,1618,chr13,89471054,89471016,+,37,2
reads-HPV39,HPV39,left,4,1618,chr11,35548199,35548159,+,38,2
reads-HPV39,HPV39,left,4,1618,chrX,85944957,85944994,-,39,4
reads-HPV39,HPV39,left,4,1618,chr6,10200580,10200620,-,39,2
reads-HPV39,HPV39,left,4,1618,chr6,73723568,73723607,-,39,3
reads-HPV39,HPV39,left,4,1618,chr4,129085690,129085730,-,39,2
reads-HPV39,HPV39,left,4,1618,chr4,107692823,107692863,-,38,2
reads-HPV39,HPV39,left,4,1618,chr17,27748916,27748956,-,40,2
reads-HPV39,HPV39,left,4,1618,chr1,113494190,113494228,-,39,2
reads-HPV39,HPV39,left,4,1618,chr1,170117189,170117224,-,38,5
reads-HPV39,HPV39,left,1,1618,chr19,6553130,6553092,+,37,1
reads-HPV39,HPV39,left,1,1618,chr18,27258800,27258762,+,37,1
reads-HPV39,HPV39,left,1,1618,chr9,88893850,88893822,+,27,1
reads-HPV39,HPV39,left,1,1618,chr5,130275234,130275204,+,29,1
reads-HPV39,HPV39,left,1,1618,chr20,48033124,48033093,+,30,1
reads-HPV39,HPV39,left,1,1618,chr2,208363364,208363333,+,30,1
reads-HPV39,HPV39,left,1,1618,chr13,99249376,99249345,+,30,1
reads-HPV39,HPV39,left,1,1618,chr11,8824536,8824505,+,30,1
reads-HPV39,HPV39,left,1,1618,chr10,130850418,130850387,+,30,1
reads-HPV39,HPV39,left,1,1618,chr10,80418350,80418319,+,30,1
reads-HPV39,HPV39,left,1,1618,chr1,162201243,162201212,+,30,1
reads-HPV39,HPV39,left,1,1618,chr8,97464141,97464172,-,30,1
reads-HPV39,HPV39,left,1,1618,chr16,5324633,5324664,-,30,1
reads-HPV39,HPV39,left,1,1618,chr1,145762836,145762866,-,29,1
