multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads-HPV39|0,reads-HPV39,HPV39,right,10,2943,chr22,28136821,28136856,+,43,14
reads-HPV39|1,reads-HPV39,HPV39,right,10,1494,chr10,72868098,72868064,-,43,13
reads-HPV39|2,reads-HPV39,HPV39,right,10,2821,chr22,44760855,44760890,+,41,13
reads-HPV39|3,reads-HPV39,HPV39,right,10,4653,chr10,88905967,88906000,+,43,13
reads-HPV39|4,reads-HPV39,HPV39,right,10,5214,chr2,102182056,102182089,+,43,13
reads-HPV39|5,reads-HPV39,HPV39,right,10,1114,chr14,94592465,94592430,-,41,12
reads-HPV39|6,reads-HPV39,HPV39,left,10,1618,chr2,42716666,42716631,+,41,12
reads-HPV39|7,reads-HPV39,HPV39,left,10,1662,chr8,84279665,84279702,-,41,12
reads-HPV39|8,reads-HPV39,HPV39,right,10,2190,chr16,61991435,61991470,+,41,12
reads-HPV39|9,reads-HPV39,HPV39,left,10,3033,chr4,21195483,21195448,+,41,12
reads-HPV39|10,reads-HPV39,HPV39,right,10,3147,chr4,90119400,90119435,+,41,12
reads-HPV39|11,reads-HPV39,HPV39,right,10,4054,chr20,19431522,19431487,-,41,12
reads-HPV39|12,reads-HPV39,HPV39,right,10,5155,chr16,87541867,87541903,+,43,12
reads-HPV39|13,reads-HPV39,HPV39,right,10,5350,chr6,85609650,85609615,-,41,12
reads-HPV39|14,reads-HPV39,HPV39,left,10,986,chr5,139603200,139603164,+,42,11
reads-HPV39|15,reads-HPV39,HPV39,right,10,2096,chr17,50935378,50935414,+,42,11
reads-HPV39|16,reads-HPV39,HPV39,left,10,2221,chr7,102525181,102525145,+,42,11
reads-HPV39|17,reads-HPV39,HPV39,left,10,3172,chr5,110316739,110316704,+,41,11
reads-HPV39|18,reads-HPV39,HPV39,right,10,7440,chr3,173063648,173063684,+,42,11
reads-HPV39|19,reads-HPV39,HPV39,left,10,869,chr20,50687127,50687158,-,42,10
reads-HPV39|20,reads-HPV39,HPV39,left,10,961,chr12,13199047,13199008,+,42,10
reads-HPV39|21,reads-HPV39,HPV39,right,10,5178,chr1,186819480,186819442,-,42,10
reads-HPV39|22,reads-HPV39,HPV39,right,10,7273,chr11,60938971,60938932,-,42,10
reads-HPV39|23,reads-HPV39,HPV39,right,10,3494,chr3,176058298,176058259,-,42,9
reads-HPV39|24,reads-HPV39,HPV39,left,10,6106,chr9,108789380,108789341,+,42,9
reads-HPV39|25,reads-HPV39,HPV39,right,10,4010,chr14,38524929,38524966,+,42,8
reads-HPV39|26,reads-HPV39,HPV39,left,10,4138,chr16,72000135,72000100,+,41,8
reads-HPV39|27,reads-HPV39,HPV39,right,10,4257,chr1,49242804,49242844,+,42,8
reads-HPV39|28,reads-HPV39,HPV39,right,10,1114,chr21,30688736,30688771,+,41,7
reads-HPV39|29,reads-HPV39,HPV39,left,10,2262,chr16,75320387,75320348,+,40,7
reads-HPV39|30,reads-HPV39,HPV39,left,10,2447,chr17,4367051,4367011,+,42,7
reads-HPV39|31,reads-HPV39,HPV39,right,10,3112,chr10,132648759,132648794,+,41,7
reads-HPV39|32,reads-HPV39,HPV39,right,10,5976,chr7,76999182,76999142,-,42,7
reads-HPV39|33,reads-HPV39,HPV39,right,10,5976,chr7,76499322,76499282,-,42,7
reads-HPV39|34,reads-HPV39,HPV39,right,10,6805,chr8,113233215,113233175,-,42,7
reads-HPV39|35,reads-HPV39,HPV39,right,10,2820,chr17,2922950,2922987,+,36,5
reads-HPV39|36,reads-HPV39,HPV39,left,10,4537,chr18,27398601,27398565,+,41,5
reads-HPV39|37,reads-HPV39,HPV39,right,10,5530,chr11,88893520,88893483,-,42,5
reads-HPV39|38,reads-HPV39,HPV39,left,10,1869,chr7,97414436,97414400,+,42,4
