multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads-HPV45|0,reads-HPV45,HPV45,left,10,3627,chr2,194531839,194531871,-,36,5
reads-HPV45|1,reads-HPV45,HPV45,left,10,3071,chr22,36753132,36753164,-,36,4
reads-HPV45|2,reads-HPV45,HPV45,right,10,3032,chr22,42188069,42188042,-,29,2
reads-HPV45|3,reads-HPV45,HPV45,right,10,5632,chr6,50410599,50410629,+,30,2
reads-HPV45|4,reads-HPV45,HPV45,right,9,3416,chr18,73440279,73440310,+,42,7
reads-HPV45|5,reads-HPV45,HPV45,left,4,1154,chrX,95448839,95448810,+,35,6
reads-HPV45|6,reads-HPV45,HPV45,left,4,1154,chrX,116597577,116597546,+,34,3
reads-HPV45|7,reads-HPV45,HPV45,left,4,1154,chrX,73462908,73462876,+,34,3
reads-HPV45|8,reads-HPV45,HPV45,left,4,1154,chr3,55193905,55193873,+,36,3
reads-HPV45|9,reads-HPV45,HPV45,left,4,1154,chr6,76851751,76851782,-,34,3
reads-HPV45|10,reads-HPV45,HPV45,left,4,1154,chrX,112177166,112177135,+,30,2
reads-HPV45|11,reads-HPV45,HPV45,left,4,1154,chrX,21534414,21534383,+,29,2
reads-HPV45|12,reads-HPV45,HPV45,left,4,1154,chrX,77835622,77835650,-,30,2
