sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads-HPV45,HPV45,left,1,1154,chrX,73462907,73462875,+,31,1
reads-HPV45,HPV45,left,1,1154,chrX,112177165,112177133,+,30,1
reads-HPV45,HPV45,left,1,1154,chr3,55193904,55193872,+,32,1
reads-HPV45,HPV45,left,0,1154,chr15,46004534,46004502,+,31,1
reads-HPV45,HPV45,left,0,1154,chr11,87238142,87238110,+,31,1
reads-HPV45,HPV45,left,0,1154,chr10,90069332,90069300,+,30,1
reads-HPV45,HPV45,left,1,1154,chr6,76851752,76851784,-,30,1
reads-HPV45,HPV45,left,4,1154,chrX,95448839,95448810,+,35,6
reads-HPV45,HPV45,left,3,1154,chr7,127890004,127889979,+,25,2
reads-HPV45,HPV45,left,3,1154,chr11,87238143,87238114,+,35,6
reads-HPV45,HPV45,left,3,1154,chr8,54057344,54057370,-,30,4
reads-HPV45,HPV45,left,3,1154,chr5,105097003,105097032,-,35,6
reads-HPV45,HPV45,left,4,1154,chrX,116597577,116597546,+,34,3
reads-HPV45,HPV45,left,4,1154,chrX,112177166,112177135,+,30,2
reads-HPV45,HPV45,left,4,1154,chrX,73462908,73462876,+,34,3
reads-HPV45,HPV45,left,4,1154,chrX,21534414,21534383,+,29,2
reads-HPV45,HPV45,left,4,1154,chr3,55193905,55193873,+,36,3
reads-HPV45,HPV45,left,3,1154,chr15,46004535,46004504,+,35,3
reads-HPV45,HPV45,left,3,1154,chr10,90069333,90069302,+,30,2
reads-HPV45,HPV45,left,4,1154,chrX,77835622,77835650,-,30,2
reads-HPV45,HPV45,left,4,1154,chr6,76851751,76851782,-,34,3
reads-HPV45,HPV45,left,3,1154,chr10,90106390,90106421,-,30,2
reads-HPV45,HPV45,left,1,1154,chrX,78252703,78252667,+,35,1
reads-HPV45,HPV45,left,1,1154,chrX,116300899,116300863,+,33,1
reads-HPV45,HPV45,left,1,1154,chr4,117203251,117203287,-,35,1
reads-HPV45,HPV45,right,1,3032,chr3,120201433,120201458,+,25,1
reads-HPV45,HPV45,right,0,3032,chr16,81878225,81878250,+,25,1
reads-HPV45,HPV45,right,0,3032,chr13,81847623,81847648,+,25,1
reads-HPV45,HPV45,right,10,3032,chr22,42188069,42188042,-,29,2
reads-HPV45,HPV45,left,7,3070,chr22,36753133,36753165,-,32,1
reads-HPV45,HPV45,left,10,3071,chr22,36753132,36753164,-,36,4
reads-HPV45,HPV45,right,9,3416,chr18,73440279,73440310,+,42,7
reads-HPV45,HPV45,right,6,3417,chr18,73440280,73440312,+,32,1
reads-HPV45,HPV45,left,6,3399,chr7,87505171,87505201,-,29,1
reads-HPV45,HPV45,left,7,3627,chr2,194531840,194531872,-,32,1
reads-HPV45,HPV45,left,10,3627,chr2,194531839,194531871,-,36,5
reads-HPV45,HPV45,right,10,5632,chr6,50410599,50410629,+,30,2
reads-HPV45,HPV45,right,7,6581,chrX,65806340,65806308,-,32,1
reads-HPV45,HPV45,right,0,7689,chrY,25442273,25442298,+,25,1
reads-HPV45,HPV45,right,1,7689,chr3,111239610,111239635,+,25,1
reads-HPV45,HPV45,right,1,7689,chr4,47328768,47328743,-,25,1
reads-HPV45,HPV45,right,1,7689,chr2,177480579,177480554,-,25,1
reads-HPV45,HPV45,right,0,7689,chr17,12263419,12263394,-,25,1
