sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads-HPV33,HPV33,left,7,327,chr2,33090660,33090628,+,32,1
reads-HPV33,HPV33,left,7,332,chr2,33090665,33090639,+,26,1
reads-HPV33,HPV33,left,10,551,chr21,43168885,43168924,-,42,4
reads-HPV33,HPV33,left,10,551,chr21,6560568,6560604,-,42,4
reads-HPV33,HPV33,left,1,733,chr13,22949043,22949081,-,38,1
reads-HPV33,HPV33,left,1,733,chr13,24371518,24371555,-,37,1
reads-HPV33,HPV33,left,10,734,chr13,22949042,22949076,-,36,4
reads-HPV33,HPV33,left,4,734,chr13,24371516,24371550,-,35,3
reads-HPV33,HPV33,left,7,736,chr13,22949042,22949079,-,37,1
reads-HPV33,HPV33,left,4,775,chr2,11383367,11383336,+,30,2
reads-HPV33,HPV33,left,4,775,chr14,93986558,93986526,+,30,2
reads-HPV33,HPV33,left,4,775,chrY,22512474,22512510,-,39,5
reads-HPV33,HPV33,left,1,775,chr5,69472441,69472469,-,27,1
reads-HPV33,HPV33,left,4,775,chr13,39441539,39441568,-,28,2
reads-HPV33,HPV33,left,4,775,chrY,23683605,23683568,+,39,3
reads-HPV33,HPV33,left,4,775,chrY,22073921,22073884,+,39,3
reads-HPV33,HPV33,left,4,775,chrY,17731123,17731087,+,34,2
reads-HPV33,HPV33,left,10,894,chr11,47220252,47220219,+,43,9
reads-HPV33,HPV33,left,7,897,chr11,47220254,47220212,+,41,1
reads-HPV33,HPV33,left,10,1258,chr4,83295823,83295856,-,36,4
reads-HPV33,HPV33,left,7,1258,chr4,83295824,83295862,-,38,1
reads-HPV33,HPV33,left,7,1260,chr4,83295823,83295860,-,37,1
reads-HPV33,HPV33,right,10,1455,chrX,123155952,123155986,+,36,4
reads-HPV33,HPV33,right,7,1453,chrX,123155952,123155989,+,37,1
reads-HPV33,HPV33,right,7,1456,chrX,123155953,123155991,+,38,1
reads-HPV33,HPV33,left,7,1431,chr1,20326660,20326622,+,37,1
