sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads-HPV31,HPV31,left,10,129,chr20,22208766,22208796,-,40,6
reads-HPV31,HPV31,left,4,129,chr7,18058503,18058468,+,35,2
reads-HPV31,HPV31,left,4,129,chr6,110073680,110073642,+,35,2
reads-HPV31,HPV31,left,4,129,chr5,115447884,115447844,+,38,3
reads-HPV31,HPV31,left,4,129,chr5,82068230,82068190,+,38,3
reads-HPV31,HPV31,left,4,129,chr2,207400336,207400298,+,36,3
reads-HPV31,HPV31,left,4,129,chr2,110627539,110627501,+,36,3
reads-HPV31,HPV31,left,4,129,chr17,21555622,21555584,+,35,3
reads-HPV31,HPV31,left,4,129,chr16,53685533,53685495,+,37,3
reads-HPV31,HPV31,left,4,129,chr14,57957121,57957081,+,37,3
reads-HPV31,HPV31,left,4,129,chr1,242868210,242868170,+,37,3
reads-HPV31,HPV31,left,4,129,chrX,114689168,114689206,-,35,2
reads-HPV31,HPV31,left,4,129,chr9,34869087,34869125,-,36,2
reads-HPV31,HPV31,left,4,129,chr8,119016357,119016397,-,38,3
reads-HPV31,HPV31,left,4,129,chr7,36254458,36254498,-,38,3
reads-HPV31,HPV31,left,4,129,chr7,109209847,109209888,-,37,3
reads-HPV31,HPV31,left,4,129,chr6,91194673,91194713,-,37,3
reads-HPV31,HPV31,left,4,129,chr5,86411059,86411099,-,38,3
reads-HPV31,HPV31,left,4,129,chr5,29536495,29536535,-,38,3
reads-HPV31,HPV31,left,4,129,chr4,75351441,75351479,-,36,3
reads-HPV31,HPV31,left,4,129,chr4,20183458,20183495,-,34,2
reads-HPV31,HPV31,left,4,129,chr3,13730727,13730767,-,38,3
reads-HPV31,HPV31,left,4,129,chr12,42833723,42833761,-,35,2
reads-HPV31,HPV31,left,4,129,chr10,130144641,130144679,-,35,3
reads-HPV31,HPV31,left,4,129,chr1,193870907,193870945,-,37,2
reads-HPV31,HPV31,left,4,129,chr1,120088758,120088796,-,37,2
reads-HPV31,HPV31,left,4,129,chr1,87253637,87253674,-,36,2
reads-HPV31,HPV31,left,4,129,chr7,36672453,36672427,+,34,3
reads-HPV31,HPV31,left,4,129,chr1,57891681,57891655,+,33,3
reads-HPV31,HPV31,left,4,129,chr1,217299488,217299513,-,33,3
reads-HPV31,HPV31,left,1,129,chrX,53964066,53964031,+,33,1
reads-HPV31,HPV31,left,1,129,chr8,30293879,30293846,+,31,1
reads-HPV31,HPV31,left,1,129,chr2,87551314,87551279,+,33,1
reads-HPV31,HPV31,left,1,129,chr2,141665755,141665722,+,31,1
reads-HPV31,HPV31,left,1,129,chr19,6833134,6833101,+,30,1
reads-HPV31,HPV31,left,1,129,chr17,4690103,4690070,+,30,1
reads-HPV31,HPV31,left,1,129,chr16,31867706,31867673,+,32,1
reads-HPV31,HPV31,left,1,129,chr13,91672911,91672878,+,30,1
reads-HPV31,HPV31,left,1,129,chr10,108946674,108946641,+,32,1
reads-HPV31,HPV31,left,1,129,chrX,65483935,65483968,-,32,1
reads-HPV31,HPV31,left,1,129,chrX,8929118,8929151,-,30,1
reads-HPV31,HPV31,left,1,129,chr8,63141604,63141639,-,33,1
reads-HPV31,HPV31,left,1,129,chr6,149006429,149006462,-,31,1
reads-HPV31,HPV31,left,1,129,chr5,12658250,12658283,-,31,1
