multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV18|0,reads_R-HPV18,HPV18,left,10,3934,chr12,121385444,121385412,+,43,18
reads_R-HPV18|1,reads_R-HPV18,HPV18,left,10,4744,chr12,72084838,72084802,+,42,18
reads_R-HPV18|2,reads_R-HPV18,HPV18,left,10,5492,chr17,66494134,66494102,+,43,18
reads_R-HPV18|3,reads_R-HPV18,HPV18,right,10,5675,chr13,49542742,49542774,+,43,18
reads_R-HPV18|4,reads_R-HPV18,HPV18,left,10,759,chr21,14904043,14904074,-,43,17
reads_R-HPV18|5,reads_R-HPV18,HPV18,left,10,5403,chr10,133010687,133010723,-,43,17
reads_R-HPV18|6,reads_R-HPV18,HPV18,left,10,923,chr6,136800592,136800555,+,43,16
reads_R-HPV18|7,reads_R-HPV18,HPV18,right,10,2700,chr2,38536197,38536159,-,43,15
reads_R-HPV18|8,reads_R-HPV18,HPV18,right,10,3541,chr11,24519812,24519844,+,43,12
reads_R-HPV18|9,reads_R-HPV18,HPV18,left,10,5344,chrX,18176644,18176609,+,43,12
reads_R-HPV18|10,reads_R-HPV18,HPV18,left,10,5699,chr1,225113636,225113669,-,43,12
reads_R-HPV18|11,reads_R-HPV18,HPV18,right,10,2095,chr1,153100809,153100775,-,42,11
reads_R-HPV18|12,reads_R-HPV18,HPV18,left,10,2181,chr10,94018329,94018290,+,43,11
reads_R-HPV18|13,reads_R-HPV18,HPV18,left,10,3104,chr19,54363107,54363140,-,43,11
reads_R-HPV18|14,reads_R-HPV18,HPV18,right,10,3277,chr21,38163012,38163045,+,41,11
reads_R-HPV18|15,reads_R-HPV18,HPV18,left,10,3334,chr21,14193504,14193538,-,43,11
reads_R-HPV18|16,reads_R-HPV18,HPV18,left,10,3470,chr19,56490359,56490398,-,43,11
reads_R-HPV18|17,reads_R-HPV18,HPV18,left,10,3731,chr14,101750461,101750494,-,41,11
reads_R-HPV18|18,reads_R-HPV18,HPV18,left,10,3978,chr19,16374284,16374252,+,43,11
reads_R-HPV18|19,reads_R-HPV18,HPV18,right,10,4533,chr15,96789407,96789439,+,41,11
reads_R-HPV18|20,reads_R-HPV18,HPV18,left,10,4868,chr15,29652020,29651987,+,41,11
reads_R-HPV18|21,reads_R-HPV18,HPV18,right,10,6379,chr21,43195066,43195034,-,41,11
