multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV18|0,reads_R-HPV18,HPV18,left,10,5110,chr17,16945691,16945658,+,43,23
reads_R-HPV18|1,reads_R-HPV18,HPV18,left,10,731,chr2,76163480,76163515,-,43,21
reads_R-HPV18|2,reads_R-HPV18,HPV18,right,10,2362,chr17,16947155,16947122,-,43,21
reads_R-HPV18|3,reads_R-HPV18,HPV18,right,10,3984,chrX,14348192,14348157,-,43,21
reads_R-HPV18|4,reads_R-HPV18,HPV18,left,10,6658,chr1,171689860,171689825,+,43,21
reads_R-HPV18|5,reads_R-HPV18,HPV18,left,10,866,chr5,68893202,68893166,+,43,20
reads_R-HPV18|6,reads_R-HPV18,HPV18,right,10,1990,chr7,72521324,72521360,+,43,20
reads_R-HPV18|7,reads_R-HPV18,HPV18,right,10,2888,chr2,100731539,100731574,+,43,20
reads_R-HPV18|8,reads_R-HPV18,HPV18,right,10,5270,chr5,141652726,141652762,+,43,20
reads_R-HPV18|9,reads_R-HPV18,HPV18,right,10,7244,chrY,4920514,4920478,-,43,20
reads_R-HPV18|10,reads_R-HPV18,HPV18,right,10,1340,chr21,32445647,32445683,+,43,17
reads_R-HPV18|11,reads_R-HPV18,HPV18,right,10,1134,chr17,559095,559059,-,43,15
reads_R-HPV18|12,reads_R-HPV18,HPV18,right,10,3925,chr1,198277529,198277495,-,42,14
reads_R-HPV18|13,reads_R-HPV18,HPV18,right,10,4318,chr17,48613753,48613724,-,36,14
reads_R-HPV18|14,reads_R-HPV18,HPV18,left,10,6768,chr20,7492834,7492870,-,43,14
reads_R-HPV18|15,reads_R-HPV18,HPV18,left,10,1963,chr15,98510653,98510687,-,43,12
reads_R-HPV18|16,reads_R-HPV18,HPV18,left,10,5856,chr21,26641133,26641099,+,43,12
reads_R-HPV18|17,reads_R-HPV18,HPV18,left,10,6360,chr14,30002188,30002224,-,43,12
reads_R-HPV18|18,reads_R-HPV18,HPV18,left,10,419,chr10,85898113,85898079,+,43,11
reads_R-HPV18|19,reads_R-HPV18,HPV18,left,10,1455,chr21,22867476,22867513,-,43,11
reads_R-HPV18|20,reads_R-HPV18,HPV18,left,10,1793,chr22,16983343,16983376,-,43,11
reads_R-HPV18|21,reads_R-HPV18,HPV18,right,10,2666,chr7,93930666,93930699,+,43,11
reads_R-HPV18|22,reads_R-HPV18,HPV18,right,10,4043,chr4,102681059,102681091,+,42,11
reads_R-HPV18|23,reads_R-HPV18,HPV18,left,10,4137,chr8,49790246,49790213,+,43,11
reads_R-HPV18|24,reads_R-HPV18,HPV18,left,10,4977,chr21,38374595,38374628,-,43,11
reads_R-HPV18|25,reads_R-HPV18,HPV18,left,10,5164,chr21,29583107,29583140,-,43,11
reads_R-HPV18|26,reads_R-HPV18,HPV18,left,10,5884,chr4,21566017,21565984,+,42,11
reads_R-HPV18|27,reads_R-HPV18,HPV18,right,10,7770,chr5,77002018,77001984,-,43,11
reads_R-HPV18|28,reads_R-HPV18,HPV18,right,10,2604,chr22,33893088,33893054,-,43,10
reads_R-HPV18|29,reads_R-HPV18,HPV18,right,10,3210,chr18,8383371,8383404,+,42,10
reads_R-HPV18|30,reads_R-HPV18,HPV18,left,10,3548,chr5,14407088,14407121,-,42,10
reads_R-HPV18|31,reads_R-HPV18,HPV18,right,10,3766,chr11,97996654,97996687,+,42,10
reads_R-HPV18|32,reads_R-HPV18,HPV18,left,10,4360,chr11,107332100,107332062,+,42,10
reads_R-HPV18|33,reads_R-HPV18,HPV18,left,10,4407,chr5,176911948,176911986,-,43,10
reads_R-HPV18|34,reads_R-HPV18,HPV18,right,10,4902,chr11,33833308,33833341,+,42,10
reads_R-HPV18|35,reads_R-HPV18,HPV18,right,10,5308,chr12,7102785,7102752,-,42,10
reads_R-HPV18|36,reads_R-HPV18,HPV18,right,10,5498,chrX,133800052,133800019,-,42,10
reads_R-HPV18|37,reads_R-HPV18,HPV18,right,10,6181,chr8,4166738,4166771,+,42,10
reads_R-HPV18|38,reads_R-HPV18,HPV18,right,10,4593,chr20,15505500,15505465,-,43,9
reads_R-HPV18|39,reads_R-HPV18,HPV18,left,10,4761,chr17,72505441,72505406,+,43,9
reads_R-HPV18|40,reads_R-HPV18,HPV18,right,10,6912,chr16,25165284,25165319,+,43,9
reads_R-HPV18|41,reads_R-HPV18,HPV18,right,10,7181,chr17,39429632,39429597,-,40,8
reads_R-HPV18|42,reads_R-HPV18,HPV18,left,10,3150,chr7,23280971,23280930,+,43,6
reads_R-HPV18|43,reads_R-HPV18,HPV18,right,10,3705,chr9,7868995,7868956,-,43,5
reads_R-HPV18|44,reads_R-HPV18,HPV18,left,10,5589,chr6,90645580,90645539,+,43,3
reads_R-HPV18|45,reads_R-HPV18,HPV18,right,4,6513,chr13,60827489,60827524,+,41,21
reads_R-HPV18|46,reads_R-HPV18,HPV18,right,4,6513,chr10,10577652,10577687,+,41,21
reads_R-HPV18|47,reads_R-HPV18,HPV18,right,4,2362,chr13,58457028,58456996,-,40,18
reads_R-HPV18|48,reads_R-HPV18,HPV18,left,4,5110,chr17,20987299,20987333,-,41,16
reads_R-HPV18|49,reads_R-HPV18,HPV18,right,4,2362,chr3,61260286,61260317,+,33,15
reads_R-HPV18|50,reads_R-HPV18,HPV18,right,4,2362,chr1,174411641,174411672,+,33,15
reads_R-HPV18|51,reads_R-HPV18,HPV18,right,4,2362,chr4,108506775,108506744,-,33,15
reads_R-HPV18|52,reads_R-HPV18,HPV18,right,4,2362,chr1,164349803,164349772,-,33,15
reads_R-HPV18|53,reads_R-HPV18,HPV18,right,4,7244,chrX,91681323,91681288,-,42,15
reads_R-HPV18|54,reads_R-HPV18,HPV18,right,4,2362,chr4,164634141,164634111,-,30,14
reads_R-HPV18|55,reads_R-HPV18,HPV18,right,4,3602,chr19,43200463,43200500,+,42,14
reads_R-HPV18|56,reads_R-HPV18,HPV18,right,4,3602,chr19,42931909,42931946,+,43,14
reads_R-HPV18|57,reads_R-HPV18,HPV18,right,4,1833,chrY,13132097,13132131,+,42,12
reads_R-HPV18|58,reads_R-HPV18,HPV18,right,4,1833,chrY,9963206,9963240,+,42,12
reads_R-HPV18|59,reads_R-HPV18,HPV18,right,4,1833,chrY,8307288,8307322,+,42,12
reads_R-HPV18|60,reads_R-HPV18,HPV18,right,4,1833,chrY,5607767,5607801,+,42,12
reads_R-HPV18|61,reads_R-HPV18,HPV18,right,4,1833,chrX,16597790,16597824,+,42,12
reads_R-HPV18|62,reads_R-HPV18,HPV18,right,4,1833,chrX,19468713,19468747,+,42,12
reads_R-HPV18|63,reads_R-HPV18,HPV18,right,4,1833,chr9,18028857,18028891,+,42,12
reads_R-HPV18|64,reads_R-HPV18,HPV18,right,4,1833,chr9,14872264,14872298,+,42,12
reads_R-HPV18|65,reads_R-HPV18,HPV18,right,4,1833,chr8,23646788,23646822,+,42,12
reads_R-HPV18|66,reads_R-HPV18,HPV18,right,4,1833,chr8,29599735,29599769,+,42,12
reads_R-HPV18|67,reads_R-HPV18,HPV18,right,4,1833,chr7,25043458,25043492,+,42,12
reads_R-HPV18|68,reads_R-HPV18,HPV18,right,4,1833,chr7,30096121,30096155,+,42,12
reads_R-HPV18|69,reads_R-HPV18,HPV18,right,4,1833,chr6,5887750,5887784,+,42,12
reads_R-HPV18|70,reads_R-HPV18,HPV18,right,4,1833,chr6,16860305,16860339,+,42,12
reads_R-HPV18|71,reads_R-HPV18,HPV18,right,4,1833,chr5,44152361,44152395,+,42,12
reads_R-HPV18|72,reads_R-HPV18,HPV18,right,4,1833,chr4,4015077,4015111,+,42,12
reads_R-HPV18|73,reads_R-HPV18,HPV18,right,4,1833,chr4,13926726,13926760,+,42,12
reads_R-HPV18|74,reads_R-HPV18,HPV18,right,4,1833,chr4,19732262,19732296,+,42,12
reads_R-HPV18|75,reads_R-HPV18,HPV18,right,4,1833,chr3,19098926,19098960,+,42,12
reads_R-HPV18|76,reads_R-HPV18,HPV18,right,4,1833,chr3,19289842,19289876,+,42,12
reads_R-HPV18|77,reads_R-HPV18,HPV18,right,4,1833,chr22,22278388,22278422,+,42,12
reads_R-HPV18|78,reads_R-HPV18,HPV18,right,4,1833,chr22,15216234,15216268,+,42,12
reads_R-HPV18|79,reads_R-HPV18,HPV18,right,4,1833,chr20,5277789,5277823,+,42,12
reads_R-HPV18|80,reads_R-HPV18,HPV18,right,4,1833,chr20,12444718,12444752,+,42,12
reads_R-HPV18|81,reads_R-HPV18,HPV18,right,4,1833,chr20,54812450,54812484,+,42,12
reads_R-HPV18|82,reads_R-HPV18,HPV18,right,4,1833,chr20,28777914,28777948,+,42,12
reads_R-HPV18|83,reads_R-HPV18,HPV18,right,4,1833,chr20,22989186,22989220,+,42,12
reads_R-HPV18|84,reads_R-HPV18,HPV18,right,4,1833,chr20,21747264,21747298,+,42,12
reads_R-HPV18|85,reads_R-HPV18,HPV18,right,4,1833,chr2,51852339,51852373,+,42,12
reads_R-HPV18|86,reads_R-HPV18,HPV18,right,4,1833,chr19,46039488,46039522,+,42,12
reads_R-HPV18|87,reads_R-HPV18,HPV18,right,4,1833,chr18,30023444,30023478,+,42,12
reads_R-HPV18|88,reads_R-HPV18,HPV18,right,4,1833,chr18,28418137,28418171,+,42,12
reads_R-HPV18|89,reads_R-HPV18,HPV18,right,4,1833,chr18,24712413,24712447,+,42,12
reads_R-HPV18|90,reads_R-HPV18,HPV18,right,4,1833,chr18,14819959,14819993,+,42,12
reads_R-HPV18|91,reads_R-HPV18,HPV18,right,4,1833,chr17,70546410,70546444,+,42,12
reads_R-HPV18|92,reads_R-HPV18,HPV18,right,4,1833,chr17,32679856,32679890,+,41,12
reads_R-HPV18|93,reads_R-HPV18,HPV18,right,4,1833,chr16,48770172,48770206,+,42,12
reads_R-HPV18|94,reads_R-HPV18,HPV18,right,4,1833,chr15,56576223,56576257,+,42,12
reads_R-HPV18|95,reads_R-HPV18,HPV18,right,4,1833,chr15,56136212,56136246,+,42,12
reads_R-HPV18|96,reads_R-HPV18,HPV18,right,4,1833,chr15,49834818,49834852,+,42,12
reads_R-HPV18|97,reads_R-HPV18,HPV18,right,4,1833,chr14,44643357,44643391,+,42,12
reads_R-HPV18|98,reads_R-HPV18,HPV18,right,4,1833,chr12,41667901,41667935,+,42,12
reads_R-HPV18|99,reads_R-HPV18,HPV18,right,4,1833,chr11,6950328,6950362,+,42,12
reads_R-HPV18|100,reads_R-HPV18,HPV18,right,4,1833,chr11,7325208,7325242,+,42,12
reads_R-HPV18|101,reads_R-HPV18,HPV18,right,4,1833,chr11,20690879,20690913,+,42,12
reads_R-HPV18|102,reads_R-HPV18,HPV18,right,4,1833,chr10,10692605,10692639,+,42,12
reads_R-HPV18|103,reads_R-HPV18,HPV18,right,4,1833,chr10,15917330,15917364,+,42,12
reads_R-HPV18|104,reads_R-HPV18,HPV18,right,4,1833,chr10,18032245,18032279,+,42,12
reads_R-HPV18|105,reads_R-HPV18,HPV18,right,4,1833,chr10,20335436,20335470,+,42,12
reads_R-HPV18|106,reads_R-HPV18,HPV18,right,4,1833,chr10,20527309,20527343,+,42,12
reads_R-HPV18|107,reads_R-HPV18,HPV18,right,4,1833,chr10,39467857,39467891,+,42,12
reads_R-HPV18|108,reads_R-HPV18,HPV18,right,4,1833,chr10,39606281,39606315,+,42,12
reads_R-HPV18|109,reads_R-HPV18,HPV18,right,4,1833,chr1,14030071,14030105,+,42,12
reads_R-HPV18|110,reads_R-HPV18,HPV18,right,4,1833,chr1,58270619,58270653,+,42,12
reads_R-HPV18|111,reads_R-HPV18,HPV18,right,4,1833,chr1,65546404,65546438,+,42,12
reads_R-HPV18|112,reads_R-HPV18,HPV18,right,4,1833,chrY,26290583,26290549,-,42,12
reads_R-HPV18|113,reads_R-HPV18,HPV18,right,4,1833,chrY,22600589,22600555,-,43,12
reads_R-HPV18|114,reads_R-HPV18,HPV18,right,4,1833,chrX,20723164,20723130,-,42,12
reads_R-HPV18|115,reads_R-HPV18,HPV18,right,4,1833,chrX,27226881,27226847,-,42,12
reads_R-HPV18|116,reads_R-HPV18,HPV18,right,4,1833,chrX,31535053,31535019,-,42,12
