multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV68|0,reads_R-HPV68,HPV68,left,10,280,chr10,927322,927292,+,37,11
reads_R-HPV68|1,reads_R-HPV68,HPV68,right,10,2030,chr12,16971655,16971624,-,37,7
reads_R-HPV68|2,reads_R-HPV68,HPV68,right,10,1047,chr14,65999701,65999732,+,32,3
reads_R-HPV68|3,reads_R-HPV68,HPV68,right,10,6215,chr10,104609164,104609196,+,36,3
reads_R-HPV68|4,reads_R-HPV68,HPV68,right,9,1338,chr19,20933892,20933861,-,33,2
reads_R-HPV68|5,reads_R-HPV68,HPV68,right,9,4679,chr13,103616562,103616530,-,36,2
reads_R-HPV68|6,reads_R-HPV68,HPV68,left,4,4852,chr5,47085222,47085250,-,40,8
reads_R-HPV68|7,reads_R-HPV68,HPV68,left,4,4852,chr5,46360721,46360749,-,39,8
reads_R-HPV68|8,reads_R-HPV68,HPV68,left,4,4852,chr5,47083686,47083714,-,41,8
reads_R-HPV68|9,reads_R-HPV68,HPV68,left,4,4852,chr3,90422992,90423020,-,40,8
reads_R-HPV68|10,reads_R-HPV68,HPV68,left,4,4852,chr3,90453748,90453776,-,40,8
reads_R-HPV68|11,reads_R-HPV68,HPV68,left,4,4852,chr3,90461072,90461100,-,40,8
reads_R-HPV68|12,reads_R-HPV68,HPV68,left,4,4852,chr3,90469093,90469121,-,40,8
reads_R-HPV68|13,reads_R-HPV68,HPV68,left,4,4852,chr3,90424866,90424894,-,39,8
reads_R-HPV68|14,reads_R-HPV68,HPV68,left,4,4852,chrX,62524440,62524468,-,39,7
reads_R-HPV68|15,reads_R-HPV68,HPV68,left,4,4852,chr5,46345893,46345921,-,39,7
reads_R-HPV68|16,reads_R-HPV68,HPV68,left,4,4852,chr3,90428156,90428184,-,40,7
reads_R-HPV68|17,reads_R-HPV68,HPV68,left,4,4852,chr12,37363182,37363210,-,39,7
reads_R-HPV68|18,reads_R-HPV68,HPV68,left,4,4852,chr10,39433096,39433124,-,39,7
reads_R-HPV68|19,reads_R-HPV68,HPV68,left,4,4852,chr5,46362388,46362415,-,39,6
reads_R-HPV68|20,reads_R-HPV68,HPV68,left,4,4852,chr15,19799935,19799962,-,39,6
reads_R-HPV68|21,reads_R-HPV68,HPV68,left,4,4852,chr1,121613129,121613157,-,39,6
reads_R-HPV68|22,reads_R-HPV68,HPV68,left,4,4852,chr1,121626689,121626717,-,39,6
reads_R-HPV68|23,reads_R-HPV68,HPV68,left,4,4852,chr1,121638571,121638599,-,39,6
reads_R-HPV68|24,reads_R-HPV68,HPV68,left,4,4852,chr1,121640440,121640468,-,39,6
