multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV35|0,reads_R-HPV35,HPV35,left,10,3034,chr10,75585410,75585443,-,43,21
reads_R-HPV35|1,reads_R-HPV35,HPV35,right,10,2784,chr3,110302117,110302083,-,43,17
reads_R-HPV35|2,reads_R-HPV35,HPV35,right,10,3766,chr10,71492346,71492311,-,43,16
reads_R-HPV35|3,reads_R-HPV35,HPV35,right,10,3913,chr17,75265633,75265598,-,43,16
reads_R-HPV35|4,reads_R-HPV35,HPV35,left,10,6317,chr10,74585302,74585267,+,43,16
reads_R-HPV35|5,reads_R-HPV35,HPV35,left,10,6462,chr4,2405225,2405260,-,43,16
reads_R-HPV35|6,reads_R-HPV35,HPV35,right,10,6513,chr4,109657890,109657855,-,43,16
reads_R-HPV35|7,reads_R-HPV35,HPV35,right,10,4699,chr17,30316976,30316941,-,43,15
reads_R-HPV35|8,reads_R-HPV35,HPV35,left,10,5588,chr20,57464070,57464105,-,43,15
reads_R-HPV35|9,reads_R-HPV35,HPV35,right,10,7224,chr6,151781147,151781110,-,43,14
reads_R-HPV35|10,reads_R-HPV35,HPV35,right,10,2978,chr2,203344614,203344581,-,43,12
reads_R-HPV35|11,reads_R-HPV35,HPV35,left,10,1434,chr17,30559366,30559332,+,42,11
reads_R-HPV35|12,reads_R-HPV35,HPV35,right,10,2209,chr12,28928561,28928532,-,43,11
reads_R-HPV35|13,reads_R-HPV35,HPV35,left,10,3226,chr19,53833678,53833712,-,42,11
reads_R-HPV35|14,reads_R-HPV35,HPV35,left,10,4066,chr5,66048037,66048066,-,43,11
reads_R-HPV35|15,reads_R-HPV35,HPV35,left,10,5151,chr7,137684550,137684516,+,42,11
reads_R-HPV35|16,reads_R-HPV35,HPV35,left,10,6197,chr1,232494408,232494374,+,42,11
reads_R-HPV35|17,reads_R-HPV35,HPV35,right,10,7307,chr18,79562155,79562126,-,43,11
reads_R-HPV35|18,reads_R-HPV35,HPV35,right,10,7526,chr4,144766656,144766691,+,43,11
reads_R-HPV35|19,reads_R-HPV35,HPV35,left,10,253,chr5,169598591,169598621,-,43,10
reads_R-HPV35|20,reads_R-HPV35,HPV35,right,10,2071,chrX,33618577,33618542,-,41,10
reads_R-HPV35|21,reads_R-HPV35,HPV35,right,10,2615,chr18,58996125,58996090,-,41,10
reads_R-HPV35|22,reads_R-HPV35,HPV35,left,10,2815,chr17,76346946,76346912,+,42,10
reads_R-HPV35|23,reads_R-HPV35,HPV35,right,10,3609,chrX,110217367,110217402,+,42,10
reads_R-HPV35|24,reads_R-HPV35,HPV35,left,10,2919,chr3,161496875,161496844,+,43,9
reads_R-HPV35|25,reads_R-HPV35,HPV35,left,10,336,chr16,6338143,6338108,+,42,8
reads_R-HPV35|26,reads_R-HPV35,HPV35,right,10,2561,chr13,29912000,29911965,-,42,8
reads_R-HPV35|27,reads_R-HPV35,HPV35,left,10,2732,chr5,118608141,118608176,-,42,8
reads_R-HPV35|28,reads_R-HPV35,HPV35,right,10,3886,chr2,14004261,14004292,+,43,8
reads_R-HPV35|29,reads_R-HPV35,HPV35,left,10,6802,chr6,149792496,149792458,+,42,8
reads_R-HPV35|30,reads_R-HPV35,HPV35,right,10,7437,chr4,100945134,100945102,-,43,8
reads_R-HPV35|31,reads_R-HPV35,HPV35,right,10,1087,chr3,164643470,164643509,+,42,7
reads_R-HPV35|32,reads_R-HPV35,HPV35,right,10,1809,chr4,68081231,68081192,-,42,7
reads_R-HPV35|33,reads_R-HPV35,HPV35,right,10,2496,chr9,11387816,11387844,+,35,7
reads_R-HPV35|34,reads_R-HPV35,HPV35,left,10,3663,chr1,63672934,63672966,-,43,7
reads_R-HPV35|35,reads_R-HPV35,HPV35,left,10,4751,chr3,184105066,184105104,-,41,7
reads_R-HPV35|36,reads_R-HPV35,HPV35,right,10,5034,chr11,119197054,119197015,-,42,7
reads_R-HPV35|37,reads_R-HPV35,HPV35,left,10,5072,chr22,36284678,36284717,-,42,7
reads_R-HPV35|38,reads_R-HPV35,HPV35,left,10,2417,chrY,13083603,13083562,+,43,6
reads_R-HPV35|39,reads_R-HPV35,HPV35,right,10,5202,chr22,50140701,50140669,-,43,6
reads_R-HPV35|40,reads_R-HPV35,HPV35,right,4,7685,chr9,3561534,3561563,+,42,11
reads_R-HPV35|41,reads_R-HPV35,HPV35,right,4,7685,chr2,148312293,148312322,+,42,11
reads_R-HPV35|42,reads_R-HPV35,HPV35,right,4,7685,chr5,93691546,93691517,-,42,11
reads_R-HPV35|43,reads_R-HPV35,HPV35,right,4,7685,chr20,3523435,3523406,-,42,11
reads_R-HPV35|44,reads_R-HPV35,HPV35,right,4,7685,chr11,76482770,76482741,-,42,11
reads_R-HPV35|45,reads_R-HPV35,HPV35,left,4,3481,chr16,87597432,87597460,-,35,10
reads_R-HPV35|46,reads_R-HPV35,HPV35,right,4,4942,chr3,75660160,75660126,-,42,10
reads_R-HPV35|47,reads_R-HPV35,HPV35,right,4,6850,chr6,121501148,121501176,+,35,10
reads_R-HPV35|48,reads_R-HPV35,HPV35,right,4,6850,chr3,150717346,150717374,+,35,10
reads_R-HPV35|49,reads_R-HPV35,HPV35,right,4,6850,chr16,11216886,11216914,+,34,10
reads_R-HPV35|50,reads_R-HPV35,HPV35,right,4,6850,chr1,231024672,231024700,+,35,10
reads_R-HPV35|51,reads_R-HPV35,HPV35,right,4,6850,chr7,100227225,100227252,+,29,9
reads_R-HPV35|52,reads_R-HPV35,HPV35,left,4,3358,chr16,20602327,20602292,+,42,8
reads_R-HPV35|53,reads_R-HPV35,HPV35,left,4,3358,chr16,20421371,20421406,-,42,8
reads_R-HPV35|54,reads_R-HPV35,HPV35,right,4,7685,chr5,9938280,9938250,-,40,8
reads_R-HPV35|55,reads_R-HPV35,HPV35,right,4,7685,chr18,8648248,8648216,-,42,8
reads_R-HPV35|56,reads_R-HPV35,HPV35,left,4,3481,chr16,82997158,82997132,+,30,7
reads_R-HPV35|57,reads_R-HPV35,HPV35,left,4,3481,chr12,130247999,130247973,+,30,7
reads_R-HPV35|58,reads_R-HPV35,HPV35,left,4,3481,chr12,132463895,132463921,-,30,7
reads_R-HPV35|59,reads_R-HPV35,HPV35,left,4,3481,chr11,69291704,69291733,-,40,7
reads_R-HPV35|60,reads_R-HPV35,HPV35,left,4,3481,chr10,15149517,15149547,-,34,7
reads_R-HPV35|61,reads_R-HPV35,HPV35,right,4,4942,chr10,133636272,133636307,+,41,7
reads_R-HPV35|62,reads_R-HPV35,HPV35,right,4,7685,chrX,107958527,107958559,+,42,7
reads_R-HPV35|63,reads_R-HPV35,HPV35,right,4,7685,chrX,43926438,43926470,+,41,7
reads_R-HPV35|64,reads_R-HPV35,HPV35,right,4,7685,chr7,108216556,108216588,+,40,7
reads_R-HPV35|65,reads_R-HPV35,HPV35,right,4,7685,chr6,170340133,170340165,+,41,7
reads_R-HPV35|66,reads_R-HPV35,HPV35,right,4,7685,chr3,25361122,25361154,+,39,7
reads_R-HPV35|67,reads_R-HPV35,HPV35,right,4,7685,chr3,170620282,170620314,+,41,7
reads_R-HPV35|68,reads_R-HPV35,HPV35,right,4,7685,chr2,2376072,2376104,+,41,7
reads_R-HPV35|69,reads_R-HPV35,HPV35,right,4,7685,chr2,232036162,232036194,+,41,7
reads_R-HPV35|70,reads_R-HPV35,HPV35,right,4,7685,chr18,45476624,45476656,+,41,7
reads_R-HPV35|71,reads_R-HPV35,HPV35,right,4,7685,chr15,20199473,20199505,+,41,7
reads_R-HPV35|72,reads_R-HPV35,HPV35,right,4,7685,chr14,31667193,31667225,+,41,7
reads_R-HPV35|73,reads_R-HPV35,HPV35,right,4,7685,chr11,58875934,58875966,+,41,7
reads_R-HPV35|74,reads_R-HPV35,HPV35,right,4,7685,chr10,116937806,116937838,+,41,7
reads_R-HPV35|75,reads_R-HPV35,HPV35,right,4,7685,chr10,67501607,67501639,+,41,7
reads_R-HPV35|76,reads_R-HPV35,HPV35,right,4,7685,chr1,200801575,200801607,+,41,7
reads_R-HPV35|77,reads_R-HPV35,HPV35,right,4,7685,chr1,115638112,115638144,+,41,7
reads_R-HPV35|78,reads_R-HPV35,HPV35,right,4,7685,chrX,28456707,28456675,-,41,7
reads_R-HPV35|79,reads_R-HPV35,HPV35,right,4,7685,chrX,57856507,57856475,-,41,7
reads_R-HPV35|80,reads_R-HPV35,HPV35,right,4,7685,chr8,34299092,34299060,-,41,7
reads_R-HPV35|81,reads_R-HPV35,HPV35,right,4,7685,chr8,2338405,2338374,-,40,7
reads_R-HPV35|82,reads_R-HPV35,HPV35,right,4,7685,chr6,133616103,133616071,-,41,7
reads_R-HPV35|83,reads_R-HPV35,HPV35,right,4,7685,chr6,145179466,145179434,-,41,7
reads_R-HPV35|84,reads_R-HPV35,HPV35,right,4,7685,chr5,52158210,52158178,-,41,7
reads_R-HPV35|85,reads_R-HPV35,HPV35,right,4,7685,chr4,141164323,141164291,-,41,7
reads_R-HPV35|86,reads_R-HPV35,HPV35,right,4,7685,chr4,113853656,113853624,-,41,7
reads_R-HPV35|87,reads_R-HPV35,HPV35,right,4,7685,chr3,4072853,4072821,-,41,7
reads_R-HPV35|88,reads_R-HPV35,HPV35,right,4,7685,chr3,146726990,146726958,-,41,7
reads_R-HPV35|89,reads_R-HPV35,HPV35,right,4,7685,chr20,21415355,21415323,-,41,7
reads_R-HPV35|90,reads_R-HPV35,HPV35,right,4,7685,chr14,49063283,49063251,-,41,7
reads_R-HPV35|91,reads_R-HPV35,HPV35,right,4,7685,chr13,83755895,83755863,-,41,7
reads_R-HPV35|92,reads_R-HPV35,HPV35,right,4,7685,chr13,56764656,56764624,-,40,7
reads_R-HPV35|93,reads_R-HPV35,HPV35,right,4,7685,chr12,83900292,83900260,-,41,7
reads_R-HPV35|94,reads_R-HPV35,HPV35,right,4,7685,chr11,31182111,31182079,-,41,7
reads_R-HPV35|95,reads_R-HPV35,HPV35,right,4,7685,chr11,19413443,19413411,-,41,7
