sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV18,HPV18,right,7,1221,chr7,106401823,106401794,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr5,47084311,47084340,+,28,1
reads_R-HPV18,HPV18,right,0,1614,chr22,11244416,11244445,+,29,1
reads_R-HPV18,HPV18,right,0,1614,chr22,12371288,12371317,+,27,1
reads_R-HPV18,HPV18,right,0,1614,chr20,29291713,29291742,+,29,1
reads_R-HPV18,HPV18,right,0,1614,chr19,27359044,27359073,+,28,1
reads_R-HPV18,HPV18,right,0,1614,chr11,48784820,48784849,+,29,1
reads_R-HPV18,HPV18,right,0,1614,KI270757.1,65674,65703,+,29,1
reads_R-HPV18,HPV18,right,0,1614,KI270579.1,15373,15402,+,27,1
reads_R-HPV18,HPV18,right,0,1614,KI270519.1,133975,134004,+,29,1
reads_R-HPV18,HPV18,right,0,1614,GL000208.1,4938,4967,+,28,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28654081,28654052,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28656079,28656050,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28657952,28657923,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28659824,28659795,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28663569,28663540,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28665441,28665412,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28667313,28667284,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28671060,28671031,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28672933,28672904,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28674805,28674776,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28680422,28680393,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28682527,28682498,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28690283,28690254,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28694028,28693999,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28697212,28697183,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr20,28699356,28699327,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr15,17022492,17022463,-,28,1
reads_R-HPV18,HPV18,right,0,1614,chr14,16062751,16062722,-,29,1
reads_R-HPV18,HPV18,right,1,1614,chr12,37833964,37833935,-,29,1
reads_R-HPV18,HPV18,right,0,1614,chr11,48861013,48860985,-,28,1
reads_R-HPV18,HPV18,right,0,1614,KI270435.1,37086,37057,-,29,1
reads_R-HPV18,HPV18,left,3,2742,chr21,7767184,7767153,+,32,2
reads_R-HPV18,HPV18,left,3,2742,chr2,48208442,48208409,+,35,3
reads_R-HPV18,HPV18,left,3,2742,chrY,1694323,1694356,-,36,3
reads_R-HPV18,HPV18,left,3,2742,chrX,1694323,1694356,-,36,3
reads_R-HPV18,HPV18,left,3,2742,chr8,126515140,126515173,-,36,3
reads_R-HPV18,HPV18,left,3,2742,chr3,190324336,190324369,-,35,3
reads_R-HPV18,HPV18,left,3,2742,chr16,29103023,29103056,-,35,3
reads_R-HPV18,HPV18,left,0,2742,chr2,88457415,88457379,+,36,1
reads_R-HPV18,HPV18,left,0,2742,chr1,182480619,182480583,+,35,1
reads_R-HPV18,HPV18,left,0,2742,chr1,24860541,24860505,+,34,1
reads_R-HPV18,HPV18,left,0,2742,chrX,39389656,39389692,-,36,1
reads_R-HPV18,HPV18,left,3,2742,chrX,54525225,54525256,-,33,2
reads_R-HPV18,HPV18,left,0,2742,chrX,82865719,82865751,-,31,1
reads_R-HPV18,HPV18,left,1,2742,chr7,6039790,6039826,-,35,1
reads_R-HPV18,HPV18,left,1,2742,chr7,74867593,74867629,-,34,1
reads_R-HPV18,HPV18,left,0,2742,chr6,55258904,55258940,-,36,1
reads_R-HPV18,HPV18,left,0,2742,chr6,14858445,14858481,-,36,1
reads_R-HPV18,HPV18,left,0,2742,chr3,141956405,141956441,-,35,1
reads_R-HPV18,HPV18,left,0,2742,chr18,21229701,21229737,-,34,1
reads_R-HPV18,HPV18,left,1,2742,chr12,55866292,55866328,-,35,1
reads_R-HPV18,HPV18,left,0,2742,chr10,23267762,23267795,-,32,1
reads_R-HPV18,HPV18,left,0,2742,chr10,83281452,83281485,-,31,1
reads_R-HPV18,HPV18,left,7,2791,chr7,46811646,46811619,+,27,1
reads_R-HPV18,HPV18,right,6,4906,chr17,82240828,82240854,+,26,1
