sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV39,HPV39,left,10,234,chr11,8585747,8585709,+,35,3
reads_R-HPV39,HPV39,left,10,458,chr5,74951048,74951012,+,42,10
reads_R-HPV39,HPV39,left,4,802,chrX,65239048,65239007,+,40,5
reads_R-HPV39,HPV39,left,4,802,chr7,53010469,53010428,+,39,5
reads_R-HPV39,HPV39,left,4,802,chr6,143910430,143910390,+,40,10
reads_R-HPV39,HPV39,left,4,802,chr5,110070417,110070376,+,39,5
reads_R-HPV39,HPV39,left,4,802,chr20,22886859,22886818,+,39,5
reads_R-HPV39,HPV39,left,4,802,chr2,226589554,226589517,+,40,12
reads_R-HPV39,HPV39,left,4,802,chr2,51191695,51191658,+,40,12
reads_R-HPV39,HPV39,left,4,802,chr18,9164862,9164824,+,39,10
reads_R-HPV39,HPV39,left,4,802,chrX,147829506,147829542,-,38,10
reads_R-HPV39,HPV39,left,4,802,chr9,122770225,122770261,-,40,13
reads_R-HPV39,HPV39,left,4,802,chr8,88305488,88305527,-,36,9
reads_R-HPV39,HPV39,left,10,802,chr5,19117186,19117222,-,43,16
reads_R-HPV39,HPV39,left,4,802,chr3,98909170,98909206,-,35,10
reads_R-HPV39,HPV39,left,4,802,chr21,35883547,35883583,-,40,13
reads_R-HPV39,HPV39,left,4,802,chr14,79956257,79956294,-,40,12
reads_R-HPV39,HPV39,left,4,802,chr12,33816647,33816684,-,40,12
reads_R-HPV39,HPV39,left,4,802,chr10,109598550,109598587,-,40,12
reads_R-HPV39,HPV39,left,4,802,chr14,43092561,43092522,+,36,2
reads_R-HPV39,HPV39,left,1,802,chr3,140658634,140658661,-,26,1
reads_R-HPV39,HPV39,left,1,802,chr2,184819113,184819140,-,26,1
reads_R-HPV39,HPV39,left,10,874,chr12,66767075,66767036,+,43,12
reads_R-HPV39,HPV39,left,10,1101,chrY,13466830,13466792,+,43,9
reads_R-HPV39,HPV39,right,10,1221,chr17,3895590,3895554,-,43,16
reads_R-HPV39,HPV39,right,10,1254,chr2,176059371,176059405,+,42,10
reads_R-HPV39,HPV39,left,10,1464,chr5,25824174,25824139,+,43,18
reads_R-HPV39,HPV39,left,10,1725,chr5,96163273,96163236,+,43,10
reads_R-HPV39,HPV39,right,10,1859,chr15,88214789,88214830,+,43,10
reads_R-HPV39,HPV39,left,10,2013,chr5,112315261,112315220,+,43,8
reads_R-HPV39,HPV39,left,10,2106,chr1,80549550,80549588,-,41,10
reads_R-HPV39,HPV39,right,4,2369,chrY,5779838,5779877,+,43,12
reads_R-HPV39,HPV39,right,4,2369,chrY,6178117,6178144,+,28,2
reads_R-HPV39,HPV39,right,4,2369,chrY,14155536,14155573,+,40,10
reads_R-HPV39,HPV39,right,1,2369,chrY,16768121,16768147,+,26,1
reads_R-HPV39,HPV39,right,1,2369,chrY,19288848,19288874,+,26,1
reads_R-HPV39,HPV39,right,4,2369,chrY,20429695,20429723,+,34,3
reads_R-HPV39,HPV39,right,4,2369,chrY,22194762,22194801,+,43,12
reads_R-HPV39,HPV39,right,4,2369,chrY,22925823,22925862,+,43,12
reads_R-HPV39,HPV39,right,4,2369,chrY,24327905,24327932,+,28,2
