LIB	Chr	Human Pos	Sign	Viral Sign	Viral Pos	Read Count	Split Reads	Uniquely Mapped Reads	Multiply Mapped Reads	Rank1 Hits
/cromwell_root	20	55785384	+	-	1399	188	188	2	193	0	193	0	-7.49022e+19
/cromwell_root	21	28388124	+	+	1245	212	212	3	218	1	218	0	7e-29
/cromwell_root	21	31036411	+	-	4625	227	227	6	236	0	236	0	-3.77033e-08
/cromwell_root	19	14533123	+	-	4771	219	219	1	72	148	220	0	7e-29
/cromwell_root	19	16423679	+	+	3545	208	208	6	104	112	216	0	-5.69757e+15
/cromwell_root	22	22105340	+	-	4273	182	182	9	41	149	187	0	-6.81231e+07
/cromwell_root	6	7039790	+	-	1657	209	209	0	19	190	207	-0	-3.666e+34
/cromwell_root	6	20652750	+	-	3161	213	213	0	213	0	213	0	7e-29
/cromwell_root	3	78858827	+	-	4479	172	172	7	66	114	180	0	4.98999e-31
/cromwell_root	3	193846855	+	-	7428	148	148	9	156	0	156	0	-3.31981e-37
/cromwell_root	11	77860578	+	+	4146	173	173	0	22	151	173	0	7e-29
/cromwell_root	11	103629121	+	+	2331	194	194	2	62	142	204	-0	-5.27077e+33
/cromwell_root	17	3800311	+	+	6670	172	172	2	65	112	161	0	7e-29
/cromwell_root	17	16016593	+	-	2304	185	185	0	169	16	185	0	7e-29
/cromwell_root	17	78025822	+	-	3770	217	217	9	166	59	225	0	7e-29
/cromwell_root	7	123030405	+	-	6084	189	189	2	193	1	193	0	2.38652e-38
/cromwell_root	12	22480158	+	+	2671	211	211	3	223	0	223	-0	-1.19487e+22
/cromwell_root	12	42696354	+	-	6036	229	229	4	206	30	236	0	7e-29
/cromwell_root	12	77348753	+	-	4690	232	232	5	84	158	241	0	7e-29
/cromwell_root	16	81004377	+	-	1365	226	226	3	96	138	233	0	7e-29
/cromwell_root	4	19279122	+	?	0	1	1	0	1	1	0	1e-40	2e-20
/cromwell_root	5	94680994	+	?	0	1	1	0	1	1	0	1e-40	8e-24
/cromwell_root	1	28168021	+	-	1606	1	1	0	0	1	1	1e-40	1e-22
/cromwell_root	1	100067689	+	-	2102	220	220	3	50	179	213	0	-1.07624e+38
/cromwell_root	2	1894279	-	-	7183	156	156	2	163	0	163	0	7e-29
/cromwell_root	18	53387517	-	-	5799	189	189	2	192	2	192	0	-6.10949e-36
/cromwell_root	18	64850323	-	-	5734	192	192	2	193	6	193	0	7e-29
/cromwell_root	9	70503507	-	-	2151	226	226	3	175	59	234	-0	-4.62376e-05
/cromwell_root	3	109100171	-	?	0	1	1	0	1	1	0	1e-40	6e-20
/cromwell_root	8	65597197	-	-	7279	164	164	4	172	0	172	0	7e-29
/cromwell_root	8	125480602	-	-	6891	1	1	0	0	1	1	1e-40	2e-10
/cromwell_root	12	92435320	-	+	3816	187	187	6	194	1	195	0	7e-29
/cromwell_root	12	123210961	-	?	0	1	1	0	1	1	0	1e-40	8e-24
/cromwell_root	7	144461928	-	+	4008	197	197	5	203	2	203	0	7e-29
/cromwell_root	7	155060556	-	-	6854	221	221	9	229	0	229	0	-2.10418e-07
/cromwell_root	4	66851501	-	+	3485	172	172	2	177	0	177	0	7e-29
/cromwell_root	4	179026458	-	-	2034	183	183	2	187	1	187	0	7e-29
/cromwell_root	10	76289876	-	+	2979	220	220	9	226	2	227	-0	-3.19282e+26
/cromwell_root	10	105261461	-	-	3803	218	218	0	198	20	218	-0	-0.00018495
/cromwell_root	6	83750758	-	?	0	1	1	0	1	1	0	1e-40	2e-09
/cromwell_root	6	95165036	-	+	1596	1	1	0	1	0	1	1e-40	2e-05
/cromwell_root	11	77923745	-	-	6941	1	1	0	0	1	1	1e-40	3e-13
/cromwell_root	11	116916029	-	+	3174	189	189	2	192	2	194	-0	-3.28578e-23
/cromwell_root	17	44779591	-	-	7139	222	222	10	231	0	231	0	7e-29
/cromwell_root	15	85780686	-	-	7329	155	155	9	134	29	163	0	7e-29
/cromwell_root	5	129293868	-	-	7624	192	192	12	121	79	194	0	7e-29
/cromwell_root	14	26472167	-	-	5985	210	210	3	217	0	217	0	7e-29
/cromwell_root	14	75479926	-	+	4519	226	226	3	234	0	234	0	-3.28442e+33
/cromwell_root	1	24063040	-	-	1142	189	189	2	194	0	194	0	7e-29
/cromwell_root	1	155808640	-	+	1301	220	220	1	78	146	224	0	-7.92273e+09
/cromwell_root	X	33442730	-	+	5830	1	1	0	0	1	1	1e-40	3e-28
/cromwell_root	X	71839410	-	+	7283	203	203	0	0	211	152	0	-5.768e-15
/cromwell_root	X	87590594	-	-	3615	188	188	2	144	49	193	0	-8.81912e-11
/cromwell_root	X	118818302	-	?	0	1	1	0	1	1	0	1e-40	8e-24
