multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV33|0,reads_R-HPV33,HPV33,right,10,1053,chr6,62015021,62014982,-,41,9
reads_R-HPV33|1,reads_R-HPV33,HPV33,right,10,2732,chr8,96438245,96438206,-,41,9
reads_R-HPV33|2,reads_R-HPV33,HPV33,left,10,2881,chr11,104343694,104343659,+,41,9
reads_R-HPV33|3,reads_R-HPV33,HPV33,right,10,3823,chr1,111310600,111310562,-,40,9
reads_R-HPV33|4,reads_R-HPV33,HPV33,right,10,3990,chr4,24567653,24567691,+,40,9
reads_R-HPV33|5,reads_R-HPV33,HPV33,left,10,1672,chr17,27279062,27279025,+,41,8
reads_R-HPV33|6,reads_R-HPV33,HPV33,left,10,3142,chr3,15008084,15008121,-,41,8
reads_R-HPV33|7,reads_R-HPV33,HPV33,right,10,3649,chr2,138702901,138702864,-,41,8
reads_R-HPV33|8,reads_R-HPV33,HPV33,right,10,4920,chr1,210143387,210143424,+,41,8
reads_R-HPV33|9,reads_R-HPV33,HPV33,left,10,6041,chr6,42185098,42185135,-,41,8
reads_R-HPV33|10,reads_R-HPV33,HPV33,left,10,586,chr9,80456189,80456158,+,37,7
reads_R-HPV33|11,reads_R-HPV33,HPV33,left,10,717,chr20,5497631,5497666,-,41,7
reads_R-HPV33|12,reads_R-HPV33,HPV33,right,10,1270,chr10,31940205,31940169,-,41,7
reads_R-HPV33|13,reads_R-HPV33,HPV33,right,10,1536,chr14,93529570,93529537,-,41,7
reads_R-HPV33|14,reads_R-HPV33,HPV33,right,10,3738,chr6,100619032,100619065,+,41,7
reads_R-HPV33|15,reads_R-HPV33,HPV33,left,10,4652,chr20,40073151,40073183,-,41,7
reads_R-HPV33|16,reads_R-HPV33,HPV33,right,10,5789,chr19,1611971,1612004,+,41,7
reads_R-HPV33|17,reads_R-HPV33,HPV33,right,10,5986,chr16,50698762,50698729,-,41,7
reads_R-HPV33|18,reads_R-HPV33,HPV33,left,10,6691,chr2,202777497,202777528,-,37,7
reads_R-HPV33|19,reads_R-HPV33,HPV33,right,10,1167,chr14,40857932,40857972,+,41,6
reads_R-HPV33|20,reads_R-HPV33,HPV33,right,10,3091,chr11,124813554,124813590,+,40,6
reads_R-HPV33|21,reads_R-HPV33,HPV33,left,10,4770,chr2,99435054,99435094,-,41,6
reads_R-HPV33|22,reads_R-HPV33,HPV33,right,10,5096,chr7,83750617,83750657,+,41,6
reads_R-HPV33|23,reads_R-HPV33,HPV33,right,10,5431,chr20,17822691,17822651,-,41,6
reads_R-HPV33|24,reads_R-HPV33,HPV33,left,10,5714,chr4,89534806,89534769,+,41,6
reads_R-HPV33|25,reads_R-HPV33,HPV33,right,10,7770,chr16,15002029,15001992,-,41,6
reads_R-HPV33|26,reads_R-HPV33,HPV33,left,10,793,chr2,60800354,60800317,+,41,5
reads_R-HPV33|27,reads_R-HPV33,HPV33,left,10,2019,chr1,62482236,62482269,-,39,5
reads_R-HPV33|28,reads_R-HPV33,HPV33,right,10,3379,chr3,30836888,30836928,+,41,5
reads_R-HPV33|29,reads_R-HPV33,HPV33,left,10,4652,chr11,120162755,120162718,+,41,5
reads_R-HPV33|30,reads_R-HPV33,HPV33,right,10,5048,chr2,9799051,9799089,+,39,5
reads_R-HPV33|31,reads_R-HPV33,HPV33,right,10,5327,chr15,59007968,59007928,-,41,5
reads_R-HPV33|32,reads_R-HPV33,HPV33,left,10,6836,chr7,51421299,51421266,+,41,5
reads_R-HPV33|33,reads_R-HPV33,HPV33,right,10,7086,chr15,90742249,90742214,-,39,5
