35	1	0	0	0	0	0	0	-	chr17~32425060~32426059~-~HPV45~20~1019~+_965_1513_2:0:0_0:0:0_ab|HPV45|left|20	36	0	36	chr17	83257441	32425059	32425095	1	36,	0,	32425059,
31	0	0	0	0	0	0	0	-	chr17~32425060~32426059~-~HPV45~20~1019~+_970_1486_0:0:0_2:0:0_108|HPV45|left|20	31	0	31	chr17	83257441	32425059	32425090	1	31,	0,	32425059,
35	0	0	0	0	0	0	0	-	chr17~32425060~32426059~-~HPV45~20~1019~+_966_1494_0:0:0_4:0:0_1cb|HPV45|left|20	35	0	35	chr17	83257441	32425059	32425094	1	35,	0,	32425059,
36	0	0	0	0	0	0	0	-	chr17~32425060~32426059~-~HPV45~20~1019~+_965_1473_1:0:0_3:0:0_27c|HPV45|left|20	36	0	36	chr17	83257441	32425059	32425095	1	36,	0,	32425059,
40	0	0	0	0	0	0	0	-	chr17~32425060~32426059~-~HPV45~20~1019~+_507_1030_0:0:0_0:0:0_39|HPV45|left|20	40	0	40	chr17	83257441	32425059	32425099	1	40,	0,	32425059,
33	0	0	0	0	0	0	0	-	chr17~32425060~32426059~-~HPV45~20~1019~+_584_1032_2:0:0_2:0:0_187|HPV45|left|20	38	0	33	chr17	83257441	32425064	32425097	1	33,	5,	32425064,
29	0	0	0	0	0	0	0	-	chr17~32425060~32426059~-~HPV45~20~1019~+_540_1041_1:0:0_1:0:0_286|HPV45|left|21	30	0	29	chr17	83257441	32425059	32425088	1	29,	1,	32425059,
37	0	0	0	0	0	0	0	+	chr20~34261629~34262628~+~HPV45~731~1730~+_964_1413_0:0:0_1:0:0_8f|HPV45|left|731	37	0	37	chr20	64444167	34262591	34262628	1	37,	0,	34262591,
29	0	0	0	0	0	0	0	+	chr20~34261629~34262628~+~HPV45~731~1730~+_972_1589_0:0:0_1:0:0_e1|HPV45|left|731	29	0	29	chr20	64444167	34262599	34262628	1	29,	0,	34262599,
31	0	0	0	0	0	0	0	+	chr20~34261629~34262628~+~HPV45~731~1730~+_970_1399_0:0:0_0:0:0_f0|HPV45|left|731	31	0	31	chr20	64444167	34262597	34262628	1	31,	0,	34262597,
42	1	0	0	0	0	0	0	+	chr20~34261629~34262628~+~HPV45~731~1730~+_958_1441_1:0:0_1:0:0_194|HPV45|left|731	43	0	43	chr20	64444167	34262585	34262628	1	43,	0,	34262585,
27	0	0	0	0	0	0	0	+	chr20~34261629~34262628~+~HPV45~731~1730~+_974_1514_1:0:0_2:0:0_1b1|HPV45|left|731	27	0	27	chr20	64444167	34262601	34262628	1	27,	0,	34262601,
36	1	0	0	0	0	0	0	+	chr20~34261629~34262628~+~HPV45~731~1730~+_964_1476_1:0:0_2:0:0_1bf|HPV45|left|731	37	0	37	chr20	64444167	34262591	34262628	1	37,	0,	34262591,
31	0	0	0	0	0	0	0	+	chr20~34261629~34262628~+~HPV45~731~1730~+_970_1513_1:0:0_0:0:0_2bb|HPV45|left|731	31	0	31	chr20	64444167	34262597	34262628	1	31,	0,	34262597,
36	0	0	0	0	0	0	0	+	chr20~34261629~34262628~+~HPV45~731~1730~+_576_1034_0:0:0_0:0:0_1ab|HPV45|left|731	36	0	36	chr20	64444167	34262592	34262628	1	36,	0,	34262592,
33	0	0	0	0	0	0	0	+	chr20~34261629~34262628~+~HPV45~731~1730~+_562_1037_2:0:0_0:0:0_1e8|HPV45|left|731	33	0	33	chr20	64444167	34262595	34262628	1	33,	0,	34262595,
26	0	0	0	0	0	0	0	+	chr20~34261629~34262628~+~HPV45~731~1730~+_535_1044_0:0:0_1:0:0_298|HPV45|left|731	26	0	26	chr20	64444167	34262602	34262628	1	26,	0,	34262602,
32	1	0	0	0	0	0	0	+	chr8~144157944~144158943~+~HPV45~972~1971~+_962_1558_1:0:0_6:0:0_74|HPV45|left|968	35	0	33	chr1	248956422	244250974	244251007	1	33,	0,	244250974,
32	1	0	0	0	0	0	0	+	chr8~144157944~144158943~+~HPV45~972~1971~+_962_1523_1:0:0_3:0:0_286|HPV45|left|968	35	0	33	chr1	248956422	244250974	244251007	1	33,	0,	244250974,
30	1	0	0	1	1	0	0	+	chr8~144157944~144158943~+~HPV45~972~1971~+_961_1428_2:0:0_1:0:0_65|HPV45|left|972	40	0	32	chr16	90338345	14221946	14221977	2	9,22,	0,10,	14221946,14221955,
33	1	0	0	0	0	0	0	+	chr8~144157944~144158943~+~HPV45~972~1971~+_958_1478_0:0:0_2:0:0_d8|HPV45|left|972	43	0	34	chr2	242193529	231723689	231723723	1	34,	0,	231723689,
36	1	0	0	0	0	0	0	+	chr8~144157944~144158943~+~HPV45~972~1971~+_958_1478_0:0:0_2:0:0_d8|HPV45|left|972	43	0	37	chr15	101991189	82773008	82773045	1	37,	0,	82773008,
35	2	0	0	0	0	0	0	+	chr8~144157944~144158943~+~HPV45~972~1971~+_958_1478_0:0:0_2:0:0_d8|HPV45|left|972	43	0	37	chr1	248956422	244250970	244251007	1	37,	0,	244250970,
34	1	0	0	0	0	0	0	+	chr8~144157944~144158943~+~HPV45~972~1971~+_958_1478_0:0:0_2:0:0_d8|HPV45|left|972	43	0	35	chr1	248956422	32930271	32930306	1	35,	0,	32930271,
33	2	0	0	0	0	0	0	-	chr8~144157944~144158943~+~HPV45~972~1971~+_958_1478_0:0:0_2:0:0_d8|HPV45|left|972	43	0	35	chr1	248956422	149657671	149657706	1	35,	8,	149657671,
33	2	0	0	0	0	0	0	-	chr8~144157944~144158943~+~HPV45~972~1971~+_958_1478_0:0:0_2:0:0_d8|HPV45|left|972	43	0	35	chr1	248956422	120965942	120965977	1	35,	8,	120965942,
26	1	0	0	0	0	0	0	+	chr18~51240706~51241705~+~HPV45~129~1128~-_972_1589_0:0:0_1:0:0_e1|HPV45|right|1129	28	1	28	chr2	242193529	152048259	152048286	1	27,	1,	152048259,
30	0	0	0	0	0	0	0	-	chr18~51240706~51241705~+~HPV45~129~1128~-_970_1399_0:0:0_0:0:0_f0|HPV45|right|1129	30	0	30	chr18	80373285	51241674	51241704	1	30,	0,	51241674,
30	0	0	0	0	0	0	0	-	chr18~51240706~51241705~+~HPV45~129~1128~-_970_1513_1:0:0_0:0:0_2bb|HPV45|right|1129	30	0	30	chr18	80373285	51241674	51241704	1	30,	0,	51241674,
31	0	0	0	0	0	0	0	+	chr18~51240706~51241705~+~HPV45~129~1128~-_562_1037_2:0:0_0:0:0_1e8|HPV45|right|1129	32	1	32	chr11	135086622	79452056	79452087	1	31,	1,	79452056,
32	0	0	0	0	0	0	0	-	chr18~51240706~51241705~+~HPV45~129~1128~-_562_1037_2:0:0_0:0:0_1e8|HPV45|right|1129	32	0	32	chr18	80373285	51241672	51241704	1	32,	0,	51241672,
33	1	0	0	0	0	0	0	+	chr18~51240706~51241705~+~HPV45~129~1128~-_576_1034_0:0:0_0:0:0_1ab|HPV45|right|1129	35	1	35	chr11	135086622	79452056	79452090	1	34,	1,	79452056,
35	0	0	0	0	0	0	0	-	chr18~51240706~51241705~+~HPV45~129~1128~-_576_1034_0:0:0_0:0:0_1ab|HPV45|right|1129	35	0	35	chr18	80373285	51241669	51241704	1	35,	0,	51241669,
34	1	0	0	0	0	0	0	+	chr18~51240706~51241705~+~HPV45~129~1128~-_964_1413_0:0:0_1:0:0_8f|HPV45|right|1129	36	1	36	chr11	135086622	79452056	79452091	1	35,	1,	79452056,
36	0	0	0	0	0	0	0	-	chr18~51240706~51241705~+~HPV45~129~1128~-_964_1413_0:0:0_1:0:0_8f|HPV45|right|1129	36	0	36	chr18	80373285	51241668	51241704	1	36,	0,	51241668,
38	1	0	0	0	0	0	0	+	chr18~51240706~51241705~+~HPV45~129~1128~-_958_1441_1:0:0_1:0:0_194|HPV45|right|1129	42	3	42	chr11	135086622	79452058	79452097	1	39,	3,	79452058,
41	1	0	0	0	0	0	0	-	chr18~51240706~51241705~+~HPV45~129~1128~-_958_1441_1:0:0_1:0:0_194|HPV45|right|1129	42	0	42	chr18	80373285	51241662	51241704	1	42,	0,	51241662,
41	1	0	0	0	0	0	0	+	chr18~51240706~51241705~+~HPV45~129~1128~-_957_1430_0:0:0_0:0:0_1b6|HPV45|right|1129	43	1	43	chr11	135086622	79452056	79452098	1	42,	1,	79452056,
43	0	0	0	0	0	0	0	-	chr18~51240706~51241705~+~HPV45~129~1128~-_957_1430_0:0:0_0:0:0_1b6|HPV45|right|1129	43	0	43	chr18	80373285	51241661	51241704	1	43,	0,	51241661,
32	0	0	0	0	0	0	0	+	chr4~176354207~176355206~+~HPV45~1485~2484~+_965_1513_2:0:0_0:0:0_ab|HPV45|left|1481	32	0	32	chr4	190214555	176355170	176355202	1	32,	0,	176355170,
31	0	0	0	1	1	1	2	-	chr4~176354207~176355206~+~HPV45~1485~2484~+_965_1513_2:0:0_0:0:0_ab|HPV45|left|1481	32	0	32	chr13	114364328	22898689	22898722	2	17,14,	0,18,	22898689,22898708,
31	0	0	0	0	0	0	0	+	chr4~176354207~176355206~+~HPV45~1485~2484~+_970_1486_0:0:0_2:0:0_108|HPV45|left|1485	31	0	31	chr4	190214555	176355175	176355206	1	31,	0,	176355175,
35	0	0	0	0	0	0	0	+	chr4~176354207~176355206~+~HPV45~1485~2484~+_966_1494_0:0:0_4:0:0_1cb|HPV45|left|1485	35	0	35	chr4	190214555	176355171	176355206	1	35,	0,	176355171,
36	0	0	0	0	0	0	0	+	chr4~176354207~176355206~+~HPV45~1485~2484~+_965_1473_1:0:0_3:0:0_27c|HPV45|left|1485	36	0	36	chr4	190214555	176355170	176355206	1	36,	0,	176355170,
34	1	0	0	1	1	1	2	-	chr4~176354207~176355206~+~HPV45~1485~2484~+_965_1473_1:0:0_3:0:0_27c|HPV45|left|1485	36	0	36	chr13	114364328	22898685	22898722	2	21,14,	0,22,	22898685,22898708,
40	0	0	0	0	0	0	0	+	chr4~176354207~176355206~+~HPV45~1485~2484~+_507_1030_0:0:0_0:0:0_39|HPV45|left|1485	40	0	40	chr4	190214555	176355166	176355206	1	40,	0,	176355166,
37	1	0	0	1	1	1	2	-	chr4~176354207~176355206~+~HPV45~1485~2484~+_507_1030_0:0:0_0:0:0_39|HPV45|left|1485	40	1	40	chr13	114364328	22898685	22898725	2	21,17,	0,22,	22898685,22898708,
38	0	0	0	0	0	1	355	+	chr4~176354207~176355206~+~HPV45~1485~2484~+_584_1032_2:0:0_2:0:0_187|HPV45|left|1485	38	0	38	chr4	190214555	176355168	176355561	2	33,5,	0,33,	176355168,176355556,
29	0	0	0	0	0	0	0	+	chr4~176354207~176355206~+~HPV45~1485~2484~+_540_1041_1:0:0_1:0:0_286|HPV45|left|1486	30	0	29	chr4	190214555	176355177	176355206	1	29,	0,	176355177,
30	0	0	0	0	0	0	0	-	chr7~149104247~149105246~-~HPV45~1611~2610~+_970_1377_0:0:0_1:0:0_1e|HPV45|left|1610	30	0	30	chr7	159345973	149104247	149104277	1	30,	0,	149104247,
38	1	0	0	0	0	0	0	-	chr7~149104247~149105246~-~HPV45~1611~2610~+_961_1428_2:0:0_1:0:0_65|HPV45|left|1610	39	0	39	chr7	159345973	149104247	149104286	1	39,	0,	149104247,
37	1	0	0	0	0	0	0	-	chr7~149104247~149105246~-~HPV45~1611~2610~+_962_1558_1:0:0_6:0:0_74|HPV45|left|1610	38	0	38	chr7	159345973	149104247	149104285	1	38,	0,	149104247,
42	0	0	0	0	0	0	0	-	chr7~149104247~149105246~-~HPV45~1611~2610~+_958_1478_0:0:0_2:0:0_d8|HPV45|left|1610	42	0	42	chr7	159345973	149104247	149104289	1	42,	0,	149104247,
27	0	0	0	0	0	0	0	-	chr7~149104247~149105246~-~HPV45~1611~2610~+_973_1491_1:0:0_2:0:0_100|HPV45|left|1610	27	0	27	chr7	159345973	149104247	149104274	1	27,	0,	149104247,
43	0	0	0	0	0	0	0	-	chr7~149104247~149105246~-~HPV45~1611~2610~+_957_1441_0:0:0_2:0:0_109|HPV45|left|1610	43	0	43	chr7	159345973	149104247	149104290	1	43,	0,	149104247,
28	0	0	0	0	0	0	0	-	chr7~149104247~149105246~-~HPV45~1611~2610~+_971_1471_3:0:0_1:0:0_124|HPV45|left|1610	29	1	29	chr7	159345973	149104247	149104275	1	28,	0,	149104247,
30	0	0	0	0	0	0	0	-	chr7~149104247~149105246~-~HPV45~1611~2610~+_970_1544_0:0:0_3:0:0_1c5|HPV45|left|1610	30	0	30	chr7	159345973	149104247	149104277	1	30,	0,	149104247,
32	0	0	0	0	0	0	0	-	chr7~149104247~149105246~-~HPV45~1611~2610~+_968_1430_1:0:0_0:0:0_233|HPV45|left|1610	32	0	32	chr7	159345973	149104247	149104279	1	32,	0,	149104247,
37	1	0	0	0	0	0	0	-	chr7~149104247~149105246~-~HPV45~1611~2610~+_962_1523_1:0:0_3:0:0_286|HPV45|left|1610	38	0	38	chr7	159345973	149104247	149104285	1	38,	0,	149104247,
33	0	0	0	0	0	0	0	-	chr7~149104247~149105246~-~HPV45~1611~2610~+_967_1501_0:0:0_0:0:0_28f|HPV45|left|1610	33	0	33	chr7	159345973	149104247	149104280	1	33,	0,	149104247,
26	0	0	0	0	0	0	0	-	chr2~185527502~185528501~+~HPV45~799~1798~-_535_1044_0:0:0_1:0:0_298|HPV45|right|1798	26	0	26	chr2	242193529	185528475	185528501	1	26,	0,	185528475,
27	0	0	0	0	0	0	0	-	chr2~185527502~185528501~+~HPV45~799~1798~-_974_1514_1:0:0_2:0:0_1b1|HPV45|right|1798	27	0	27	chr2	242193529	185528474	185528501	1	27,	0,	185528474,
26	1	0	0	0	0	0	0	-	chr2~185527502~185528501~+~HPV45~799~1798~-_974_1514_1:0:0_2:0:0_1b1|HPV45|right|1798	27	0	27	chr12	133275309	68116685	68116712	1	27,	0,	68116685,
29	0	0	0	0	0	0	0	-	chr2~185527502~185528501~+~HPV45~799~1798~-_972_1589_0:0:0_1:0:0_e1|HPV45|right|1798	29	0	29	chr2	242193529	185528472	185528501	1	29,	0,	185528472,
