HPV45.insertion_seqs.fa	chr16~26698432~26699431~-~HPV45~1366~2365~+
HPV45.insertion_seqs.fa	chr9~114178069~114179068~-~HPV45~5997~6996~-
HPV45.insertion_seqs.fa	chrX~57805454~57806453~+~HPV45~5112~6111~-
HPV45.insertion_seqs.fa	chr22~27733489~27734488~-~HPV45~3111~4110~-
HPV45.insertion_seqs.fa	chr17~74806371~74807370~-~HPV45~7~1006~-
HPV45.insertion_seqs.fa	chr3~86089760~86090759~-~HPV45~4239~5238~-
HPV45.insertion_seqs.fa	chr16~69029506~69030505~-~HPV45~3122~4121~+
HPV45.insertion_seqs.fa	chr11~2408132~2409131~-~HPV45~4002~5001~+
HPV45.insertion_seqs.fa	chr18~34917155~34918154~-~HPV45~2514~3513~-
HPV45.insertion_seqs.fa	chr16~85099758~85100757~-~HPV45~2564~3563~+
HPV45.insertion_seqs.fa	chrX~144330665~144331664~-~HPV45~1443~2442~-
HPV45.insertion_seqs.fa	chr7~39766901~39767900~-~HPV45~6627~7626~-
HPV45.insertion_seqs.fa	chr10~33570430~33571429~+~HPV45~1988~2987~+
HPV45.insertion_seqs.fa	chr10~6254000~6254999~+~HPV45~6507~7506~-
HPV45.insertion_seqs.fa	chr13~24032417~24033416~+~HPV45~1912~2911~-
HPV45.insertion_seqs.fa	chr9~82685305~82686304~+~HPV45~3598~4597~+
HPV45.insertion_seqs.fa	chr22~33859266~33860265~-~HPV45~1526~2525~+
HPV45.insertion_seqs.fa	chr18~69642295~69643294~+~HPV45~5626~6625~-
HPV45.insertion_seqs.fa	chr13~46985531~46986530~-~HPV45~5820~6819~+
HPV45.insertion_seqs.fa	chr7~82065933~82066932~+~HPV45~6376~7375~+
HPV45.insertion_seqs.fa	chr19~9923317~9924316~+~HPV45~18~1017~+
HPV45.insertion_seqs.fa	chr22~30451388~30452387~-~HPV45~5189~6188~+
HPV45.insertion_seqs.fa	chr3~183852528~183853527~-~HPV45~2872~3871~+
HPV45.insertion_seqs.fa	chrX~121992526~121993525~+~HPV45~6534~7533~+
HPV45.insertion_seqs.fa	chr18~7669796~7670795~-~HPV45~6448~7447~-
HPV45.insertion_seqs.fa	chr16~12591153~12592152~+~HPV45~6754~7753~+
HPV45.insertion_seqs.fa	chr16~11726017~11727016~-~HPV45~717~1716~-
HPV45.insertion_seqs.fa	chr19~27254676~27255675~+~HPV45~4607~5606~+
HPV45.insertion_seqs.fa	chr2~205156526~205157525~+~HPV45~6692~7691~-
HPV45.insertion_seqs.fa	chr5~33088717~33089716~-~HPV45~4267~5266~-
HPV45.insertion_seqs.fa	chr18~74232228~74233227~+~HPV45~5206~6205~-
HPV45.insertion_seqs.fa	chr8~43918156~43919155~-~HPV45~3633~4632~+
HPV45.insertion_seqs.fa	chr5~166952181~166953180~+~HPV45~3180~4179~-
HPV45.insertion_seqs.fa	chr3~102785741~102786740~+~HPV45~3014~4013~+
HPV45.insertion_seqs.fa	chr7~149932809~149933808~+~HPV45~3872~4871~+
HPV45.insertion_seqs.fa	chr20~51019885~51020884~+~HPV45~3304~4303~+
HPV45.insertion_seqs.fa	chr2~168888821~168889820~-~HPV45~749~1748~+
HPV45.insertion_seqs.fa	chr22~50384425~50385424~+~HPV45~6136~7135~-
HPV45.insertion_seqs.fa	chr1~161944821~161945820~-~HPV45~200~1199~-
HPV45.insertion_seqs.fa	chr13~38204078~38205077~-~HPV45~2668~3667~-
HPV45.insertion_seqs.fa	chr10~93427926~93428925~+~HPV45~325~1324~+
HPV45.insertion_seqs.fa	chr9~102149384~102150383~+~HPV45~6336~7335~+
HPV45.insertion_seqs.fa	chr6~30630756~30631755~+~HPV45~780~1779~+
HPV45.insertion_seqs.fa	chr2~148913925~148914924~+~HPV45~658~1657~-
HPV45.insertion_seqs.fa	chr14~23849955~23850954~+~HPV45~3901~4900~-
HPV45.insertion_seqs.fa	chrX~32699828~32700827~+~HPV45~172~1171~-
HPV45.insertion_seqs.fa	chr3~40226311~40227310~-~HPV45~4771~5770~-
HPV45.insertion_seqs.fa	chr17~44418445~44419444~-~HPV45~883~1882~-
HPV45.insertion_seqs.fa	chr11~107124666~107125665~-~HPV45~6376~7375~-
HPV45.insertion_seqs.fa	chr3~24336970~24337969~-~HPV45~175~1174~+
