multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV31|0,reads_R-HPV31,HPV31,left,10,3713,chr17,59825997,59825966,+,43,16
reads_R-HPV31|1,reads_R-HPV31,HPV31,left,10,6486,chr1,75217196,75217227,-,43,16
reads_R-HPV31|2,reads_R-HPV31,HPV31,left,10,1001,chr1,94543366,94543335,+,43,15
reads_R-HPV31|3,reads_R-HPV31,HPV31,right,10,4094,chr10,76256604,76256635,+,43,14
reads_R-HPV31|4,reads_R-HPV31,HPV31,right,10,5262,chr10,28585352,28585321,-,43,14
reads_R-HPV31|5,reads_R-HPV31,HPV31,right,10,6868,chr8,28066934,28066903,-,43,14
reads_R-HPV31|6,reads_R-HPV31,HPV31,right,10,2836,chr3,165153967,165154004,+,42,12
reads_R-HPV31|7,reads_R-HPV31,HPV31,right,10,3767,chr8,98818596,98818633,+,42,12
reads_R-HPV31|8,reads_R-HPV31,HPV31,left,10,4862,chr14,29238319,29238356,-,42,12
reads_R-HPV31|9,reads_R-HPV31,HPV31,right,10,7028,chr4,68863066,68863103,+,42,12
reads_R-HPV31|10,reads_R-HPV31,HPV31,left,10,519,chr21,43672361,43672327,+,42,11
reads_R-HPV31|11,reads_R-HPV31,HPV31,left,10,2257,chr14,49183922,49183954,-,43,11
reads_R-HPV31|12,reads_R-HPV31,HPV31,right,10,6840,chr5,128321353,128321384,+,36,11
reads_R-HPV31|13,reads_R-HPV31,HPV31,left,10,172,chr19,55670176,55670142,+,43,10
reads_R-HPV31|14,reads_R-HPV31,HPV31,left,10,1046,chr13,62530294,62530330,-,43,10
reads_R-HPV31|15,reads_R-HPV31,HPV31,right,10,3088,chr21,44986104,44986138,+,43,10
reads_R-HPV31|16,reads_R-HPV31,HPV31,left,10,5099,chr19,57523764,57523729,+,38,10
reads_R-HPV31|17,reads_R-HPV31,HPV31,right,10,5711,chr7,154091946,154091980,+,43,10
reads_R-HPV31|18,reads_R-HPV31,HPV31,left,10,5811,chr19,38171028,38170994,+,43,10
reads_R-HPV31|19,reads_R-HPV31,HPV31,left,10,6336,chr21,38948910,38948875,+,38,10
reads_R-HPV31|20,reads_R-HPV31,HPV31,left,10,672,chr9,128833687,128833725,-,42,9
reads_R-HPV31|21,reads_R-HPV31,HPV31,left,10,1244,chr3,145530373,145530335,+,42,9
reads_R-HPV31|22,reads_R-HPV31,HPV31,left,10,1529,chr1,103459261,103459299,-,42,9
reads_R-HPV31|23,reads_R-HPV31,HPV31,left,10,2382,chr20,57086991,57087027,-,38,9
reads_R-HPV31|24,reads_R-HPV31,HPV31,right,10,2690,chr18,50306670,50306705,+,37,9
reads_R-HPV31|25,reads_R-HPV31,HPV31,right,10,3140,chr19,14282693,14282655,-,42,9
reads_R-HPV31|26,reads_R-HPV31,HPV31,left,10,4475,chr18,75964874,75964910,-,38,9
reads_R-HPV31|27,reads_R-HPV31,HPV31,right,10,5025,chr17,67334211,67334173,-,42,9
reads_R-HPV31|28,reads_R-HPV31,HPV31,left,10,5940,chr11,7667841,7667805,+,38,9
reads_R-HPV31|29,reads_R-HPV31,HPV31,right,10,6031,chr8,142886184,142886222,+,42,9
reads_R-HPV31|30,reads_R-HPV31,HPV31,right,10,7095,chr2,214236874,214236838,-,38,9
