multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV31|0,reads_R-HPV31,HPV31,left,10,822,chr3,16838578,16838614,-,42,16
reads_R-HPV31|1,reads_R-HPV31,HPV31,right,10,2421,chr6,141738875,141738839,-,42,16
reads_R-HPV31|2,reads_R-HPV31,HPV31,left,10,5795,chr15,71816162,71816125,+,43,15
reads_R-HPV31|3,reads_R-HPV31,HPV31,right,10,6953,chr11,79766356,79766393,+,43,15
reads_R-HPV31|4,reads_R-HPV31,HPV31,right,10,1067,chr15,59294764,59294728,-,43,14
reads_R-HPV31|5,reads_R-HPV31,HPV31,left,10,1267,chr4,164483089,164483052,+,43,14
reads_R-HPV31|6,reads_R-HPV31,HPV31,left,10,5256,chr20,4675431,4675394,+,43,14
reads_R-HPV31|7,reads_R-HPV31,HPV31,right,10,5650,chr5,104544479,104544516,+,42,14
reads_R-HPV31|8,reads_R-HPV31,HPV31,right,10,1920,chr21,31943331,31943298,-,43,12
reads_R-HPV31|9,reads_R-HPV31,HPV31,left,10,2684,chr18,6877741,6877708,+,43,12
reads_R-HPV31|10,reads_R-HPV31,HPV31,right,10,4456,chr14,105724693,105724726,+,43,12
reads_R-HPV31|11,reads_R-HPV31,HPV31,left,10,6733,chr3,70750177,70750216,-,43,12
reads_R-HPV31|12,reads_R-HPV31,HPV31,right,10,2130,chr9,87763204,87763243,+,42,11
reads_R-HPV31|13,reads_R-HPV31,HPV31,right,10,2934,chr4,19957765,19957732,-,43,11
reads_R-HPV31|14,reads_R-HPV31,HPV31,right,10,3217,chr14,69897787,69897826,+,42,11
reads_R-HPV31|15,reads_R-HPV31,HPV31,right,10,4812,chr3,139235804,139235842,+,43,11
reads_R-HPV31|16,reads_R-HPV31,HPV31,right,10,5035,chr21,27716055,27716094,+,43,11
reads_R-HPV31|17,reads_R-HPV31,HPV31,right,10,5326,chr11,59607452,59607491,+,42,11
reads_R-HPV31|18,reads_R-HPV31,HPV31,left,10,6008,chr22,17917315,17917353,-,42,11
reads_R-HPV31|19,reads_R-HPV31,HPV31,right,10,6477,chr4,151859955,151859991,+,42,11
reads_R-HPV31|20,reads_R-HPV31,HPV31,right,10,2196,chr5,151799206,151799244,+,42,10
reads_R-HPV31|21,reads_R-HPV31,HPV31,right,10,3291,chr13,80131388,80131426,+,42,10
reads_R-HPV31|22,reads_R-HPV31,HPV31,right,10,3923,chr11,115742397,115742360,-,42,10
reads_R-HPV31|23,reads_R-HPV31,HPV31,right,10,5400,chr14,20221297,20221334,+,42,10
reads_R-HPV31|24,reads_R-HPV31,HPV31,left,10,5524,chr3,198022128,198022090,+,43,10
reads_R-HPV31|25,reads_R-HPV31,HPV31,right,10,7195,chr14,84956562,84956600,+,42,10
reads_R-HPV31|26,reads_R-HPV31,HPV31,left,10,949,chr4,136020220,136020260,-,42,9
reads_R-HPV31|27,reads_R-HPV31,HPV31,right,10,3476,chr6,83516182,83516216,+,39,9
reads_R-HPV31|28,reads_R-HPV31,HPV31,right,10,4264,chr13,23231527,23231564,+,41,9
reads_R-HPV31|29,reads_R-HPV31,HPV31,left,10,5864,chr6,29746384,29746344,+,43,9
reads_R-HPV31|30,reads_R-HPV31,HPV31,left,10,6240,chr2,115146626,115146661,-,40,9
reads_R-HPV31|31,reads_R-HPV31,HPV31,left,10,1638,chr5,146930929,146930966,-,43,8
reads_R-HPV31|32,reads_R-HPV31,HPV31,right,10,3247,chr15,26476477,26476514,+,43,8
reads_R-HPV31|33,reads_R-HPV31,HPV31,left,10,4105,chr7,9952830,9952795,+,42,7
reads_R-HPV31|34,reads_R-HPV31,HPV31,right,10,2056,chr3,102345147,102345188,+,42,3
reads_R-HPV31|35,reads_R-HPV31,HPV31,left,10,4099,chr7,9952830,9952790,+,40,2
reads_R-HPV31|36,reads_R-HPV31,HPV31,left,9,3507,chr16,67510105,67510143,-,43,11
reads_R-HPV31|37,reads_R-HPV31,HPV31,right,4,4742,chr2,91538425,91538461,+,43,14
