HPV31.insertion_seqs.fa	chr17~82423032~82424031~-~HPV31~6799~7798~-
HPV31.insertion_seqs.fa	chr7~22169113~22170112~+~HPV31~2417~3416~-
HPV31.insertion_seqs.fa	chr18~61031362~61032361~-~HPV31~174~1173~+
HPV31.insertion_seqs.fa	chr6~12347679~12348678~-~HPV31~4821~5820~+
HPV31.insertion_seqs.fa	chr19~12282241~12283240~-~HPV31~2581~3580~+
HPV31.insertion_seqs.fa	chr13~105576513~105577512~+~HPV31~577~1576~-
HPV31.insertion_seqs.fa	chr20~3509742~3510741~+~HPV31~5398~6397~+
HPV31.insertion_seqs.fa	chr15~29432177~29433176~-~HPV31~3498~4497~-
HPV31.insertion_seqs.fa	chr12~51084166~51085165~-~HPV31~1051~2050~-
HPV31.insertion_seqs.fa	chr6~23428069~23429068~-~HPV31~1230~2229~+
HPV31.insertion_seqs.fa	chr11~45247973~45248972~-~HPV31~6179~7178~-
HPV31.insertion_seqs.fa	chr6~1699225~1700224~-~HPV31~299~1298~+
HPV31.insertion_seqs.fa	chr3~130400255~130401254~+~HPV31~2855~3854~-
HPV31.insertion_seqs.fa	chr10~132099972~132100971~-~HPV31~2754~3753~-
HPV31.insertion_seqs.fa	chr17~35716815~35717814~-~HPV31~983~1982~+
HPV31.insertion_seqs.fa	chr1~11847992~11848991~+~HPV31~23~1022~-
HPV31.insertion_seqs.fa	chr12~117516501~117517500~-~HPV31~3119~4118~-
HPV31.insertion_seqs.fa	chr19~44380854~44381853~-~HPV31~6335~7334~-
HPV31.insertion_seqs.fa	chr10~79282706~79283705~-~HPV31~2132~3131~+
HPV31.insertion_seqs.fa	chr16~66474356~66475355~-~HPV31~6097~7096~-
HPV31.insertion_seqs.fa	chr17~17876454~17877453~+~HPV31~6512~7511~+
HPV31.insertion_seqs.fa	chr7~58516443~58517442~+~HPV31~3923~4922~-
HPV31.insertion_seqs.fa	chr18~31406748~31407747~-~HPV31~723~1722~-
HPV31.insertion_seqs.fa	chr2~22000075~22001074~+~HPV31~3711~4710~+
HPV31.insertion_seqs.fa	chr3~165958995~165959994~+~HPV31~2885~3884~-
HPV31.insertion_seqs.fa	chr15~97078684~97079683~+~HPV31~746~1745~+
HPV31.insertion_seqs.fa	chr19~27565944~27566943~+~HPV31~6889~7888~+
HPV31.insertion_seqs.fa	chr8~39454824~39455823~+~HPV31~5675~6674~-
HPV31.insertion_seqs.fa	chr4~115935741~115936740~+~HPV31~6847~7846~+
HPV31.insertion_seqs.fa	chr9~16425847~16426846~-~HPV31~5784~6783~-
HPV31.insertion_seqs.fa	chr6~101529853~101530852~+~HPV31~327~1326~-
HPV31.insertion_seqs.fa	chr4~526069~527068~+~HPV31~1821~2820~-
HPV31.insertion_seqs.fa	chrY~13050753~13051752~-~HPV31~1709~2708~-
HPV31.insertion_seqs.fa	chr4~180774547~180775546~-~HPV31~4131~5130~-
HPV31.insertion_seqs.fa	chr13~16860930~16861929~-~HPV31~5324~6323~-
HPV31.insertion_seqs.fa	chr3~136707558~136708557~-~HPV31~6270~7269~+
HPV31.insertion_seqs.fa	chr17~4523024~4524023~+~HPV31~6464~7463~+
HPV31.insertion_seqs.fa	chr3~189152218~189153217~+~HPV31~1096~2095~+
HPV31.insertion_seqs.fa	chr11~19143472~19144471~-~HPV31~1271~2270~-
HPV31.insertion_seqs.fa	chr20~40246017~40247016~-~HPV31~4671~5670~-
HPV31.insertion_seqs.fa	chr17~24728935~24729934~+~HPV31~591~1590~+
HPV31.insertion_seqs.fa	chr14~20296887~20297886~-~HPV31~6364~7363~-
HPV31.insertion_seqs.fa	chr3~104890915~104891914~-~HPV31~6277~7276~-
HPV31.insertion_seqs.fa	chr10~67919657~67920656~-~HPV31~2181~3180~-
HPV31.insertion_seqs.fa	chr15~53942012~53943011~+~HPV31~1860~2859~-
HPV31.insertion_seqs.fa	chrX~54070003~54071002~-~HPV31~4429~5428~+
HPV31.insertion_seqs.fa	chr10~94470804~94471803~+~HPV31~3053~4052~-
HPV31.insertion_seqs.fa	chr11~64716689~64717688~-~HPV31~2514~3513~-
HPV31.insertion_seqs.fa	chr3~95711947~95712946~-~HPV31~4822~5821~-
HPV31.insertion_seqs.fa	chrX~31381525~31382524~-~HPV31~524~1523~+
