multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV39|0,reads_R-HPV39,HPV39,right,10,3671,chr6,41607271,41607234,-,43,16
reads_R-HPV39|1,reads_R-HPV39,HPV39,right,10,3983,chr1,218786506,218786468,-,43,16
reads_R-HPV39|2,reads_R-HPV39,HPV39,left,10,4496,chr6,128898423,128898385,+,43,15
reads_R-HPV39|3,reads_R-HPV39,HPV39,left,10,5344,chr1,222254621,222254583,+,43,15
reads_R-HPV39|4,reads_R-HPV39,HPV39,left,10,5679,chr5,22088688,22088726,-,43,15
reads_R-HPV39|5,reads_R-HPV39,HPV39,left,10,614,chr3,83089033,83089065,-,39,14
reads_R-HPV39|6,reads_R-HPV39,HPV39,right,10,2399,chr7,102886455,102886422,-,40,14
reads_R-HPV39|7,reads_R-HPV39,HPV39,right,10,4173,chr12,48314682,48314715,+,40,14
reads_R-HPV39|8,reads_R-HPV39,HPV39,left,10,6205,chr20,21608349,21608382,-,40,14
reads_R-HPV39|9,reads_R-HPV39,HPV39,right,10,2433,chr7,996229,996197,-,39,13
reads_R-HPV39|10,reads_R-HPV39,HPV39,left,10,3074,chr9,92922732,92922697,+,41,13
reads_R-HPV39|11,reads_R-HPV39,HPV39,left,10,4312,chr4,189740581,189740616,-,41,13
reads_R-HPV39|12,reads_R-HPV39,HPV39,left,10,5373,chr8,3198352,3198390,-,43,13
reads_R-HPV39|13,reads_R-HPV39,HPV39,left,10,5932,chr14,93180153,93180188,-,41,13
reads_R-HPV39|14,reads_R-HPV39,HPV39,left,10,6233,chr19,32808509,32808544,-,41,13
reads_R-HPV39|15,reads_R-HPV39,HPV39,left,10,6486,chr8,122583408,122583446,-,43,13
reads_R-HPV39|16,reads_R-HPV39,HPV39,right,10,3401,chr18,11008031,11007996,-,41,12
reads_R-HPV39|17,reads_R-HPV39,HPV39,right,10,5216,chr6,54785370,54785335,-,41,12
reads_R-HPV39|18,reads_R-HPV39,HPV39,right,10,1213,chr20,4861401,4861366,-,41,11
