multiqc_index,sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV35|0,reads_R-HPV35,HPV35,left,10,3816,chr12,92435319,92435353,-,43,21
reads_R-HPV35|1,reads_R-HPV35,HPV35,right,10,4479,chr3,78858826,78858792,-,43,21
reads_R-HPV35|2,reads_R-HPV35,HPV35,right,10,3770,chr17,78025822,78025790,-,43,19
reads_R-HPV35|3,reads_R-HPV35,HPV35,left,10,4008,chr7,144461928,144461962,-,43,19
reads_R-HPV35|4,reads_R-HPV35,HPV35,right,10,7428,chr3,193846855,193846823,-,43,19
reads_R-HPV35|5,reads_R-HPV35,HPV35,right,10,4690,chr12,77348750,77348717,-,42,17
reads_R-HPV35|6,reads_R-HPV35,HPV35,left,10,3545,chr19,16423679,16423644,+,43,16
reads_R-HPV35|7,reads_R-HPV35,HPV35,left,10,2979,chr10,76289876,76289911,-,43,15
reads_R-HPV35|8,reads_R-HPV35,HPV35,right,10,4625,chr21,31036410,31036376,-,42,14
reads_R-HPV35|9,reads_R-HPV35,HPV35,left,10,2671,chr12,22480158,22480121,+,43,13
reads_R-HPV35|10,reads_R-HPV35,HPV35,right,10,6854,chr7,155060555,155060591,+,43,13
reads_R-HPV35|11,reads_R-HPV35,HPV35,right,10,7329,chr15,85780685,85780721,+,43,13
reads_R-HPV35|12,reads_R-HPV35,HPV35,left,10,3246,chr10,105261463,105261496,-,43,11
reads_R-HPV35|13,reads_R-HPV35,HPV35,left,10,4917,chr16,20447031,20447064,-,43,11
reads_R-HPV35|14,reads_R-HPV35,HPV35,right,10,7624,chr5,129293867,129293902,+,43,11
reads_R-HPV35|15,reads_R-HPV35,HPV35,right,10,1365,chr16,81004376,81004344,-,42,10
reads_R-HPV35|16,reads_R-HPV35,HPV35,right,10,3148,chr6,20652750,20652716,-,43,10
reads_R-HPV35|17,reads_R-HPV35,HPV35,left,10,4519,chr14,75479926,75479958,-,42,10
reads_R-HPV35|18,reads_R-HPV35,HPV35,right,10,5985,chr14,26472166,26472200,+,43,10
reads_R-HPV35|19,reads_R-HPV35,HPV35,right,10,7139,chr17,44779593,44779631,+,42,10
reads_R-HPV35|20,reads_R-HPV35,HPV35,left,10,3174,chr11,116916028,116916066,-,43,8
reads_R-HPV35|21,reads_R-HPV35,HPV35,right,10,1142,chr1,24063039,24063079,+,43,7
reads_R-HPV35|22,reads_R-HPV35,HPV35,right,10,1664,chr6,7039790,7039752,-,43,7
