sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads-HPV18,HPV18,left,4,152,chr15,19779545,19779511,+,40,6
reads-HPV18,HPV18,left,4,152,chr15,19789412,19789378,+,38,6
reads-HPV18,HPV18,left,4,152,chr15,19788058,19788024,+,38,6
reads-HPV18,HPV18,left,4,152,chr9,44876072,44876102,-,39,6
reads-HPV18,HPV18,left,4,152,chr9,44867910,44867940,-,39,6
reads-HPV18,HPV18,left,4,152,chr15,18360440,18360470,-,40,6
reads-HPV18,HPV18,left,4,152,chr15,18364872,18364902,-,40,6
reads-HPV18,HPV18,left,4,152,chr15,18369305,18369334,-,40,6
reads-HPV18,HPV18,left,4,152,chr15,18373737,18373766,-,40,6
reads-HPV18,HPV18,left,4,152,chr15,18376971,18377000,-,40,6
reads-HPV18,HPV18,left,4,152,chr15,18387193,18387222,-,40,6
reads-HPV18,HPV18,left,4,152,chr15,18398607,18398636,-,40,6
reads-HPV18,HPV18,left,4,152,chr15,18400487,18400518,-,40,5
reads-HPV18,HPV18,left,4,152,chr15,18402367,18402401,-,40,4
reads-HPV18,HPV18,left,4,152,chr15,18404924,18404954,-,40,6
reads-HPV18,HPV18,left,4,152,chr15,18406800,18406834,-,40,4
reads-HPV18,HPV18,left,4,152,chr15,18410037,18410066,-,40,6
reads-HPV18,HPV18,left,4,152,chr15,18411743,18411770,-,28,3
reads-HPV18,HPV18,left,4,152,chr15,18416859,18416886,-,28,3
reads-HPV18,HPV18,left,4,152,chr15,18434765,18434792,-,28,3
reads-HPV18,HPV18,left,4,152,chr15,18441244,18441271,-,28,3
reads-HPV18,HPV18,left,4,152,chr9,60563727,60563688,+,38,4
reads-HPV18,HPV18,left,4,152,chr9,60671560,60671520,+,38,4
reads-HPV18,HPV18,left,4,152,chr9,60631420,60631380,+,38,4
reads-HPV18,HPV18,left,4,152,chr9,60603536,60603496,+,38,4
reads-HPV18,HPV18,left,4,152,chr9,60591799,60591760,+,38,4
reads-HPV18,HPV18,left,4,152,chr9,60569337,60569298,+,38,4
reads-HPV18,HPV18,left,4,152,chr9,60565597,60565558,+,38,4
reads-HPV18,HPV18,left,1,152,chr9,60660340,60660303,+,34,1
reads-HPV18,HPV18,left,1,152,chr9,60623424,60623387,+,34,1
reads-HPV18,HPV18,left,1,152,chr9,60593669,60593632,+,34,1
reads-HPV18,HPV18,left,4,152,chr18,20939701,20939662,+,39,2
reads-HPV18,HPV18,left,4,152,chr18,20583853,20583814,+,38,2
reads-HPV18,HPV18,left,4,152,chr18,20599165,20599126,+,38,2
reads-HPV18,HPV18,left,4,152,chr18,20836212,20836175,+,35,2
reads-HPV18,HPV18,left,4,152,chr18,20829304,20829266,+,37,2
reads-HPV18,HPV18,left,4,152,chr18,20819956,20819918,+,38,2
reads-HPV18,HPV18,left,4,152,chr18,20839437,20839398,+,37,2
reads-HPV18,HPV18,left,4,152,chr18,20595252,20595214,+,37,2
reads-HPV18,HPV18,left,1,152,chr18,20588107,20588070,+,34,1
reads-HPV18,HPV18,left,1,152,chr18,20814741,20814705,+,33,1
reads-HPV18,HPV18,left,4,152,chr15,19780909,19780871,+,40,6
reads-HPV18,HPV18,left,4,152,chr15,19777668,19777631,+,40,3
reads-HPV18,HPV18,left,4,152,chr15,19784993,19784956,+,38,3
reads-HPV18,HPV18,left,1,152,chr12,37265441,37265404,+,34,1
reads-HPV18,HPV18,left,3,152,KI270522.1,4105,4066,+,39,2
reads-HPV18,HPV18,left,3,152,KI270383.1,1258,1218,+,38,4
reads-HPV18,HPV18,left,4,152,chr15,18367429,18367466,-,40,3
reads-HPV18,HPV18,left,4,152,chr15,18371180,18371217,-,40,3
reads-HPV18,HPV18,left,4,152,chr15,18382764,18382801,-,40,3
reads-HPV18,HPV18,left,4,152,chr15,18385315,18385352,-,40,3
reads-HPV18,HPV18,left,4,152,chr9,60564917,60564878,+,38,2
reads-HPV18,HPV18,left,4,152,chr9,60615946,60615906,+,38,2
reads-HPV18,HPV18,left,1,152,chr9,60617135,60617095,+,38,1
reads-HPV18,HPV18,left,1,152,chr9,60655580,60655540,+,38,1
reads-HPV18,HPV18,left,1,152,chr9,60663566,60663526,+,38,1
reads-HPV18,HPV18,left,4,152,chr9,60673090,60673050,+,38,3
reads-HPV18,HPV18,left,1,152,chr9,60674280,60674240,+,38,1
reads-HPV18,HPV18,left,1,152,chr9,60559484,60559444,+,37,1
reads-HPV18,HPV18,left,1,152,chr9,60572396,60572356,+,37,1
reads-HPV18,HPV18,left,1,152,chr22,16052219,16052179,+,37,1
reads-HPV18,HPV18,left,1,152,chr19,27714846,27714806,+,36,1
reads-HPV18,HPV18,left,1,152,chr18,20582402,20582362,+,38,1
reads-HPV18,HPV18,left,1,152,chr18,20587595,20587555,+,37,1
reads-HPV18,HPV18,left,1,152,chr18,20830662,20830622,+,37,1
reads-HPV18,HPV18,left,1,152,chr18,20831442,20831402,+,37,1
reads-HPV18,HPV18,left,1,152,chr18,20835700,20835660,+,37,1
reads-HPV18,HPV18,left,1,152,chr18,20574923,20574884,+,36,1
reads-HPV18,HPV18,left,1,152,chr18,20828792,20828752,+,36,1
reads-HPV18,HPV18,left,1,152,chr17,22239299,22239259,+,36,1
reads-HPV18,HPV18,left,1,152,chr15,19782779,19782739,+,39,1
reads-HPV18,HPV18,left,1,152,chr15,19776478,19776438,+,38,1
reads-HPV18,HPV18,left,1,152,chr15,19784143,19784103,+,37,1
reads-HPV18,HPV18,left,1,152,chr12,34715765,34715725,+,36,1
reads-HPV18,HPV18,left,1,152,chr11,54868962,54868922,+,36,1
reads-HPV18,HPV18,left,1,152,chr11,50113817,50113777,+,36,1
reads-HPV18,HPV18,left,3,152,KI270522.1,5299,5264,+,39,2
reads-HPV18,HPV18,left,0,152,KI270384.1,1624,1584,+,38,1
reads-HPV18,HPV18,left,3,152,KI270381.1,237,198,+,38,2
reads-HPV18,HPV18,left,4,152,chr15,18452156,18452182,-,27,2
reads-HPV18,HPV18,left,4,152,chr15,18460339,18460366,-,27,2
reads-HPV18,HPV18,left,1,152,chr15,18465281,18465307,-,26,1
reads-HPV18,HPV18,left,1,152,chr17,22258605,22258565,+,36,1
reads-HPV18,HPV18,left,1,153,chr21,8028955,8028920,+,33,1
reads-HPV18,HPV18,left,1,153,chr21,7987606,7987571,+,33,1
reads-HPV18,HPV18,left,1,153,chr18,20939701,20939666,+,34,1
reads-HPV18,HPV18,left,1,153,chr15,19780909,19780874,+,35,1
reads-HPV18,HPV18,left,1,153,chr15,19779545,19779510,+,35,1
reads-HPV18,HPV18,left,1,153,chr15,19777668,19777633,+,35,1
reads-HPV18,HPV18,left,0,153,KI270522.1,5299,5264,+,34,1
reads-HPV18,HPV18,left,1,153,chr9,44876072,44876107,-,34,1
reads-HPV18,HPV18,left,1,153,chr9,44867910,44867945,-,34,1
reads-HPV18,HPV18,left,1,153,chr15,18360440,18360475,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18364872,18364907,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18367429,18367464,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18369305,18369340,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18371180,18371215,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18373737,18373772,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18376971,18377006,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18382764,18382799,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18385315,18385350,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18387193,18387228,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18398607,18398642,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18400487,18400522,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18402367,18402402,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18404924,18404959,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18406800,18406835,-,35,1
reads-HPV18,HPV18,left,1,153,chr15,18410037,18410072,-,35,1
reads-HPV18,HPV18,left,1,155,chr9,60565599,60565560,+,37,1
reads-HPV18,HPV18,left,1,155,chr9,60671562,60671523,+,37,1
reads-HPV18,HPV18,left,1,155,chr9,60631422,60631383,+,37,1
reads-HPV18,HPV18,left,1,155,chr9,60603538,60603499,+,37,1
reads-HPV18,HPV18,left,1,155,chr9,60591801,60591762,+,37,1
reads-HPV18,HPV18,left,1,155,chr9,60569339,60569300,+,37,1
reads-HPV18,HPV18,left,1,155,chr9,60563728,60563690,+,36,1
reads-HPV18,HPV18,left,1,155,chr9,60660342,60660303,+,36,1
reads-HPV18,HPV18,left,1,155,chr9,60623426,60623387,+,36,1
reads-HPV18,HPV18,left,1,155,chr9,60593671,60593632,+,36,1
reads-HPV18,HPV18,left,1,155,chr21,8040022,8039984,+,37,1
reads-HPV18,HPV18,left,1,155,chr18,20939702,20939664,+,37,1
reads-HPV18,HPV18,left,1,155,chr18,20583855,20583816,+,37,1
reads-HPV18,HPV18,left,1,155,chr18,20599167,20599128,+,37,1
reads-HPV18,HPV18,left,1,155,chr18,20836214,20836175,+,37,1
reads-HPV18,HPV18,left,1,155,chr18,20829306,20829267,+,37,1
reads-HPV18,HPV18,left,1,155,chr18,20819958,20819919,+,37,1
reads-HPV18,HPV18,left,1,155,chr18,20839439,20839400,+,36,1
reads-HPV18,HPV18,left,1,155,chr18,20588109,20588070,+,36,1
reads-HPV18,HPV18,left,1,155,chr18,20814743,20814705,+,35,1
reads-HPV18,HPV18,left,1,155,chr15,19780911,19780872,+,39,1
reads-HPV18,HPV18,left,1,155,chr15,19779547,19779508,+,39,1
reads-HPV18,HPV18,left,1,155,chr15,19777670,19777631,+,39,1
reads-HPV18,HPV18,left,1,155,chr15,19789415,19789375,+,39,1
reads-HPV18,HPV18,left,1,155,chr15,19788061,19788021,+,39,1
reads-HPV18,HPV18,left,1,155,chr15,19784995,19784956,+,38,1
reads-HPV18,HPV18,left,1,155,chr12,37265443,37265404,+,36,1
reads-HPV18,HPV18,left,0,155,KI270522.1,4107,4068,+,38,1
reads-HPV18,HPV18,left,0,155,KI270383.1,1260,1221,+,37,1
reads-HPV18,HPV18,left,1,155,chr9,44876070,44876109,-,38,1
reads-HPV18,HPV18,left,1,155,chr9,44867908,44867947,-,38,1
reads-HPV18,HPV18,left,1,155,chr9,44649076,44649115,-,38,1
reads-HPV18,HPV18,left,1,155,chr9,44176748,44176787,-,38,1
reads-HPV18,HPV18,left,1,155,chr15,18360438,18360477,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18362993,18363032,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18364870,18364909,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18367427,18367466,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18369303,18369342,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18371178,18371217,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18373735,18373774,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18376969,18377008,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18379525,18379564,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18382762,18382801,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18385313,18385352,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18387191,18387230,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18389744,18389783,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18396048,18396087,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18398605,18398644,-,39,1
reads-HPV18,HPV18,left,1,155,chr15,18400485,18400524,-,39,1
reads-HPV18,HPV18,left,10,347,chr9,84934101,84934132,-,42,7
reads-HPV18,HPV18,left,7,348,chr9,84934101,84934133,-,32,1
reads-HPV18,HPV18,right,10,1048,chr18,1875684,1875718,+,42,11
reads-HPV18,HPV18,right,10,1098,chr14,32692410,32692382,-,37,6
reads-HPV18,HPV18,right,7,1097,chr14,32692410,32692374,-,35,1
reads-HPV18,HPV18,left,1,1152,chrX,95448838,95448806,+,31,1
reads-HPV18,HPV18,left,1,1152,chrX,73462907,73462875,+,31,1
reads-HPV18,HPV18,left,1,1152,chrX,112177165,112177133,+,30,1
reads-HPV18,HPV18,left,1,1152,chr3,55193904,55193872,+,32,1
reads-HPV18,HPV18,left,1,1152,chr15,46004534,46004502,+,31,1
reads-HPV18,HPV18,left,1,1152,chr11,87238142,87238110,+,31,1
reads-HPV18,HPV18,left,1,1152,chr10,90069332,90069300,+,30,1
reads-HPV18,HPV18,left,1,1152,chr6,76851752,76851784,-,30,1
reads-HPV18,HPV18,left,1,1152,chr11,7819239,7819270,-,31,1
reads-HPV18,HPV18,left,4,1152,chrX,78252703,78252666,+,37,2
reads-HPV18,HPV18,left,4,1152,chrX,95448839,95448808,+,37,8
reads-HPV18,HPV18,left,4,1152,chrX,116300899,116300862,+,35,2
reads-HPV18,HPV18,left,1,1152,chr9,74211119,74211081,+,36,1
reads-HPV18,HPV18,left,4,1152,chr3,55193905,55193871,+,42,4
reads-HPV18,HPV18,left,4,1152,chr15,46004535,46004502,+,37,4
reads-HPV18,HPV18,left,4,1152,chr6,76851751,76851784,-,36,4
reads-HPV18,HPV18,left,4,1152,chr5,105097003,105097034,-,37,7
reads-HPV18,HPV18,left,4,1152,chr4,43515172,43515209,-,35,2
reads-HPV18,HPV18,left,4,1152,chr11,7819237,7819271,-,36,4
reads-HPV18,HPV18,left,4,1152,chr11,87238143,87238112,+,35,7
reads-HPV18,HPV18,left,4,1152,chr7,127890004,127889979,+,25,3
reads-HPV18,HPV18,left,4,1152,chr8,54057344,54057370,-,30,4
reads-HPV18,HPV18,left,4,1152,chrX,112177166,112177135,+,30,2
reads-HPV18,HPV18,left,4,1152,chrX,73462908,73462876,+,34,3
reads-HPV18,HPV18,left,4,1152,chrX,21534414,21534383,+,29,2
reads-HPV18,HPV18,left,4,1152,chr10,90069333,90069302,+,30,2
reads-HPV18,HPV18,left,4,1152,chrX,77835622,77835650,-,30,2
reads-HPV18,HPV18,left,4,1152,chr10,90106390,90106421,-,30,2
reads-HPV18,HPV18,left,1,1152,chr4,117203251,117203287,-,35,1
reads-HPV18,HPV18,right,10,1472,chr16,64211219,64211185,-,42,4
reads-HPV18,HPV18,right,7,1472,chr16,64211218,64211186,-,32,1
reads-HPV18,HPV18,right,1,1664,chr8,135785999,135786024,+,25,1
reads-HPV18,HPV18,right,1,1664,chr5,140200267,140200292,+,25,1
reads-HPV18,HPV18,right,1,1664,chr5,97891132,97891157,+,25,1
reads-HPV18,HPV18,right,1,1664,chr9,105863047,105863021,-,26,1
reads-HPV18,HPV18,right,1,1664,chr6,83326256,83326231,-,25,1
reads-HPV18,HPV18,right,1,1664,chr5,128270210,128270185,-,25,1
reads-HPV18,HPV18,right,1,1664,chr12,38500299,38500274,-,25,1
reads-HPV18,HPV18,right,1,1666,chrX,113063400,113063430,+,30,1
reads-HPV18,HPV18,right,1,1666,chr9,112674242,112674272,+,30,1
reads-HPV18,HPV18,right,1,1666,chr5,106652216,106652246,+,30,1
reads-HPV18,HPV18,right,1,1666,chr4,98304841,98304871,+,30,1
reads-HPV18,HPV18,right,1,1666,chr20,16071172,16071202,+,30,1
reads-HPV18,HPV18,right,1,1666,chr18,34370795,34370825,+,29,1
reads-HPV18,HPV18,right,1,1666,chr18,29050108,29050138,+,29,1
reads-HPV18,HPV18,right,1,1666,chr12,73846364,73846394,+,30,1
reads-HPV18,HPV18,right,1,1666,chr12,67865060,67865090,+,30,1
reads-HPV18,HPV18,right,1,1666,chr11,82352739,82352769,+,28,1
reads-HPV18,HPV18,right,4,1666,chrX,73652251,73652218,-,34,2
reads-HPV18,HPV18,right,1,1666,chrX,10801714,10801685,-,29,1
reads-HPV18,HPV18,right,1,1666,chr7,19528839,19528809,-,30,1
reads-HPV18,HPV18,right,1,1666,chr5,130934067,130934037,-,29,1
reads-HPV18,HPV18,right,4,1666,chr5,78070115,78070082,-,33,2
reads-HPV18,HPV18,right,4,1666,chr4,124588466,124588434,-,34,2
reads-HPV18,HPV18,right,1,1666,chr4,100905454,100905424,-,30,1
reads-HPV18,HPV18,right,4,1666,chr3,138565704,138565672,-,33,2
reads-HPV18,HPV18,right,1,1666,chr14,45294350,45294320,-,29,1
reads-HPV18,HPV18,right,1,1666,chr1,242705808,242705778,-,30,1
reads-HPV18,HPV18,right,4,1666,chrY,15338365,15338403,+,41,2
reads-HPV18,HPV18,right,1,1666,chrY,13484491,13484526,+,35,1
reads-HPV18,HPV18,right,4,1666,chrY,6859158,6859196,+,40,2
reads-HPV18,HPV18,right,4,1666,chrX,7556888,7556926,+,42,2
reads-HPV18,HPV18,right,4,1666,chrX,42811822,42811860,+,42,2
reads-HPV18,HPV18,right,1,1666,chrX,68525631,68525666,+,35,1
