sample,genotype,feature,score,position,chr,chr_position,end,strand,match,counts
reads_R-HPV33,HPV33,left,4,60,chr13,109272059,109272027,+,43,7
reads_R-HPV33,HPV33,left,4,60,chr13,108124324,108124281,+,39,3
reads_R-HPV33,HPV33,left,4,60,chr1,233535213,233535247,-,38,5
reads_R-HPV33,HPV33,left,10,60,chr8,48244155,48244124,+,41,8
reads_R-HPV33,HPV33,left,4,102,chr6,7280948,7280910,+,42,17
reads_R-HPV33,HPV33,left,4,102,chr5,6736019,6735981,+,40,17
reads_R-HPV33,HPV33,left,4,102,chr7,138427252,138427283,-,40,8
reads_R-HPV33,HPV33,left,4,102,chr11,46740316,46740348,-,34,8
reads_R-HPV33,HPV33,left,10,137,chr7,38027655,38027688,-,43,12
reads_R-HPV33,HPV33,left,10,239,chr4,19978540,19978571,-,42,8
reads_R-HPV33,HPV33,left,10,590,chr16,7377019,7376983,+,43,15
reads_R-HPV33,HPV33,left,10,630,chr3,171799848,171799816,+,43,9
reads_R-HPV33,HPV33,left,10,720,chr6,146375817,146375785,+,43,7
reads_R-HPV33,HPV33,left,4,720,chr8,110519775,110519816,-,38,3
reads_R-HPV33,HPV33,left,10,933,chr1,69627812,69627852,-,43,14
reads_R-HPV33,HPV33,left,10,1387,chr14,99848805,99848840,-,43,5
reads_R-HPV33,HPV33,left,4,1387,chr3,136389464,136389424,+,38,2
reads_R-HPV33,HPV33,left,4,1387,chr6,99389959,99389999,-,39,2
reads_R-HPV33,HPV33,right,10,1435,chr10,99707209,99707173,-,43,11
reads_R-HPV33,HPV33,right,7,1433,chr10,99707210,99707176,-,34,1
reads_R-HPV33,HPV33,left,10,1463,chr16,4781550,4781582,-,43,7
reads_R-HPV33,HPV33,right,10,1539,chr10,3319305,3319340,+,43,15
reads_R-HPV33,HPV33,right,4,1539,chr1,105115811,105115772,-,41,11
reads_R-HPV33,HPV33,right,7,1537,chr1,105115810,105115779,-,29,1
reads_R-HPV33,HPV33,right,4,1539,chr5,97317934,97317974,+,41,10
reads_R-HPV33,HPV33,right,4,1539,chr4,108983843,108983882,+,40,10
reads_R-HPV33,HPV33,right,4,1539,chr10,89018071,89018111,+,40,10
reads_R-HPV33,HPV33,right,4,1539,chr1,115361663,115361703,+,42,10
reads_R-HPV33,HPV33,right,4,1539,chr14,91579049,91579013,-,37,5
reads_R-HPV33,HPV33,right,4,1539,chr7,21535974,21536015,+,42,8
reads_R-HPV33,HPV33,right,4,1539,chr4,102249596,102249631,+,34,2
reads_R-HPV33,HPV33,right,4,1539,chrX,99371564,99371605,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chrX,45664251,45664292,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chrX,106343110,106343151,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chrX,94390038,94390079,+,39,6
reads_R-HPV33,HPV33,right,4,1539,chrX,88745817,88745858,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr9,80184716,80184757,+,42,6
reads_R-HPV33,HPV33,right,4,1539,chr8,39876204,39876245,+,39,6
reads_R-HPV33,HPV33,right,4,1539,chr7,40961915,40961956,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr6,66654911,66654952,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr6,92010957,92010998,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr5,166809638,166809679,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chr5,55091010,55091051,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chr5,97541318,97541359,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr5,110893359,110893400,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr4,97437390,97437431,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr4,18417789,18417830,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chr3,95595418,95595459,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chr3,147988824,147988865,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chr3,11075026,11075067,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr3,34518897,34518938,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr3,19233946,19233987,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr2,193501786,193501827,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr2,184972892,184972933,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr2,139990142,139990183,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr2,77815557,77815598,+,38,5
reads_R-HPV33,HPV33,right,4,1539,chr18,51863818,51863859,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chr18,49452266,49452307,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chr18,64648535,64648576,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr18,4753205,4753246,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr15,69566810,69566851,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr14,58686634,58686675,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chr13,54828713,54828754,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chr12,55999610,55999651,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chr11,50163328,50163369,+,39,6
reads_R-HPV33,HPV33,right,4,1539,chr11,25006812,25006852,+,39,6
reads_R-HPV33,HPV33,right,4,1539,chr10,4936918,4936959,+,42,6
reads_R-HPV33,HPV33,right,4,1539,chr10,87030213,87030254,+,40,6
reads_R-HPV33,HPV33,right,4,1539,chr1,191343511,191343552,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chr1,43106662,43106703,+,39,6
reads_R-HPV33,HPV33,right,4,1539,chr1,13433117,13433158,+,41,6
reads_R-HPV33,HPV33,right,4,1539,chr1,195722280,195722320,+,39,6
reads_R-HPV33,HPV33,right,4,1539,chr1,194617077,194617117,+,39,6
reads_R-HPV33,HPV33,right,4,1539,chrX,8122494,8122453,-,41,6
reads_R-HPV33,HPV33,right,4,1539,chr9,78411096,78411055,-,40,6
reads_R-HPV33,HPV33,right,4,1539,chr9,24135997,24135956,-,41,6
reads_R-HPV33,HPV33,right,4,1539,chr9,103484606,103484565,-,40,6
reads_R-HPV33,HPV33,right,4,1539,chr8,51231780,51231739,-,41,6
reads_R-HPV33,HPV33,right,4,1539,chr8,91817412,91817371,-,40,6
reads_R-HPV33,HPV33,right,4,1539,chr7,127430199,127430158,-,40,6
reads_R-HPV33,HPV33,right,4,1539,chr7,125315239,125315198,-,40,6
reads_R-HPV33,HPV33,right,4,1539,chr7,83674420,83674379,-,40,6
reads_R-HPV33,HPV33,right,4,1539,chr7,30570710,30570669,-,39,6
reads_R-HPV33,HPV33,right,4,1539,chr6,69473343,69473302,-,41,6
reads_R-HPV33,HPV33,right,4,1539,chr6,89065960,89065919,-,40,6
reads_R-HPV33,HPV33,right,4,1539,chr5,16437119,16437078,-,41,6
reads_R-HPV33,HPV33,right,4,1539,chr5,125089596,125089555,-,41,6
reads_R-HPV33,HPV33,right,4,1539,chr5,99919912,99919872,-,40,6
reads_R-HPV33,HPV33,right,4,1539,chr5,81824594,81824553,-,40,6
reads_R-HPV33,HPV33,right,4,1539,chr5,147007646,147007605,-,40,6
reads_R-HPV33,HPV33,right,4,1539,chr4,14359504,14359463,-,41,6
