chrom	lend	rend	gene	strand
chr18	14507339	14543585	POTEC	-
chr18	14531676	14531782	RNU6-1021P	-
chr18	14570844	14571788	OR4K7P	+
chr18	14613137	14614184	OR4K8P	+
chr18	14629832	14632806	SNX19P3	-
chr18	14680604	14681106	RP11-1157N2__A.2	-
chr18	14695422	14706597	RP11-1157N2__A.1	+
chr18	14728272	14852738	ANKRD30B	+
chr18	14759188	14759294	RNU6-1210P	+
chr18	14771249	14771327	AP006564.1	+
chr18	14816151	14825249	RP11-1157N2__B.2	-
chr18	14830166	14830242	MIR3156-2	+
chr18	14877611	14884052	RP11-527H14.6	+
chr18	14888709	14890086	FGF7P1	-
chr18	14903580	14915628	RP11-527H14.4	+
chr18	14946267	14973770	LINC01443	+
chr18	14969001	14970468	LINC01444	-
chr18	14978739	14979839	RP11-527H14.1	+
chr18	14990707	14993235	RP11-805F19.3	-
chr18	15003975	15006352	RP11-805F19.4	-
chr18	15057125	15066579	AP005242.1	-
chr18	15075445	15122767	RP11-805F19.2	+
chr18	15159724	15164467	RP11-805F19.1	-
chr18	15196999	15197775	RP11-454P7.3	-
chr18	15247429	15247997	BNIP3P3	-
chr18	15254418	15271744	RP11-454P7.1	+
chr18	15307663	15330282	AP005901.1	-
chr18	15320840	15320944	RNU6-721P	-
chr18	20946906	21111851	ROCK1	-
chr18	21062383	21062473	AC036178.1	-
chr18	21119182	21119661	RP11-254G11.1	-
chr18	21120404	21120506	RNU6-120P	-
chr18	21182503	21183499	EXOGP1	-
chr18	21240675	21241371	RP11-699A5.2	-
chr18	21242242	21525417	GREB1L	+
chr18	21316878	21317795	RP11-296E23.2	+
chr18	21380286	21451017	RP11-296E23.1	-
chr18	21450653	21450756	SNORD23	-
chr18	21529281	21600884	ESCO1	-
chr18	21612267	21633524	SNRPD1	+
chr18	21650897	21704805	ABHD3	-
chr18	21661787	21662395	RP11-13N13.5	-
chr18	21673628	21682561	RP11-13N13.6	+
chr18	21683510	21683597	MIR320C1	+
chr18	21704957	21870957	MIB1	+
