chrom	lend	rend	gene	strand
chr17	59106598	59118267	AC099850.1	+
chr17	59109951	59155269	SKA2	-
chr17	59129276	59129458	RNU2-58P	-
chr17	59137758	59137872	MIR454	-
chr17	59151136	59151221	MIR301A	-
chr17	59155499	59204705	PRR11	+
chr17	59174983	59181787	CTD-2510F5.2	-
chr17	59202677	59203829	CTD-2510F5.4	-
chr17	59209400	59215247	SMG8	+
chr17	59220467	59275967	GDPD1	+
chr17	59260748	59260846	Y_RNA	+
chr17	59281130	59281343	SNRPGP17	+
chr17	59331689	59401729	YPEL2	+
chr17	59362665	59363278	RP11-567L7.3	+
chr17	59366083	59366154	MIR4729	+
chr17	59400488	59403303	RP11-567L7.5	-
chr17	59430869	59526946	LINC01476	-
chr17	59537359	59537499	RNU4-13P	-
chr17	59565525	59608345	DHX40	+
chr17	59618553	59619714	RP11-758H9.2	-
chr17	59619689	59696956	CLTC	+
chr17	59674636	59707626	PTRH2	-
chr17	59707192	59842255	VMP1	+
chr17	59784813	59785035	RP11-619I22.1	+
chr17	59841266	59841337	MIR21	+
chr17	59847438	59847544	RNU6-450P	-
chr17	59859482	59892945	TUBD1	-
chr17	59885015	59885552	NDUFB8P2	+
chr17	59893046	59950564	RPS6KB1	+
chr17	59912197	59912366	RP5-1073F15.1	+
chr17	59952240	59964761	RNFT1	-
chr17	59964832	59996972	RP11-178C3.2	+
chr17	59976009	60002384	DHX40P1	-
chr17	60008437	60017498	TBC1D3P1	-
chr17	60021072	60022436	RP11-178C3.7	+
chr17	60025859	60030746	RP11-178C3.8	+
chr17	60042361	60042442	AC005702.1	-
chr17	60042546	60042627	AC005702.4	-
chr17	60042694	60042772	AC005702.3	-
chr17	60042805	60042882	AC005702.2	-
chr17	60043025	60043105	MIR4737	-
chr17	60043194	60078931	HEATR6	-
chr17	60063004	60064782	RP11-178C3.6	-
chr17	60079309	60088695	CTD-2319I12.2	+
chr17	60083566	60091885	WFDC21P	-
chr17	60102183	60102662	AC025048.1	-
chr17	60113793	60120687	CTD-2319I12.3	-
chr17	60124110	60125474	CTD-2319I12.9	-
chr17	60126535	60135644	CTD-2319I12.4	-
chr17	60135762	60140081	CTD-2319I12.5	-
chr17	60149936	60170899	CA4	+
chr17	60173322	60173822	FAM106DP	+
chr17	60175423	60175669	Metazoa_SRP	+
chr17	60179094	60422470	USP32	-
chr17	60231516	60231646	SCARNA20	-
chr17	60245288	60245647	RP11-3K24.1	-
chr17	60256720	60258411	RP11-3K24.3	+
chr17	60296500	60296638	AC104763.1	+
chr17	60315834	60316215	RP11-3K24.2	+
chr17	60392429	60431421	C17orf64	+
chr17	60433678	60435996	RPL12P38	-
chr17	60443149	60526219	APPBP2	-
chr17	60513190	60513550	RP11-15E18.5	+
chr17	60526293	60550798	RP11-15E18.1	+
chr17	60562010	60562161	RP11-15E18.3	-
chr17	60564547	60586623	RP11-15E18.4	+
chr17	60564740	60565671	RP11-15E18.2	-
