sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-VS-A8QA-TP	chr1~206039055~+~HPV16~881~-	chr1	206039055	HPV16	881	544	chr1:206932578	3	MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE;BX571818.1;C1orf186	SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6;DYRK3;RP11-343H5.4
CESC-VS-A8QA-TP	chr1~206039055~+~HPV16~227~-	chr1	206039055	HPV16	227	61	chr1:206932578	3	MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE;BX571818.1;C1orf186	SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6;DYRK3;RP11-343H5.4
CESC-VS-A8QA-TP	chr1~206047619~+~HPV16~881~-	chr1	206047619	HPV16	881	86	chr1:206932578	3	MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE;BX571818.1;C1orf186	SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6;DYRK3;RP11-343H5.4
CESC-FU-A3YQ-TP	chr1~206021168~+~HPV16~228~-	chr1	206021168	HPV16	228	132	chr1:206932578	3	LEMD1;BLACAT1;MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE	BX571818.1;C1orf186;SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6
CESC-VS-A8QA-TP	chr1~206062939~+~HPV16~881~-	chr1	206062939	HPV16	881	67	chr1:206932578	3	MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE;BX571818.1;C1orf186	SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6;DYRK3;RP11-343H5.4
CESC-VS-A8QA-TP	chr1~206066515~+~HPV16~2091~-	chr1	206066515	HPV16	2091	291	chr1:206932578	3	MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE;BX571818.1;C1orf186	SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6;DYRK3;RP11-343H5.4
LIHC-DD-A116-NT	chr1~206932578~+~NC_003977_3182nt_Hepatitis_B_virus~2450~-	chr1	206932578	NC_003977_3182nt_Hepatitis_B_virus	2450	16	chr1:206932578	3	MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6;DYRK3;RP11-343H5.4;MAPKAPK2;Y_RNA;IL10;IL19;IL20;IL24;RP11-564A8.8;RP11-564A8.4;FAIM3;PIGR	FCAMR;C1orf116;YOD1;C4BPB;PFKFB2;C4BPA;RP11-164O23.8;RP11-164O23.5;C4BPAP1;RP11-164O23.7;C4BPAP2;RP11-6J21.2;CD55;RP11-357P18.2;CR2;CR1;RP11-78B10.2;CD46P1;CDCA4P3;CR1L
CESC-VS-A8QA-TP	chr1~206049015~+~HPV16~877~-	chr1	206049015	HPV16	877	19	chr1:206932578	3	MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE;BX571818.1;C1orf186	SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6;DYRK3;RP11-343H5.4
CESC-VS-A8QA-TP	chr1~206032223~+~HPV16~227~-	chr1	206032223	HPV16	227	16	chr1:206932578	3	MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE;BX571818.1	C1orf186;SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6;DYRK3
CESC-FU-A3YQ-TP	chr1~206023146~+~HPV16~2613~-	chr1	206023146	HPV16	2613	37	chr1:206932578	3	LEMD1;BLACAT1;MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE	BX571818.1;C1orf186;SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6
CESC-FU-A3YQ-TP	HPV16~5638~-~chr1~206023723~+	chr1	206023723	HPV16	5638	14	chr1:206932578	3	LEMD1;BLACAT1;MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE	BX571818.1;C1orf186;SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6
CESC-FU-A3YQ-TP	chr1~206023058~+~HPV16~227~-	chr1	206023058	HPV16	227	142	chr1:206932578	3	LEMD1;BLACAT1;MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE	BX571818.1;C1orf186;SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6
CESC-FU-A3YQ-TP	chr1~206023058~+~HPV16~881~-	chr1	206023058	HPV16	881	2659	chr1:206932578	3	LEMD1;BLACAT1;MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE	BX571818.1;C1orf186;SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6
CESC-FU-A3YQ-TP	chr1~206022268~+~HPV16~227~-	chr1	206022268	HPV16	227	43	chr1:206932578	3	LEMD1;BLACAT1;MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE	BX571818.1;C1orf186;SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6
CESC-VS-A8QA-TP	chr1~205978929~+~HPV16~227~-	chr1	205978929	HPV16	227	10	chr1:206932578	3	LEMD1-AS1;LEMD1;BLACAT1;MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B	CTSE;BX571818.1;C1orf186;SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D
CESC-VS-A8QA-TP	chr1~205978929~+~HPV16~881~-	chr1	205978929	HPV16	881	329	chr1:206932578	3	LEMD1-AS1;LEMD1;BLACAT1;MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B	CTSE;BX571818.1;C1orf186;SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D
CESC-FU-A3YQ-TP	chr1~206016130~+~HPV16~228~-	chr1	206016130	HPV16	228	50	chr1:206932578	3	LEMD1;BLACAT1;MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE	BX571818.1;C1orf186;SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6
CESC-VS-A8QA-TP	chr1~206032222~+~HPV16~881~-	chr1	206032222	HPV16	881	149	chr1:206932578	3	MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE;BX571818.1	C1orf186;SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6;DYRK3
CESC-FU-A3YQ-TP	chr1~206022268~+~HPV16~881~-	chr1	206022268	HPV16	881	419	chr1:206932578	3	LEMD1;BLACAT1;MIR135B;RP11-576D8.4;CDK18;RNU2-19P;MFSD4;RNU6-418P;ELK4;RP11-6B6.3;SLC45A3;Metazoa_SRP;SNORA72;NUCKS1;RAB29;SLC41A1;PM20D1;SLC26A9;RP4-681L3.2;RAB7B;CTSE	BX571818.1;C1orf186;SNORD60;AVPR1B;RP11-38J22.3;RP11-38J22.2;RP11-38J22.1;FAM72A;RP11-421E17.4;SRGAP2;SRGAP2-AS1;MIR6769B;IKBKE;C1orf147;RP11-534L20.5;RP11-534L20.4;CH17-76K2.6;RASSF5;EIF2D;RP11-343H5.6
