chrom	lend	rend	gene	strand
chr12	122749481	122749586	RP11-324E6.4	-
chr12	122752774	122771064	DENR	+
chr12	122768099	122768200	Y_RNA	+
chr12	122774327	122827528	CCDC62	+
chr12	122834453	122862960	HIP1R	+
chr12	122865328	122896444	VPS37B	-
chr12	122865335	122867021	RP11-463O12.3	+
chr12	122870059	122888720	RP11-463O12.5	-
chr12	122920951	122981649	ABCB9	-
chr12	122974580	122980043	OGFOD2	+
chr12	122980060	122982913	ARL6IP4	+
chr12	122983480	123150015	PITPNM2	-
chr12	123010667	123010728	MIR4304	-
chr12	123081384	123084744	RP11-197N18.7	+
chr12	123087256	123092821	RP11-197N18.8	-
chr12	123152320	123244014	MPHOSPH9	-
chr12	123152324	123153377	RP11-546D6.3	-
chr12	123232916	123257959	C12orf65	+
chr12	123252030	123261483	RP11-282O18.3	-
chr12	123260971	123272334	CDK2AP1	-
chr12	123262060	123262402	RP11-282O18.7	+
chr12	123282916	123283034	RNA5SP375	-
chr12	123289109	123364843	SBNO1	-
chr12	123363868	123366113	RP13-942N8.1	+
chr12	123364764	123364843	MIR8072	-
chr12	123383773	123409358	SETD8	+
chr12	123410683	123436717	RILPL2	-
chr12	123441517	123441852	RP11-972P1.8	-
chr12	123457641	123473154	SNRNP35	+
chr12	123470054	123533718	RILPL1	-
chr12	123472200	123476093	RP11-972P1.7	-
chr12	123515275	123515513	RP11-972P1.10	-
chr12	123519390	123519856	RP11-972P1.11	-
chr12	123536409	123536534	MIR3908	+
chr12	123575891	123585115	RP11-486O12.2	-
chr12	123584531	123598577	TMED2	+
chr12	123602077	123620941	DDX55	+
chr12	123616708	123616840	SNORA9	+
chr12	123620406	123633766	EIF2B1	-
chr12	123633739	123662606	GTF2H3	+
chr12	123649068	123650485	RP11-338K17.5	+
chr12	123655528	123656128	RP11-338K17.6	+
