chrom	lend	rend	gene	strand
chr4	148819351	148819956	RP11-360A10.1	-
chr4	148940941	148942378	CTB-191D16.1	-
chr4	148991572	148991633	RNU7-197P	-
chr4	149027445	149062522	RP11-563M4.1	-
chr4	149147802	149149780	RP11-342A1.1	-
chr4	149154295	149278123	RP11-24I21.1	+
chr4	149295345	149295480	AC097465.1	-
chr4	149352017	149896233	RP11-526A4.1	-
chr4	149666057	149711149	RP11-707F2.1	+
chr4	149789952	149790303	AKIRIN2P1	+
chr4	149907560	149907675	RNA5SP167	+
chr4	149934376	149934483	RNU6-1230P	+
chr4	149956208	149958572	RP11-423J7.1	+
chr4	150078274	150257457	DCLK2	+
chr4	150209706	150209768	RNU7-194P	+
chr4	150264531	151015727	LRBA	-
chr4	150422645	150423642	RP11-174F8.1	-
chr4	150579089	150581545	RP11-1336O20.2	+
chr4	150581922	150584693	MAB21L2	+
chr4	150639756	150639866	AC110813.1	-
chr4	150720981	150721478	ZBTB8OSP1	+
chr4	150970671	150970782	RNA5SP168	-
chr4	151027090	151027617	AK4P6	+
chr4	151099573	151104652	RPS3A	+
chr4	151102057	151102128	SNORD73	+
chr4	151102751	151325632	SH3D19	-
chr4	151103827	151103891	SNORD73A	+
chr4	151139991	151141103	RP11-372K14.2	+
chr4	151259503	151262849	RP11-731D1.1	+
chr4	151277171	151291453	PRSS48	+
chr4	151279030	151279192	RP11-731D1.3	-
chr4	151300518	151300613	RNU6-1282P	+
chr4	151333775	151353224	RP11-731D1.4	-
chr4	151407551	151408835	RP11-610P16.1	-
chr4	151409216	151663632	FAM160A1	+
chr4	151565710	151565810	AC097455.1	-
chr4	151576766	151576916	RN7SKP35	+
chr4	151667224	151670502	RP11-164P12.4	+
chr4	151669786	151670503	RP11-164P12.5	+
chr4	151670504	151761023	GATB	-
chr4	151674483	151677893	RP11-164P12.3	+
chr4	151799500	151801348	RP11-424M21.1	+
chr4	151887543	151891263	RP11-503L23.1	-
chr4	151904932	151928648	RP11-73G16.3	-
chr4	151919468	151943933	RP11-73G16.2	+
chr4	151955991	151969381	RP11-73G16.1	+
chr4	151971497	151971613	RNA5SP169	-
chr4	152100754	152104720	RP11-18H21.1	+
chr4	152146385	152178573	RP11-18H21.2	-
chr4	152207421	152225870	RP11-18H21.3	-
chr4	152228468	152228534	AC079340.1	+
chr4	152264150	152264445	RN7SL446P	-
chr4	152308283	152309983	RP11-461L13.4	-
