chrom	lend	rend	gene	strand
chr4	152687727	152918463	ARFIP1	+
chr4	152900966	152901079	AC099339.1	+
chr4	152927446	152928207	RP11-206F17.2	+
chr4	152936352	152979696	FHDC1	+
chr4	153034211	153091165	RP11-285C1.2	+
chr4	153152342	153339320	TRIM2	+
chr4	153265662	153265755	RNU6-1196P	-
chr4	153266909	153267010	Y_RNA	-
chr4	153307792	153308717	ANXA2P1	-
chr4	153344649	153415118	MND1	+
chr4	153360533	153360654	AC013477.1	+
chr4	153381729	153382015	RN7SL419P	-
chr4	153466346	153636711	KIAA0922	+
chr4	153640168	153681180	RP11-153M7.3	+
chr4	153658572	153659653	RP11-153M7.1	+
chr4	153701500	153705699	TLR2	+
chr4	153710125	153760235	RNF175	-
chr4	153720327	153727722	RP11-153M7.5	+
chr4	153741852	153741939	AC020703.1	-
chr4	153780592	153789120	SFRP2	-
chr4	153873367	153873451	AC020703.2	-
chr4	154142122	154298819	RP11-290O12.2	+
chr4	154218909	154218993	AC079298.1	+
chr4	154232037	154491716	DCHS2	-
chr4	154235980	154237598	RP11-9N12.2	+
chr4	154261735	154262193	RP11-9N12.3	+
chr4	154373886	154374347	RP11-290O12.1	+
chr4	154523487	154524807	RP11-158C21.2	+
chr4	154535006	154550435	PLRG1	-
chr4	154543933	154544037	RNU6-1285P	-
chr4	154555208	154555985	RP11-158C21.3	+
chr4	154562956	154571086	FGB	+
chr4	154583126	154590766	FGA	-
chr4	154604134	154612967	FGG	-
chr4	154626945	154753118	LRAT	+
chr4	154724586	154724880	RP11-21G20.1	+
chr4	154754756	154781873	RP11-21G20.3	-
chr4	154770568	154770916	RP11-21G20.4	+
chr4	154781213	154828813	RBM46	+
chr4	154787118	154787278	RNU2-66P	+
chr4	154790291	154790484	RNU2-44P	+
chr4	155173716	155381694	AC097467.2	+
chr4	155206529	155209027	RP11-92A5.2	-
chr4	155208629	155217078	NPY2R	+
chr4	155286162	155287136	RP11-27G13.1	-
chr4	155342658	155376970	MAP9	-
chr4	155381042	155381239	YWHAEP4	-
chr4	155383107	155384102	RP11-27G13.4	-
chr4	155385352	155385492	RP11-27G13.5	+
chr4	155451617	155452405	RP11-627H22.9	-
chr4	155452526	155453044	MTND6P17	+
chr4	155453049	155454803	MTND5P9	-
chr4	155455050	155456411	MTND4P8	-
