chrom	lend	rend	sample_name	CN	copy_number
chr1	72345393	248930189	LUSC-66-2734-TP	0.1267	2.1835869801304035
chr1	72345465	196762956	HNSC-CN-A63T-TP	-0.0931	1.8750122224662873
chr1	72345465	248930189	KIRC-B8-4146-NT	0.0263	2.0367938948797097
chr1	75593824	240228440	PAAD-HZ-8005-TP	-0.1221	1.8376983829980698
chr1	76937042	248585918	KIRC-B0-5083-TP	-0.2213	1.7155842780416157
chr1	94681739	193186662	HNSC-CV-7100-TP	0.0455	2.0640815908228216
chr1	103717410	193186662	CESC-C5-A7X8-TP	0.2185	2.3270464361954266
chr1	103760879	196713419	LGG-DU-6404-TP	0.0027	2.0037464994634924
chr1	105481433	196758720	SARC-DX-A3UE-TP	0.1314	2.190712251800488
chr1	105481433	222193326	BLCA-CF-A5U8-TP	0.0699	2.0992878506574852
chr1	105481433	248930189	BLCA-C4-A0F6-TP	-0.0512	1.9302664394465638
chr1	105482176	196737736	KIRC-BP-4345-TP	-0.0255	1.9649600757997674
chr1	109691933	193186662	CESC-C5-A7CG-TP	0.0173	2.0241272637262626
chr1	109697556	245473108	HNSC-CR-7395-TP	0.0139	2.0193626187916407
chr1	109702376	187746723	BLCA-BT-A42B-TP	0.1848	2.2733187757265796
chr1	109702376	194479104	KIRC-CZ-5451-TP	0.008	2.0111211607969364
chr1	109702376	196745743	SARC-DX-AB2J-TP	0.0201	2.0280595290826935
chr1	109702376	196758720	LUSC-56-7731-TP	0.0298	2.0417411863649133
chr1	109702376	196762956	HNSC-CQ-5331-TP	0.0062	2.0086135201376134
chr1	109702376	209897717	KIRC-A3-3351-TP	0.0276	2.038630059360722
chr1	109702376	222193326	PAAD-FB-A545-TP	0.0088	2.0122366724237444
chr1	109702376	235890444	HNSC-CV-7255-TP	0.1595	2.2337999659003005
chr1	109702376	237104070	KIRC-B8-5552-NT	0.0213	2.0297471233296225
chr1	109707962	248930189	LUSC-60-2710-TP	0.0282	2.039478078095748
chr1	109708520	193186662	LGG-HT-7855-TP	0.0268	2.0374999161896215
chr1	110845604	196762956	SARC-IE-A3OV-TP	0.3948	2.629520966132969
chr1	110845604	248446755	HNSC-CQ-6221-TP	0.1042	2.149796350110206
chr1	110849445	196762956	PAAD-HZ-A49I-TP	0.0532	2.0751275269510403
chr1	110849445	248930189	KIRC-B0-5120-TP	0.0407	2.0572255832722113
chr1	110850868	196762480	LGG-P5-A5F1-TP	-0.018	1.975201722890745
chr1	111393046	174827418	KIRC-CZ-5463-TP	0.0819	2.1168220577408734
