sample	contig	human_chrom	human_coord	virus_genome	virus_coord	total	hotspot	hotspot_sample_counts	left_genes	right_genes
CESC-VS-A9V1-TP	chr20~14988351~+~HPV45~930~-	chr20	14988351	HPV45	930	55	chr20:15208196	4	RP4-585I14.3;GAPDHP2;AL158089.1;TASP1;ESF1;NDUFAF5;SEL1L2;AL117333.1;RNU6-278P;RPS3P1;AIMP1P1;RN7SL864P;AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;RPS10P2;MACROD2-AS1;RP5-974N19.1;MACROD2	RNU6-1159P;RNU6-115P;RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17;AL118509.1;KIF16B;AL049794.1;RP4-777L9.2;RP4-777L9.3;RPLP0P1;Y_RNA;RPL7AL3;RP4-705D16.3;SNRPB2;OTOR;RP5-1195D24.1;U3
CESC-VS-A9V1-TP	chr20~14970782~+~HPV45~930~-	chr20	14970782	HPV45	930	17	chr20:15208196	4	RP4-585I14.3;GAPDHP2;AL158089.1;TASP1;ESF1;NDUFAF5;SEL1L2;AL117333.1;RNU6-278P;RPS3P1;AIMP1P1;RN7SL864P;AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;RPS10P2;MACROD2-AS1;RP5-974N19.1;MACROD2	RNU6-1159P;RNU6-115P;RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17;AL118509.1;KIF16B;AL049794.1;RP4-777L9.2;RP4-777L9.3;RPLP0P1;Y_RNA;RPL7AL3;RP4-705D16.3;SNRPB2;OTOR;RP5-1195D24.1;U3
CESC-Q1-A73S-TP	chr20~14727528~+~HPV18~930~-	chr20	14727528	HPV18	930	42	chr20:15208196	4	ISM1-AS1;RP5-1077I2.3;ISM1;RP4-585I14.3;GAPDHP2;AL158089.1;TASP1;ESF1;NDUFAF5;SEL1L2;AL117333.1;RNU6-278P;RPS3P1;AIMP1P1;RN7SL864P;AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;MACROD2	RPS10P2;MACROD2-AS1;RP5-974N19.1;RNU6-1159P;RNU6-115P;RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17;AL118509.1;KIF16B;AL049794.1;RP4-777L9.2;RP4-777L9.3;RPLP0P1;Y_RNA;RPL7AL3;RP4-705D16.3;SNRPB2
CESC-VS-A9V1-TP	chr20~14997514~+~HPV45~231~-	chr20	14997514	HPV45	231	15	chr20:15208196	4	RP4-585I14.3;GAPDHP2;AL158089.1;TASP1;ESF1;NDUFAF5;SEL1L2;AL117333.1;RNU6-278P;RPS3P1;AIMP1P1;RN7SL864P;AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;RPS10P2;MACROD2-AS1;RP5-974N19.1;MACROD2	RNU6-1159P;RNU6-115P;RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17;AL118509.1;KIF16B;AL049794.1;RP4-777L9.2;RP4-777L9.3;RPLP0P1;Y_RNA;RPL7AL3;RP4-705D16.3;SNRPB2;OTOR;RP5-1195D24.1;U3
CESC-VS-A9V1-TP	chr20~15007981~+~HPV45~930~-	chr20	15007981	HPV45	930	18	chr20:15208196	4	RP4-585I14.3;GAPDHP2;AL158089.1;TASP1;ESF1;NDUFAF5;SEL1L2;AL117333.1;RNU6-278P;RPS3P1;AIMP1P1;RN7SL864P;AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;RPS10P2;MACROD2-AS1;RP5-974N19.1;MACROD2	RNU6-1159P;RNU6-115P;RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17;AL118509.1;KIF16B;AL049794.1;RP4-777L9.2;RP4-777L9.3;RPLP0P1;Y_RNA;RPL7AL3;RP4-705D16.3;SNRPB2;OTOR;RP5-1195D24.1;U3
CESC-VS-A9V1-TP	chr20~15008727~+~HPV45~1043~-	chr20	15008727	HPV45	1043	446	chr20:15208196	4	RP4-585I14.3;GAPDHP2;AL158089.1;TASP1;ESF1;NDUFAF5;SEL1L2;AL117333.1;RNU6-278P;RPS3P1;AIMP1P1;RN7SL864P;AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;RPS10P2;MACROD2-AS1;RP5-974N19.1;MACROD2	RNU6-1159P;RNU6-115P;RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17;AL118509.1;KIF16B;AL049794.1;RP4-777L9.2;RP4-777L9.3;RPLP0P1;Y_RNA;RPL7AL3;RP4-705D16.3;SNRPB2;OTOR;RP5-1195D24.1;U3
CESC-VS-A9V1-TP	chr20~14997511~+~HPV45~930~-	chr20	14997511	HPV45	930	66	chr20:15208196	4	RP4-585I14.3;GAPDHP2;AL158089.1;TASP1;ESF1;NDUFAF5;SEL1L2;AL117333.1;RNU6-278P;RPS3P1;AIMP1P1;RN7SL864P;AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;RPS10P2;MACROD2-AS1;RP5-974N19.1;MACROD2	RNU6-1159P;RNU6-115P;RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17;AL118509.1;KIF16B;AL049794.1;RP4-777L9.2;RP4-777L9.3;RPLP0P1;Y_RNA;RPL7AL3;RP4-705D16.3;SNRPB2;OTOR;RP5-1195D24.1;U3
CESC-Q1-A73S-TP	chr20~14715683~+~HPV18~930~-	chr20	14715683	HPV18	930	23	chr20:15208196	4	ISM1-AS1;RP5-1077I2.3;ISM1;RP4-585I14.3;GAPDHP2;AL158089.1;TASP1;ESF1;NDUFAF5;SEL1L2;AL117333.1;RNU6-278P;RPS3P1;AIMP1P1;RN7SL864P;AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;MACROD2	RPS10P2;MACROD2-AS1;RP5-974N19.1;RNU6-1159P;RNU6-115P;RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17;AL118509.1;KIF16B;AL049794.1;RP4-777L9.2;RP4-777L9.3;RPLP0P1;Y_RNA;RPL7AL3;RP4-705D16.3;SNRPB2
CESC-MA-AA3X-TP	HPV16~5837~+~chr20~15208196~+	chr20	15208196	HPV16	5837	28	chr20:15208196	4	AL158089.1;TASP1;ESF1;NDUFAF5;SEL1L2;AL117333.1;RNU6-278P;RPS3P1;AIMP1P1;RN7SL864P;AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;RPS10P2;MACROD2-AS1;RP5-974N19.1;RNU6-1159P;RNU6-115P;MACROD2	RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17;AL118509.1;KIF16B;AL049794.1;RP4-777L9.2;RP4-777L9.3;RPLP0P1;Y_RNA;RPL7AL3;RP4-705D16.3;SNRPB2;OTOR;RP5-1195D24.1;U3;RNU6-27P;RP1-298M8.1
CESC-Q1-A6DW-TP	chr20~14580439~+~HPV16~881~-	chr20	14580439	HPV16	881	5810	chr20:15208196	4	SPTLC3;ISM1-AS1;RP5-1077I2.3;ISM1;RP4-585I14.3;GAPDHP2;AL158089.1;TASP1;ESF1;NDUFAF5;SEL1L2;AL117333.1;RNU6-278P;RPS3P1;AIMP1P1;RN7SL864P;AL136992.1;FLRT3;RNU6-228P;RNF11B;MACROD2-IT1;MACROD2	RPS10P2;MACROD2-AS1;RP5-974N19.1;RNU6-1159P;RNU6-115P;RNA5SP475;RP11-388K2.1;AL121584.1;ENSAP1;PPIAP17;AL118509.1;KIF16B;AL049794.1;RP4-777L9.2;RP4-777L9.3;RPLP0P1;Y_RNA;RPL7AL3;RP4-705D16.3;SNRPB2
