chrom	lend	rend	strand	virus	virus_brkpt	virus_strand	read_support	sample_name	insertion_name
chr18	63235900	63235901	+	HPV16	2089	+	12	CESC-LP-A5U2-TP	HPV16~2089~+~chr18~63235900~+
chr18	63236502	63236503	+	HPV16	227	+	27	CESC-LP-A5U2-TP	HPV16~227~+~chr18~63236502~+
chr18	63236502	63236503	+	HPV16	881	+	208	CESC-LP-A5U2-TP	HPV16~881~+~chr18~63236502~+
chr18	63318955	63318956	+	HPV16	215	-	43	CESC-LP-A5U2-TP	chr18~63318955~+~HPV16~215~-
chr18	63323093	63323094	+	HPV16	2497	-	192	CESC-LP-A5U2-TP	chr18~63323093~+~HPV16~2497~-
chr18	63636199	63636200	+	HPV16	881	+	210	HNSC-CQ-5323-TP	HPV16~881~+~chr18~63636199~+
chr18	63649920	63649921	+	HPV16	1093	+	13	HNSC-CQ-5323-TP	HPV16~1093~+~chr18~63649920~+
chr18	63654137	63654138	+	HPV16	881	+	210	HNSC-CQ-5323-TP	HPV16~881~+~chr18~63654137~+
chr18	63655356	63655357	+	HPV16	881	+	410	HNSC-CQ-5323-TP	HPV16~881~+~chr18~63655356~+
chr18	63661245	63661246	+	HPV45	213	-	33	CESC-C5-A1BN-TP	chr18~63661245~+~HPV45~213~-
chr18	63685925	63685926	+	HPV45	931	-	14	CESC-C5-A1BN-TP	chr18~63685925~+~HPV45~931~-
chr18	63686427	63686428	+	HPV45	930	-	1646	CESC-C5-A1BN-TP	chr18~63686427~+~HPV45~930~-
chr18	63686427	63686428	+	HPV45	231	-	386	CESC-C5-A1BN-TP	chr18~63686427~+~HPV45~231~-
chr18	63697881	63697882	+	HPV45	231	-	105	CESC-C5-A1BN-TP	chr18~63697881~+~HPV45~231~-
chr18	63697881	63697882	+	HPV45	930	-	704	CESC-C5-A1BN-TP	chr18~63697881~+~HPV45~930~-
chr18	63704108	63704109	+	HPV45	930	-	167	CESC-C5-A1BN-TP	chr18~63704108~+~HPV45~930~-
chr18	63706596	63706597	+	HPV45	3193	-	130	CESC-C5-A1BN-TP	chr18~63706596~+~HPV45~3193~-
