chrom	lend	rend	strand	virus	virus_brkpt	virus_strand	read_support	sample_name	insertion_name
chr20	40674406	40674407	+	NC_003977_3182nt_Hepatitis_B_virus	1804	+	16	LIHC-CC-A8HT-TP	NC_003977_3182nt_Hepatitis_B_virus~1804~+~chr20~40674406~+
chr20	41483448	41483449	+	HPV16	2907	-	198	CESC-MA-AA41-TP	HPV16~2907~-~chr20~41483448~+
chr20	41484351	41484352	+	HPV16	3357	-	287	CESC-MA-AA41-TP	HPV16~3357~-~chr20~41484351~+
chr20	41484351	41484352	+	HPV16	2708	-	51	CESC-MA-AA41-TP	HPV16~2708~-~chr20~41484351~+
chr20	41488608	41488609	+	HPV16	213	-	12	CESC-MA-AA41-TP	chr20~41488608~+~HPV16~213~-
chr20	41490025	41490026	+	HPV16	228	-	239	CESC-MA-AA41-TP	chr20~41490025~+~HPV16~228~-
chr20	41491820	41491821	+	HPV16	227	-	472	CESC-MA-AA41-TP	chr20~41491820~+~HPV16~227~-
chr20	41491820	41491821	+	HPV16	881	-	943	CESC-MA-AA41-TP	chr20~41491820~+~HPV16~881~-
chr20	41492301	41492302	+	HPV16	3336	-	14	CESC-MA-AA41-TP	chr20~41492301~+~HPV16~3336~-
chr20	41492309	41492310	+	HPV16	721	-	178	CESC-MA-AA41-TP	HPV16~721~-~chr20~41492309~+
chr20	41493537	41493538	+	HPV16	3357	-	227	CESC-MA-AA41-TP	HPV16~3357~-~chr20~41493537~+
