chrom	lend	rend	gene	strand
chr20	38805705	38923024	PPP1R16B	+
chr20	38872770	38873074	RN7SL116P	+
chr20	38926312	38953106	FAM83D	+
chr20	38955910	38956547	RP4-616B8.5	+
chr20	38961925	38962111	RP4-616B8.4	-
chr20	38962299	39039723	DHX35	+
chr20	38962472	38962993	RP4-616B8.6	+
chr20	38977711	38978422	NPM1P19	-
chr20	39213777	39224748	RP4-705O1.1	-
chr20	39271540	39271615	AL121588.1	+
chr20	39329014	39329924	ATG3P1	-
chr20	39349094	39349392	Metazoa_SRP	-
chr20	39785721	39813229	RP5-1031J8.1	+
chr20	39932922	39933239	HSPE1P1	-
chr20	40004477	40008529	LINC01370	+
chr20	40031585	40043889	RP11-101E14.3	+
chr20	40103219	40103357	AL009050.1	-
chr20	40121041	40126357	RP1-191L6.2	+
chr20	40372814	40372901	AL049691.1	-
chr20	40685848	40689240	MAFB	-
chr20	40696499	40698616	RP4-644L1.2	-
chr20	40854119	40854229	RNA5SP484	-
chr20	41024205	41024394	RNU2-52P	+
chr20	41028818	41124487	TOP1	+
chr20	41098329	41138003	PLCG1-AS1	-
chr20	41136960	41196801	PLCG1	+
chr20	41169023	41169078	MIR6871	+
chr20	41178448	41317672	ZHX3	-
chr20	41196647	41196938	RP3-511B24.5	-
chr20	41196691	41197157	RPL23AP81	+
chr20	41290280	41290577	RN7SL615P	-
chr20	41331123	41331660	RP3-450M14.1	+
chr20	41340920	41360582	LPIN3	+
chr20	41359966	41366827	EMILIN3	-
chr20	41382383	41383107	RP4-620E11.5	+
chr20	41402101	41618494	CHD6	-
chr20	41459354	41461944	RP4-620E11.4	-
chr20	41485571	41486225	RP4-620E11.8	-
chr20	41547422	41547922	RPL12P11	+
chr20	41684986	41685091	RNU6-1018P	-
chr20	41712479	41712600	SNORA26	-
chr20	41991140	42063969	RP5-1121H13.4	+
chr20	41997131	41999397	RP5-1121H13.1	-
chr20	42014034	42015478	RP5-1121H13.3	-
chr20	42072752	43189970	PTPRT	-
chr20	42606694	42607559	RP4-730D4.1	+
chr20	42685404	42688562	RP1-232N11.2	+
chr20	42968743	42971492	RP4-753D4.2	+
chr20	43063326	43063609	RN7SKP100	+
chr20	43073549	43073661	AL117374.1	+
chr20	43190101	43202599	RP1-269M15.3	+
chr20	43222206	43222509	RN7SL666P	+
chr20	43230760	43231260	PPIAP21	+
chr20	43304555	43304679	SCARNA15	+
chr20	43304608	43304680	AL021395.1	+
chr20	43388642	43389041	RP5-862K6.4	-
chr20	43400365	43400502	AL031681.1	-
chr20	43405473	43405578	RNU6-743P	+
