chrom	lend	rend	gene	strand
chr9	133356552	133361169	SURF2	+
chr9	133361449	133376166	SURF4	-
chr9	133376367	133406096	STKLD1	+
chr9	133406059	133418096	REXO4	-
chr9	133414358	133459402	ADAMTS13	+
chr9	133459965	133470848	CACFD1	+
chr9	133471095	133479137	SLC2A6	-
chr9	133514586	133528612	TMEM8C	-
chr9	133532164	133575519	ADAMTSL2	+
chr9	133578415	133586197	FAM163B	-
chr9	133611798	133633099	LL09NC01-254D11.1	-
chr9	133636360	133659344	DBH	+
chr9	133654586	133657313	DBH-AS1	-
chr9	133663560	133739955	SARDH	-
chr9	133761894	133992604	VAV2	-
chr9	134025439	134034666	LINC00094	+
chr9	134030305	134068535	BRD3	-
chr9	134054290	134058805	RP11-374P20.4	+
chr9	134078904	134079444	ARF4P1	+
chr9	134132242	134135772	LL09NC01-251B2.3	-
chr9	134135365	134159968	WDR5	+
chr9	134164439	134164564	RNU6ATAC	-
chr9	134168769	134169340	LL09NC01-139C3.1	+
chr9	134293931	134295397	RP11-145E17.2	-
chr9	134298463	134300413	RP11-145E17.3	+
chr9	134317098	134440585	RXRA	+
chr9	134379411	134379472	MIR4669	+
chr9	134505472	134521442	RP11-473E2.2	+
chr9	134527182	134545244	RP11-473E2.4	+
chr9	134552738	134553897	RP11-473E2.3	+
chr9	134641774	134844843	COL5A1	+
chr9	134649385	134652843	COL5A1-AS1	-
chr9	134848973	134849120	AL603650.2	-
chr9	134849175	134849252	AL603650.3	-
chr9	134849298	134849369	MIR3689C	-
chr9	134849487	134849564	MIR3689A	-
chr9	134849609	134849682	MIR3689D1	-
chr9	134849813	134849960	AL603650.4	-
chr9	134849991	134850068	AL603650.1	-
chr9	134850125	134850272	MIR3689B	-
chr9	134850277	134850356	MIR3689D2	-
chr9	134850570	134850641	MIR3689E	-
chr9	134850615	134850692	AL603650.5	-
chr9	134850742	134850807	MIR3689F	-
chr9	134868236	134868475	RP11-263F14.3	+
chr9	134880812	134887520	FCN2	+
