chrom	lend	rend	sample_name	CN	copy_number
chr19	90910	37850859	HNSC-KU-A6H8-TP	0.0059	2.008195884122107
chr19	90910	38660228	BLCA-DK-A1AC-TP	-0.1017	1.8638683988524656
chr19	90910	39401630	LGG-RY-A83Z-TP	0.1342	2.194968141263587
chr19	90910	39764364	LGG-E1-A7Z2-TP	0.0817	2.11652862423239
chr19	90910	40713344	HNSC-CQ-7065-TP	0.0552	2.0780062594645505
chr19	90910	40828847	LIHC-DD-AADS-TP	-0.0165	1.9772564491343103
chr19	90910	40832930	CESC-IR-A3LL-TP	0.1654	2.242953948736543
chr19	90910	40839253	HNSC-UF-A7JT-TP	-0.0316	1.9566693756390179
chr19	90910	40839253	PAAD-3A-A9I7-TP	-0.0077	1.9893539688672068
chr19	90910	40846734	KIRC-B8-4619-TP	0.0957	2.137167524719184
chr19	90910	40846832	HNSC-CV-7411-TP	-0.0011	1.9984756574031912
chr19	90910	40846832	KIRC-BP-4762-TP	0.0051	2.0070826125629773
chr19	90910	40854267	BLCA-CF-A47W-TP	-0.0044	1.9939095969325036
chr19	90910	40854267	CESC-HM-A3JK-TP	0.1193	2.172415406763646
chr19	90910	40854267	HNSC-CV-A468-TP	-0.0129	1.9821965171592253
chr19	90910	40854267	HNSC-HD-7831-TP	-0.0438	1.9401927698705377
chr19	90910	40854267	KIRC-BP-4774-TP	0.0226	2.031576935164126
chr19	90910	40854267	KIRC-CJ-4895-TP	0.035	2.049113646065603
chr19	90910	40854267	LGG-WY-A85A-TP	-0.0247	1.9660499831874954
chr19	90910	40854465	KIRC-B8-A54J-TP	0.0008	2.001109343035669
chr19	90910	40854465	SARC-RN-A68Q-TP	-0.0161	1.9778047370328247
chr19	90910	40989251	KIRC-MM-A84U-TP	0.046	2.064797070966484
chr19	90910	41250133	KIRC-B8-A8YJ-TP	0.0146	2.0203426573852803
chr19	90910	41462903	KIRC-A3-A6NJ-TP	0.0001	2.000138634240753
chr19	90910	41746405	SARC-DX-A7EQ-TP	0.0094	2.0130737121748687
chr19	90910	41746405	SARC-Z4-A8JB-TP	-0.0013	1.9981986290523075
chr19	90910	42184857	BLCA-FD-A3SQ-TP	0.0034	2.004718959230287
chr19	90910	42184857	LGG-HT-8110-TP	0.0292	2.040892226625308
chr19	90910	42712819	KIRC-B0-5697-TP	-0.0003	1.9995841549294382
chr19	90910	42720410	HNSC-CN-5373-TP	0.0135	2.018802810198879
chr19	90910	42743373	CESC-EK-A2RE-TP	0.0483	2.0680914753186697
chr19	90910	42743373	KIRC-BP-5190-TP	0.0315	2.0441484905595595
chr19	90910	42743373	LIHC-DD-AADR-TP	0.0482	2.0679481311091332
chr19	90910	42759354	HNSC-CN-6017-TP	0.0006	2.0008319496037372
chr19	90910	42759354	KIRC-CZ-5982-TP	0.0338	2.047409949895446
chr19	90910	42759354	LGG-HT-7676-TP	-0.0079	1.9890782049632145
chr19	90910	42778107	KIRC-B0-4849-TP	0.0287	2.040185029833896
chr19	90910	42782612	LIHC-ED-A8O6-TP	-0.1682	1.7799047022157897
chr19	90910	42786621	KIRC-BP-4330-TP	0.0141	2.0196425812978633
chr19	90910	42786621	KIRC-B0-5075-TP	0.0029	2.0040242969658353
chr19	90910	42786621	LGG-S9-A6U1-TP	-0.0101	1.9860473237926548
chr19	90910	42786621	LGG-E1-A7YW-TP	-0.0105	1.985496750880616
chr19	90910	42790238	KIRC-B2-A4SR-TP	0.0258	2.0360881182157415
chr19	90910	42804734	LGG-FG-8191-TP	0.0155	2.0216034059273857
chr19	90910	42811459	KIRC-BP-4972-TP	-0.0161	1.9778047370328247
chr19	90910	42864783	KIRC-BP-4994-TP	0.216	2.323017463851444
chr19	90910	42920519	CESC-Q1-A73O-TP	-0.0188	1.9741067421077327
chr19	90910	43000416	LGG-S9-A7R7-TP	0.047	2.066228775368265
chr19	90910	43001832	PAAD-LB-A8F3-TP	-0.0474	1.935357384386991
chr19	90910	43038679	KIRC-A3-A8OU-TP	0.0207	2.0289031507434814
chr19	90910	43138400	LGG-HT-A5RB-TP	0.008	2.0111211607969364
chr19	90910	43139226	BLCA-G2-A2EK-TP	0.006	2.0083350864779463
chr19	90910	43139226	KIRC-CZ-4856-TP	-0.0055	1.9923898962661084
chr19	90910	43185398	SARC-DX-A23U-TP	-0.0225	1.969050346674828
chr19	90910	43187166	KIRC-CJ-4637-TP	0.0305	2.042732085741895
chr19	90910	43187166	LIHC-EP-A2KC-TP	0.021	2.0293250931617606
chr19	90910	43190778	BLCA-FD-A3N5-TP	-0.0305	1.9581618303837673
chr19	90910	43190778	CESC-VS-A9UQ-TP	0.0016	2.0022193013923233
chr19	90910	43190778	HNSC-CR-5247-TP	-0.0462	1.9369678390806557
chr19	90910	43190778	KIRC-A3-A8OW-TP	0.0068	2.0094490527486832
chr19	90910	43190778	KIRC-B0-5097-TP	0.0559	2.0790147590342407
chr19	90910	43193181	BLCA-BT-A20X-TP	0.1253	2.1814690419043448
chr19	90910	43193181	BLCA-K4-A4AC-TP	-0.0166	1.9771194009107984
chr19	90910	43193181	HNSC-CX-7219-TP	0.1369999999999999	2.199232298629102
chr19	90910	43193181	HNSC-CV-7089-TP	-0.0083	1.9885267918289653
chr19	90910	43193181	HNSC-H7-8501-TP	-0.0323	1.9557202240205491
chr19	90910	43193181	KIRC-B0-5710-TP	0.0085	2.011818283073229
chr19	90910	43193181	LGG-HT-7693-TP	-0.0287	1.9606064849547813
chr19	90910	43193181	LGG-WH-A86K-TP	0.0116	2.016145837967686
chr19	90910	43193181	LIHC-DD-AAW1-TP	-0.0054	1.992528002996385
chr19	90910	43193181	PAAD-IB-7887-TP	0.0516	2.0728274125696595
chr19	90910	43198881	KIRC-B8-A54G-TP	0.0314	2.044006805893745
chr19	90910	43198881	KIRC-DV-A4W0-05A	0.0025	2.003468740469392
chr19	90910	43198881	PAAD-3A-A9IL-TP	0.1444	2.210541776962843
chr19	90910	43198881	SARC-DX-A7EO-TP	0.0482	2.0679481311091332
chr19	90910	43208098	KIRC-DV-5567-TP	0.0222	2.0310137405132105
chr19	90910	43209110	KIRC-A3-3362-TP	0.0243	2.0339722552519155
chr19	90910	43209110	LIHC-DD-AAD0-TP	0.0528	2.074552259185928
chr19	90910	43209110	LIHC-ZP-A9D0-TP	0.0652	2.0924599360204312
chr19	90910	43209225	LGG-TM-A7CA-TP	-0.0006	1.9991683963224378
chr19	90910	43209225	LIHC-DD-A4NS-TP	-0.0027	1.996260505543495
chr19	90910	43282526	LIHC-DD-A1ED-TP	0.0007	2.000970641512841
chr19	90910	43338766	HNSC-BB-4223-TP	0.2889	2.443416832728277
chr19	90910	43431018	LIHC-DD-A4NE-TP	0.033	2.046274939468864
chr19	90910	44398215	KIRC-B2-5639-TP	0.0063	2.0087527514427785
chr19	90910	44401739	LGG-HW-8320-TP	0.0112	2.0155869211323183
chr19	90910	44437545	LGG-FG-A711-TP	0.0135	2.018802810198879
chr19	90910	44793549	LUSC-96-8170-TP	0.0146	2.0203426573852803
chr19	90910	45244986	KIRC-B0-4700-TP	0.0197	2.027497309528638
chr19	90910	45353668	LIHC-DD-A3A2-TP	-0.0195	1.973149131878519
chr19	90910	47381417	BLCA-XF-A9SL-TP	-0.0153	1.9789017689882948
chr19	90910	47972908	BLCA-XF-A8HH-TP	0.0064	2.0088919923990574
chr19	90910	49749237	LUSC-96-7544-TP	0.073	2.1038035584077446
chr19	90910	49899356	KIRC-BP-4162-TP	-0.0527	1.9282605443023397
chr19	90910	49940804	HNSC-IQ-7632-TP	-0.0678	1.9081836131784051
chr19	90910	50287492	LGG-DU-7309-TP	-0.0017	1.9976446875500837
chr19	90910	50824837	KIRC-DV-5566-TP	0.0515	2.0726837401013443
chr19	90910	50829011	LGG-HW-7493-TP	0.0054	2.0075000170561
chr19	90910	51215611	KIRC-CW-5583-TP	0.0119	2.0165651273015137
chr19	90910	51252440	LUSC-NC-A5HO-TP	0.1158	2.167151481876407
chr19	90910	51622003	CESC-EK-A2RD-TP	-0.0447	1.9389827920881268
chr19	90910	51626613	LGG-HT-7879-TP	0.0079	2.0109817653318336
chr19	90910	51628560	BLCA-XF-A8HE-TP	0.0084	2.011678839288967
chr19	90910	51628560	BLCA-CF-A47Y-TP	-0.0011	1.9984756574031912
chr19	90910	51628560	BLCA-XF-A8HD-TP	-0.0786	1.8939523047638127
chr19	90910	51628560	CESC-C5-A2LX-TP	0.1237	2.179051056382658
chr19	90910	51628560	HNSC-CV-7423-TP	-0.0165	1.9772564491343103
chr19	90910	51628560	HNSC-QK-A64Z-TP	0.0051	2.0070826125629773
chr19	90910	51628560	HNSC-CQ-A4CH-TP	-0.0211	1.9709620524648932
chr19	90910	51628560	HNSC-CV-7252-TP	0.042	2.0590801668679943
chr19	90910	51628560	HNSC-CR-7368-TP	-0.0209	1.9712353047627929
chr19	90910	51628560	KIRC-CZ-5466-TP	0.0054	2.0075000170561
chr19	90910	51628560	KIRC-CZ-4859-TP	-0.0384	1.9474685093036133
chr19	90910	51628560	KIRC-B0-4701-TP	0.0316	2.044290185046547
chr19	90910	51628560	KIRC-B8-A54E-TP	0.0007	2.000970641512841
chr19	90910	51628560	LIHC-DD-AACJ-TP	-0.0979	1.8687842235287109
chr19	90910	51628560	LIHC-CC-A5UC-TP	-0.0329	1.95490703195526
chr19	90910	51628560	LIHC-BC-4072-NT	-0.0024	1.996675659408733
chr19	90910	51628560	LIHC-G3-AAV3-TP	-0.0068	1.9905953796283036
chr19	90910	51628560	LIHC-DD-AAE1-TP	0.0905	2.1294782579574956
chr19	90910	51628560	PAAD-3A-A9I5-TP	-0.008	1.9889403373464287
chr19	90910	51628560	PAAD-3E-AAAZ-TP	0.0406	2.057082992202816
chr19	90910	51639099	KIRC-CW-5580-TP	0.0572	2.080888985516182
chr19	90910	51639099	LGG-P5-A5EW-TP	0.0289	2.0404678791393125
chr19	90910	51639362	LGG-HW-A5KL-TP	0.0064	2.0088919923990574
chr19	90910	51639362	LGG-DU-8158-TP	0.1311	2.1902567533550226
chr19	90910	51641893	CESC-EA-A410-TP	-0.0154	1.9787646067238538
chr19	90910	51863152	LGG-CS-4938-NT	0.0145	2.0202026227568934
chr19	90910	52692173	BLCA-4Z-AA7N-TP	0.0082	2.011399980715288
chr19	90910	52815851	LGG-E1-A7Z3-TP	-0.0139	1.9808230392981852
chr19	90910	52850383	HNSC-CV-7099-TP	-0.0031	1.995707101328722
chr19	90910	53012070	LUSC-98-A53D-TP	0.0015	2.0020805229357115
chr19	90910	53013829	HNSC-H7-8502-TP	-0.0205	1.9717819230141578
chr19	90910	53013829	KIRC-CJ-4885-TP	-0.0559999999999999	1.9238549093295496
chr19	90910	53013829	KIRC-A3-3320-TP	0.052	2.0734022020394414
chr19	90910	53013829	LGG-TM-A84C-TP	0.0036	2.004996891553524
chr19	90910	53435735	HNSC-CV-7183-TP	-0.003	1.9958454379981012
chr19	90910	53459743	KIRC-CZ-5452-TP	0.0214	2.029887819555304
chr19	90910	53461150	HNSC-CR-7394-TP	-0.0096	1.986735754633211
chr19	90910	53551321	KIRC-BP-4345-TP	-0.0104	1.9856343797979041
chr19	90910	53551321	KIRC-CJ-4638-TP	0.0621	2.0879685767809093
chr19	90910	53597044	CESC-EX-A3L1-TP	0.0291	2.0407507676586873
chr19	90910	53597044	KIRC-B2-5635-NT	-0.0512	1.9302664394465638
chr19	90910	53606217	KIRC-BP-4163-TP	0.0178	2.024828894355536
chr19	90910	53743107	LUSC-60-2710-TP	0.0737	2.1048245779420713
chr19	90910	53748374	LUSC-66-2778-TP	0.0427	2.0600794812121093
chr19	90910	53760909	SARC-DX-A8BQ-TP	0.005	2.0069434970190057
chr19	90910	54215099	SARC-DX-A3U8-TP	-0.0393	1.9462539940941999
